COMPANY_CD,FINANCIAL_YEAR,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,BU_UNIT,BU_STATE_TIN,BU_CONTACT_PERSON_CD,ADDR_FLAG,CONTACT_PERSON_CD,INVOICE_TYPE,INVOICE_SEQ,INVOICE_NO,LINE_NO,LINE_DESC,UNIT,QTY,RATE,AMOUNT,ENT_BY,ENT_DT,CARGO_NO
AMNS,2022-2023,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00075/22-23,null,null,DI,75,L00075/22-23,1,Deficiency Payment for Berthing Slot no.15 dated 20-21 July 2022,USD,3200000,0.76,2432000,null,null,null
AMNS,2023-2024,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00075/23-24,null,null,DI,75,L00075/23-24,2,Deficiency Payment for Berthing Slot no.13 dated 01-02 November 2023,USD,3200000,0.76,2432000,null,null,null
AMNS,2024-2025,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00079/24-25,null,null,SI,79,L00079/24-25,1,Service Charges,USD,36200,0.76,27512,null,null,null
AMNS,2023-2024,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00083/23-24,null,null,DI,83,L00083/23-24,1,Service charges,USD,150000,0.76,114000,null,null,null
AMNS,2024-2025,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00084/24-25,null,null,SI,84,L00084/24-25,1,Service Charges ,USD,347800,0.76,264328,null,null,null
AMNS,2024-2025,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00085/24-25,null,null,ST,85,L00085/24-25,1,Storage Charges For The Extended Storage Duration (30-31 Jan 2025) For Cargo Arrived on 14-01-2025,INR,4467029.58,2,8934059.16,null,null,null
AMNS,2023-2024,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00085/23-24,null,null,DI,85,L00085/23-24,2,Deficiency invoice for Berthing slot no-15 cargo dated 05-06 December 2023,USD,3200000,0.76,2432000,null,null,null
AMNS,2024-2025,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00088/24-25,null,null,ST,88,L00088/24-25,1,Storage Charges For The Extended Storage Duration (01-15 Feb-25) For Cargo Arrived on 14-01-2025,INR,27677055.92,2,55354111.84,null,null,null
AMNS,2024-2025,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00089/24-25,null,null,SI,89,L00089/24-25,1,Service Charges,USD,51300,0.76,38988,null,null,null
AMNS,2022-2023,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00094/22-23,null,null,DI,94,L00094/22-23,1,Deficiency Payment for Berthing Slot no.08 dated 20-21 Aug 2022,USD,3200000,0.76,2432000,null,null,null
AMNS,2023-2024,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00094/23-24,null,null,SI,94,L00094/23-24,2,Service Charges,USD,300000,0.76,228000,null,null,null
AMNS,2024-2025,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00095/24-25,null,null,SI,95,L00095/24-25,1,Service Charges,USD,15445,0.76,11738.2,null,null,null
AMNS,2024-2025,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00096/24-25,null,null,SI,96,L00096/24-25,1,Service Charges,USD,149255,0.0076,1134.34,null,null,null
AMNS,2023-2024,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00096/23-24,null,null,ST,96,L00096/23-24,2,Storage Charges For The Extended Storage Duration For Cargo Arrived on 23-12-2023,INR,300000,2,600000,null,null,null
AMNS,2024-2025,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00097/24-25,null,null,ST,97,L00097/24-25,1,Storage Charges For The Extended Storage Duration (16-28 Feb-25) For Cargo Arrived on 14-01-2025,INR,13138104.05,2,26276208.1,null,null,null
AMNS,2024-2025,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00098/24-25,null,null,SI,98,L00098/24-25,1,Service Charges,USD,149255,0.0684,10209.04,null,null,null
AMNS,2024-2025,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00102/24-25,null,null,ST,102,L00102/24-25,1,Storage Charges For The Extended Storage Duration (01-15 Mar-25) For Cargo Arrived on 14-01-2025,INR,3575968.29,2,7151936.58,null,null,null
AMNS,2022-2023,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00108/22-23,null,null,SI,108,L00108/22-23,1,Service Charges,USD,2200000,0.76,1672000,null,null,null
AMNS,2022-2023,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00139/22-23,null,null,DI,139,L00139/22-23,1,Deficiency Payment for Berthing Slot no.16 dated 27- 28 Oct 2022,USD,3200000,0.76,2432000,null,null,null
AMNS,2022-2023,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00159/22-23,null,null,DI,159,L00159/22-23,1,Deficiency Payment for Berthing Slot no.13 dated 16- 17 Dec 2022,USD,3200000,0.76,2432000,null,null,null
AMNS,2022-2023,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00165/22-23,null,null,SI,165,L00165/22-23,1,Service Charges,USD,305000,0.76,231800,null,null,null
AMNS,2022-2023,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00169/22-23,null,null,SI,169,L00169/22-23,1,Service Charges,USD,128500,0.76,97660,null,null,null
AMNS,2022-2023,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00175/22-23,null,null,DI,175,L00175/22-23,1,Service Invoice against LNG Purchase under SP23,USD,150485.48,0.76,114368.96,null,null,null
AMNS,2022-2023,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00176/22-23,null,null,DI,176,L00176/22-23,1,Deficiency Payment for Berthing Slot no.02 dated 28 Feb-01 Mar 2023,USD,3200000,0.76,2432000,null,null,null
AMNS,2022-2023,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00183/22-23,null,null,SI,183,L00183/22-23,1,Service Charges,USD,181632.97,0.76,138041.06,null,null,null
AMNS,2021-2022,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00207/21-22,null,null,DI,207,L00207/21-22,1,Deficiency Payment for Berthing Slot 2 dated 22-23 Nov-2021,USD,3040000,0.76,2310400,null,null,null
AMNS,2021-2022,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00208/21-22,null,null,DI,208,L00208/21-22,1,Deficiency Payment for Berthing Slot 7 dated 29-Jun-2021,USD,165810,0.76,126015.6,null,null,null
AMNS,2021-2022,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00209/21-22,null,null,DI,209,L00209/21-22,1,Deficiency Payment for Berthing Slot 8 dated 27-Jul-2021,USD,130000,0.76,98800,null,null,null
AMNS,2021-2022,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00210/21-22,null,null,DI,210,L00210/21-22,1,Deficiency Payment for Berthing Slot 9 dated 19-20 Dec-2021,USD,3040000,0.76,2310400,null,null,null
AMNS,2020-2021,A-33-17-11719-0,11719,0,9,0,Q,1,0,L00331/20-21,null,null,LP,331,L00331/20-21,1,Delayed Payment Invoice Generated Against Invoice No. L00226/20-21 dated 05-AUG-20,INR,2945040,450.76,1327506230.4,23,08/10/2020 16:38:29,0
AMNS,2020-2021,A-33-17-11719-0,11719,0,10,0,Q,1,0,L00332/20-21,null,null,LP,332,L00332/20-21,1,Delayed Payment Invoice Generated Against Invoice No. L00249/20-21 dated 26-AUG-20,INR,1673350,457.67,765842094.5,23,08/10/2020 16:42:22,0
AMNS,2020-2021,A-33-17-11719-0,11719,0,11,0,Q,1,0,L00333/20-21,null,null,LP,333,L00333/20-21,1,Delayed Payment Invoice Generated Against Invoice No. L00276/20-21 dated 07-SEP-20,INR,3105560,442.93,1375545690.8,23,08/10/2020 16:42:45,0
AMNS,2020-2021,A-33-17-11719-0,11719,0,12,0,Q,1,0,L00334/20-21,null,null,LP,334,L00334/20-21,1,Delayed Payment Invoice Generated Against Invoice No. L00296/20-21 dated 23-SEP-20,INR,2900740,442.75,1284302635,23,08/10/2020 16:44:26,0
AMNS,2021-2022,A-33-19-11921-0,11921,0,7,0,Q,1,0,L00144/21-22,null,null,LP,144,L00144/21-22,1,Delayed Payment Invoice Generated Against Invoice No. L00115/21-22 dated 21-JUL-21,INR,0,0,0,49,16/08/2021 16:01:09,0
AMNS,2021-2022,A-33-19-11921-0,11921,0,13,0,Q,1,0,L00203/21-22,null,null,LP,203,L00203/21-22,1,Delayed Payment Invoice Generated Against Invoice No. L00192/21-22 dated 07-NOV-21,INR,531962.44,0.76,404291.4544,23,29/12/2021 17:41:38,0
AMNS,2021-2022,20,1,0,21,0,S,1,0,I0026/21-22,null,null,LP,26,I0026/21-22,1,Delayed Payment Invoice Generated Against Invoice No. S0157/21-22 dated 15-NOV-21,INR,144651.47,4.78,691434.0266,23,07/01/2022 10:33:54,0
AMNS,2021-2022,A-33-19-11921-0,11921,0,12,0,Q,1,0,L00205/21-22,null,null,LP,205,L00205/21-22,1,Delayed Payment Invoice Generated Against Invoice No. L00182/21-22 dated 13-OCT-21,INR,0,0,0,23,07/01/2022 10:35:41,0
AMNS,2021-2022,A-33-19-11921-0,11921,0,11,0,Q,1,0,L00206/21-22,null,null,LP,206,L00206/21-22,1,Delayed Payment Invoice Generated Against Invoice No. L00176/21-22 dated 29-SEP-21,INR,0,0,0,23,07/01/2022 10:36:35,0
AMNS,2021-2022,A-33-19-11921-0,11921,0,15,0,Q,1,0,L00217/21-22,null,null,LP,217,L00217/21-22,1,Delayed Payment Invoice Generated Against Invoice No. L00212/21-22 dated 15-JAN-22,INR,1038087.64,0.76,788946.6064,49,27/01/2022 09:31:52,0
AMNS,2022-2023,A-33-19-11921-0,11921,0,22,0,Q,1,0,L00069/22-23,null,null,LP,69,L00069/22-23,1,Delayed Payment Invoice Generated Against Invoice No. L00060/22-23 dated 25-JUL-22,INR,0,0,0,130,01/08/2022 14:56:24,0
AMNS,2022-2023,A-33-19-11921-0,11921,0,23,0,Q,1,0,L00118/22-23,null,null,LP,118,L00118/22-23,1,Delayed Payment Invoice Generated Against Invoice No. L00095/22-23 dated 05-SEP-22,INR,0,0,0,153,10/10/2022 16:02:42,0
AMNS,2022-2023,A-33-19-11921-0,11921,0,24,0,Q,1,0,L00119/22-23,null,null,LP,119,L00119/22-23,1,Delayed Payment Invoice Generated Against Invoice No. L00097/22-23 dated 12-SEP-22,INR,3149420,3592.41,11314007902.2,153,10/10/2022 16:06:56,0
AMNS,2022-2023,A-33-19-11921-0,11921,0,23,0,Q,1,0,L00120/22-23,null,null,LP,120,L00120/22-23,1,Delayed Payment Invoice Generated Against Invoice No. L00098/22-23 dated 12-SEP-22,INR,0,0,0,153,10/10/2022 16:08:44,0
AMNS,2021-2022,20,1,0,21,0,S,1,0,I0028/21-22,null,null,LP,28,I0028/21-22,1,Delayed Payment Invoice Generated Against Invoice No. S0193/21-22 dated 15-JAN-22,INR,101219.14,4.78,483827.4892,23,28/01/2022 11:14:47,0
AMNS,2021-2022,A-33-19-11921-0,11921,0,15,0,Q,1,0,L00219/21-22,null,null,LP,219,L00219/21-22,1,Delayed Payment Invoice Generated Against Invoice No. L00215/21-22 dated 25-JAN-22,INR,759226.36,0.76,577012.0336,49,01/02/2022 14:47:54,0
AMNS,2022-2023,A-33-19-11921-0,11921,0,21,0,Q,1,0,L00047/22-23,null,null,LP,47,L00047/22-23,1,Delayed Payment Invoice Generated Against Invoice No. L00041/22-23 dated 20-JUN-22,INR,0,0,0,130,01/07/2022 16:41:41,0
AMNS,2022-2023,A-33-19-11921-0,11921,0,28,0,Q,1,0,L00173/22-23,null,null,LP,173,L00173/22-23,1,Delayed Payment Invoice Generated Against Invoice No. L00170/22-23 dated 09-FEB-23,INR,3181120,2192.51,6974637411.2,130,22/02/2023 14:50:19,0
AMNS,2022-2023,A-33-19-11921-0,11921,0,25,0,Q,1,0,L00156/22-23,null,null,LP,156,L00156/22-23,1,Delayed Payment Invoice Generated Against Invoice No. L00152/22-23 dated 26-NOV-22,INR,1160979.39,0.76,882344.3364,153,06/12/2022 14:19:17,0
AMNS,2022-2023,A-33-19-11921-0,11921,0,26,0,Q,1,0,L00157/22-23,null,null,LP,157,L00157/22-23,1,Delayed Payment Invoice Generated Against Invoice No. L00153/22-23 dated 28-NOV-22,INR,3043340,2817.82,8575584318.8,153,06/12/2022 14:19:56,0
AMNS,2022-2023,A-33-19-11921-0,11921,0,22,0,Q,1,0,L00085/22-23,null,null,LP,85,L00085/22-23,1,Delayed Payment Invoice Generated Against Invoice No. L00071/22-23 dated 02-AUG-22,INR,215552.83,0.76,163820.1508,130,22/08/2022 13:11:55,0
AMNS,2022-2023,A-33-19-11921-0,11921,0,19,0,Q,1,0,L00019/22-23,null,null,LP,19,L00019/22-23,1,Delayed Payment Invoice Generated Against Invoice No. L00015/22-23 dated 30-APR-22,INR,0,0,0,49,10/05/2022 13:19:20,0
AMNS,2022-2023,A-33-19-11921-0,11921,0,24,0,Q,1,0,L00135/22-23,null,null,LP,135,L00135/22-23,1,Delayed Payment Invoice Generated Against Invoice No. L00117/22-23 dated 07-OCT-22,INR,0,0,0,153,18/10/2022 13:19:17,0
AMNS,2022-2023,A-33-19-11921-0,11921,0,24,0,Q,1,0,L00136/22-23,null,null,LP,136,L00136/22-23,1,Delayed Payment Invoice Generated Against Invoice No. L00125/22-23 dated 10-OCT-22,INR,0,0,0,153,18/10/2022 13:23:24,0
AMNS,2022-2023,A-33-19-11921-0,11921,0,24,0,Q,1,0,L00137/22-23,null,null,LP,137,L00137/22-23,1,Delayed Payment Invoice Generated Against Invoice No. L00115/22-23 dated 30-SEP-22,INR,17413.67,0.76,13234.3892,153,18/10/2022 13:26:20,0
AMNS,2022-2023,A-33-19-11921-0,11921,0,23,0,Q,1,0,L00121/22-23,null,null,LP,121,L00121/22-23,1,Delayed Payment Invoice Generated Against Invoice No. L00105/22-23 dated 19-SEP-22,INR,0,0,0,130,10/10/2022 16:24:25,0
AMNS,2022-2023,A-33-19-11921-0,11921,0,23,0,Q,1,0,L00122/22-23,null,null,LP,122,L00122/22-23,1,Delayed Payment Invoice Generated Against Invoice No. L00107/22-23 dated 23-SEP-22,INR,0,0,0,130,10/10/2022 16:27:47,0
AMNS,2022-2023,A-33-19-11921-0,11921,0,23,0,Q,1,0,L00123/22-23,null,null,LP,123,L00123/22-23,1,Delayed Payment Invoice Generated Against Invoice No. L00110/22-23 dated 30-SEP-22,INR,0,0,0,130,10/10/2022 16:30:16,0
AMNS,2022-2023,A-33-19-11921-0,11921,0,24,0,Q,1,0,L00124/22-23,null,null,LP,124,L00124/22-23,1,Delayed Payment Invoice Generated Against Invoice No. L00112/22-23 dated 30-SEP-22,INR,0,0,0,130,10/10/2022 16:31:52,0
AMNS,2022-2023,A-33-19-11921-0,11921,0,23,0,Q,1,0,L00093/22-23,null,null,LP,93,L00093/22-23,1,Delayed Payment Invoice Generated Against Invoice No. L00083/22-23 dated 22-AUG-22,INR,0,0,0,130,01/09/2022 13:11:51,0
AMNS,2021-2022,A-33-19-11921-0,11921,0,15,0,Q,1,0,L00213/21-22,null,null,LP,213,L00213/21-22,1,Delayed Payment Invoice Generated Against Invoice No. L00204/21-22 dated 31-DEC-21,INR,1075592.76,0.76,817450.4976,49,21/01/2022 16:48:46,0
AMNS,2022-2023,A-33-19-11921-0,11921,0,25,0,Q,1,0,L00147/22-23,null,null,LP,147,L00147/22-23,1,Delayed Payment Invoice Generated Against Invoice No. L00142/22-23 dated 31-OCT-22,INR,1169768.82,0.76,889024.3032,49,21/11/2022 17:46:44,0
AMNS,2022-2023,A-33-19-11921-0,11921,0,25,0,Q,1,0,L00155/22-23,null,null,LP,155,L00155/22-23,1,Delayed Payment Invoice Generated Against Invoice No. L00146/22-23 dated 21-NOV-22,INR,0,0,0,49,01/12/2022 17:08:29,0
AMNS,2021-2022,A-33-19-11921-0,11921,0,15,0,Q,1,0,L00228/21-22,null,null,LP,228,L00228/21-22,1,Delayed Payment Invoice Generated Against Invoice No. L00216/21-22 dated 25-JAN-22,INR,0,0,0,49,25/02/2022 12:48:35,0
AMNS,2022-2023,A-33-19-11921-0,11921,0,22,0,Q,1,0,L00084/22-23,null,null,LP,84,L00084/22-23,1,Delayed Payment Invoice Generated Against Invoice No. L00070/22-23 dated 02-AUG-22,INR,0,0,0,130,22/08/2022 13:05:06,0
AMNS,2022-2023,A-33-19-11921-0,11921,0,23,0,Q,1,0,L00086/22-23,null,null,LP,86,L00086/22-23,1,Delayed Payment Invoice Generated Against Invoice No. L00081/22-23 dated 16-AUG-22,INR,0,0,0,130,22/08/2022 16:05:11,0
AMNS,2023-2024,A-33-19-11921-0,11921,0,32,0,Q,1,0,L00043/23-24,null,null,LP,43,L00043/23-24,1,Delayed Payment Invoice Generated Against Invoice No. L00040/23-24 dated 04-AUG-23,INR,0,0,0,113,11/08/2023 13:34:53,0
AMNS,2021-2022,A-33-19-11921-0,11921,0,17,0,Q,1,0,L00236/21-22,null,null,LP,236,L00236/21-22,1,Delayed Payment Invoice Generated Against Invoice No. L00227/21-22 dated 24-FEB-22,INR,0,0,0,49,08/03/2022 13:26:41,0
AMNS,2021-2022,A-33-19-11921-0,11921,0,17,0,Q,1,0,L00237/21-22,null,null,LP,237,L00237/21-22,1,Delayed Payment Invoice Generated Against Invoice No. L00229/21-22 dated 28-FEB-22,INR,0,0,0,49,08/03/2022 13:27:04,0
AMNS,2022-2023,A-33-19-11921-0,11921,0,22,0,Q,1,0,L00073/22-23,null,null,LP,73,L00073/22-23,1,Delayed Payment Invoice Generated Against Invoice No. L00062/22-23 dated 28-JUL-22,INR,0,0,0,130,08/08/2022 17:22:45,0
AMNS,2022-2023,A-33-19-11921-0,11921,0,22,0,Q,1,0,L00074/22-23,null,null,LP,74,L00074/22-23,1,Delayed Payment Invoice Generated Against Invoice No. L00063/22-23 dated 31-JUL-22,INR,0,0,0,130,08/08/2022 17:23:33,0
AMNS,2022-2023,A-33-19-11921-0,11921,0,25,0,Q,1,0,L00160/22-23,null,null,LP,160,L00160/22-23,1,Delayed Payment Invoice Generated Against Invoice No. L00145/22-23 dated 15-NOV-22,INR,0,0,0,153,21/12/2022 16:05:05,0
AMNS,2022-2023,21,1,0,23,0,S,1,0,I0001/22-23,null,null,LP,1,I0001/22-23,1,Delayed Payment Invoice Generated Against Invoice No. S0006/22-23 dated 26-APR-22,INR,232718.72,30.1,7004833.472,23,10/05/2022 15:55:22,0
AMNS,2022-2023,A-33-19-11921-0,11921,0,19,0,Q,1,0,L00011/22-23,null,null,LP,11,L00011/22-23,1,Delayed Payment Invoice Generated Against Invoice No. L00005/22-23 dated 14-APR-22,INR,0,0,0,49,28/04/2022 14:15:49,0
AMNS,2022-2023,A-33-19-11921-0,11921,0,19,0,Q,1,0,L00012/22-23,null,null,LP,12,L00012/22-23,1,Delayed Payment Invoice Generated Against Invoice No. L00006/22-23 dated 18-APR-22,INR,0,0,0,49,28/04/2022 14:16:10,0
AMNS,2022-2023,A-33-19-11921-0,11921,0,19,0,Q,1,0,L00013/22-23,null,null,LP,13,L00013/22-23,1,Delayed Payment Invoice Generated Against Invoice No. L00007/22-23 dated 21-APR-22,INR,0,0,0,49,28/04/2022 14:16:27,0
AMNS,2022-2023,A-33-19-11921-0,11921,0,19,0,Q,1,0,L00032/22-23,null,null,LP,32,L00032/22-23,1,Delayed Payment Invoice Generated Against Invoice No. L00010/22-23 dated 28-APR-22,INR,0,0,0,49,01/06/2022 17:02:40,0
AMNS,2021-2022,A-33-19-11921-0,11921,0,13,0,Q,1,0,L00211/21-22,null,null,LP,211,L00211/21-22,1,Delayed Payment Invoice Generated Against Invoice No. L00195/21-22 dated 02-DEC-21,INR,0,0,0,23,13/01/2022 14:57:50,0
AMNS,2021-2022,20,1,0,21,0,S,1,0,I0027/21-22,null,null,LP,27,I0027/21-22,1,Delayed Payment Invoice Generated Against Invoice No. S0191/21-22 dated 31-DEC-21,INR,27261.57,4.78,130310.3046,23,13/01/2022 14:58:07,0
AMNS,2023-2024,A-33-19-11921-0,11921,0,35,0,Q,1,0,L00074/23-24,null,null,LP,74,L00074/23-24,1,Delayed Payment Invoice Generated Against Invoice No. L00072/23-24 dated 31-OCT-23,INR,773502.79,0.76,587862.1204,201,13/11/2023 11:34:17,0
AMNS,2025-2026,38-1,1,0,38,1,S,1,0,2LPAP0001/25-26,null,null,LP,1,2LPAP0001/25-26,1,Delayed Payment Invoice Generated Against Invoice No. SAP0029/24-25 dated 31-MAR-25,INR,61965.22,871.4286,53998264.913292,201,08/04/2025 17:10:03,0
AMNS,2025-2026,38-1,1,0,38,1,S,1,0,2LPMH0001/25-26,null,null,LP,1,2LPMH0001/25-26,1,Delayed Payment Invoice Generated Against Invoice No. SMH0116/24-25 dated 31-MAR-25,INR,46.54,871.4286,40556.287044,201,08/04/2025 17:11:41,0
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00015/20-21 ,null,null,ST,15,L00015/20-21 ,1,null,INR,0,2,0,23,16/04/2020 00:00:00,null
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00016/20-21 ,null,null,SI,16,L00016/20-21 ,1,null,USD,402679.09,0.78,314089.6902,23,23/04/2020 00:00:00,null
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00017/20-21 ,null,null,ST,17,L00017/20-21 ,1,null,INR,0,2,0,23,23/04/2020 00:00:00,null
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00043/20-21 ,null,null,SI,43,L00043/20-21 ,1,null,USD,273092.44,0.78,213012.1032,23,01/05/2020 00:00:00,null
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00044/20-21 ,null,null,ST,44,L00044/20-21 ,1,null,INR,0,2,0,23,01/05/2020 00:00:00,null
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00046/20-21 ,null,null,SI,46,L00046/20-21 ,1,null,USD,620967.56,0.78,484354.6968,23,09/05/2020 00:00:00,null
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00047/20-21 ,null,null,ST,47,L00047/20-21 ,1,null,INR,0,2,0,23,09/05/2020 00:00:00,null
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00071/20-21 ,null,null,SI,71,L00071/20-21 ,1,null,USD,1116016.59,0.78,870492.9402,23,23/05/2020 00:00:00,null
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00072/20-21 ,null,null,ST,72,L00072/20-21 ,1,null,INR,0,2,0,23,23/05/2020 00:00:00,null
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00138/20-21 ,null,null,ST,138,L00138/20-21 ,1,null,USD,2397856.26,0.78,1870327.8828,23,16/06/2020 00:00:00,null
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00141/20-21 ,null,null,ST,141,L00141/20-21 ,1,null,INR,0,2,0,23,17/06/2020 00:00:00,null
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00182/20-21 ,null,null,ST,182,L00182/20-21 ,1,null,INR,0,2,0,23,15/07/2020 00:00:00,null
AMNS,2022-2023,A-33-19-11921-0,19,0,11921,0,Q,1,0,L00149/22-23,null,null,LP,149,L00149/22-23,1,null,USD,0,0,0,49,25/11/2022 00:00:00,null
AMNS,2022-2023,A-33-19-11921-0,19,0,11921,0,Q,1,0,L00150/22-23,null,null,LP,150,L00150/22-23,1,null,USD,0,0,0,49,25/11/2022 00:00:00,null
AMNS,2023-2024,SN-76,1,0,35,0,S,1,27,DMH036/23-24,dr,null,DR,154,DMH036/23-24,1,DIFF-QTY,USD,17590,10.159,178696.81,46,26/02/2024 00:00:00,null
AMNS,2023-2024,73,1,0,29,3,S,1,0,C015/23-24,cr,null,CR,117,C015/23-24,1,DIFF-PRICE,USD,30000,11.1662,334986,113,12/09/2023 00:00:00,null
AMNS,2023-2024,A-33-19-11921-0,11921,0,32,0,Q,1,0,C0006/23-24,cr,null,CR,36,C0006/23-24,1,DIFF-PRICE,USD,0,0,0,113,13/09/2023 00:00:00,null
AMNS,2023-2024,73,1,0,29,0,S,1,27,DMH022/23-24,dr,null,DR,86,DMH022/23-24,1,DIFF-PRICE,USD,287650,11.4914,3305501.21,23,06/11/2023 00:00:00,null
AMNS,2023-2024,73,1,0,29,3,S,1,27,DMH023/23-24,dr,null,DR,106,DMH023/23-24,1,DIFF-PRICE,USD,366200,10.8246,3963968.52,23,06/11/2023 00:00:00,null
