COMPANY_CD,REPORT_DT,BUY_SELL,COUNTERPARTY_CD,COUNTERPARTY_NM,CONTRACT_TYPE,MAPPING_ID,CONT_REF,CONT_SIGN_DT,CONT_START_DT,CONT_END_DT,CONT_ENT_BY,CONT_ENT_DT,CONT_APRV_BY,CONT_APRV_DT,CONT_STATUS,PRICE_TYPE,CONT_PRICE,RATE_UNIT,PHYS_CURVE,FIN_CURVE,TOT_DCQ,TOT_ALLOC_QTY,TOT_ORI_EXPO_PHY,TOT_ORI_EXPO_FIN,TOT_UNR_EXPO_PHY,TOT_UNR_EXPO_FIN,TOT_R_EXPO_PHY,TOT_R_EXPO_FIN,TOT_UNR_PHY_LEG,TOT_UNR_FIN_LEG,TOT_R_FIN_LEG,TOT_MTM_TOTAL,PHYS_FWD_PRICE_DT,FIN_FWD_PRICE_DT,ENT_BY,ENT_DT,DEAL_NUM
2,09/10/2023 00:00:00,Buy,GUNSPL,Gunvor Singapore Pte. Ltd.,D,B6-23025-0-23019-1,GUNSPL-11-1-D-23022-0,12/06/2023 00:00:00,12/06/2023 00:00:00,30/06/2023 00:00:00,null,null,null,null,null,null,null,null,LNG_PHYS_INDIA,null,89999.96,91200,89999.96,0,0,0,89999.96,0,0,0,-1103520,-1103520,null,null,4,13/06/2023 00:00:00,null
2,09/10/2023 00:00:00,Buy,GUNSPL,Gunvor Singapore Pte. Ltd.,T,B6-24001-0-24003-1,GUNSPL-11-1-T-24001-0,23/04/2024 00:00:00,23/04/2024 00:00:00,30/04/2024 00:00:00,null,null,null,null,null,null,null,null,LNG_PHYS_INDIA,null,90000,0,90000,0,90000,0,0,0,1967580,0,-1260000,707580,null,null,4,24/04/2024 00:00:00,null
2,09/10/2023 00:00:00,Buy,GUNSPL,Gunvor Singapore Pte. Ltd.,I,B6-9922007-0-9922007-1,GUNSPL-8-1-I-9922010-0,01/10/2022 00:00:00,01/10/2022 00:00:00,31/12/2022 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,247195.54,500,247195.54,0,0,0,247195.54,0,0,0,-391180,-391180,null,null,4,10/10/2022 00:00:00,null
2,09/10/2023 00:00:00,Buy,GUNSPL,Gunvor Singapore Pte. Ltd.,I,B6-9923003-0-9923002-1,GUNSPL-5-1-I-9923003-1,07/05/2023 00:00:00,08/05/2023 00:00:00,23/05/2023 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,80000,77190,80000,0,0,0,80000,0,0,0,-4631400,-4631400,null,null,4,08/05/2023 00:00:00,null
2,09/10/2023 00:00:00,Buy,GUNSPL,Gunvor Singapore Pte. Ltd.,I,B6-9923004-0-9923003-1,GUNSPL-7-1-I-9923004-1,15/04/2023 00:00:00,15/04/2023 00:00:00,30/04/2023 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,40000,30000,40000,0,0,0,40000,0,0,0,-210000,-210000,null,null,4,22/05/2023 00:00:00,null
2,09/10/2023 00:00:00,Buy,GUNSPL,Gunvor Singapore Pte. Ltd.,I,B6-9923005-0-9923004-1,GUNSPL-1-1-I-9923005-2,17/04/2023 00:00:00,17/04/2023 00:00:00,30/04/2023 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,19999.98,18890,19999.98,0,0,0,19999.98,0,0,0,-94450,-94450,null,null,4,22/05/2023 00:00:00,null
2,09/10/2023 00:00:00,Buy,GUNSPL,Gunvor Singapore Pte. Ltd.,I,B6-9923005-0-9923004-2,GUNSPL-2-2-I-9923006-1,17/04/2023 00:00:00,01/05/2023 00:00:00,15/05/2023 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,19999.95,0,19999.95,0,0,0,19999.95,0,0,0,0,0,null,null,4,22/05/2023 00:00:00,null
2,09/10/2023 00:00:00,Buy,RIL,RIL-Reliance Industries Ltd,D,B7-23007-0-23006-1,RIL-8-1-D-23008-3,01/03/2023 00:00:00,16/03/2023 00:00:00,15/04/2023 00:00:00,null,null,null,null,null,null,null,null,LNG_PHYS_INDIA,null,2099.94,2100,2099.94,0,0,0,2099.94,0,0,0,-25452,-25452,null,null,4,01/04/2023 00:00:00,null
2,09/10/2023 00:00:00,Buy,RIL,RIL-Reliance Industries Ltd,D,B7-23007-0-23006-2,RIL-9-2-D-23009-0,01/03/2023 00:00:00,16/04/2023 00:00:00,15/05/2023 00:00:00,null,null,null,null,null,null,null,null,LNG_PHYS_INDIA,null,3099.9,0,3099.9,0,0,0,3099.9,0,0,0,0,0,null,null,4,01/04/2023 00:00:00,null
2,09/10/2023 00:00:00,Buy,RIL,RIL-Reliance Industries Ltd,D,B7-23018-0-23015-1,RIL-1-1-D-23018-0,06/06/2023 00:00:00,06/06/2023 00:00:00,15/06/2023 00:00:00,null,null,null,null,null,null,null,null,LNG_PHYS_INDIA,null,55000,30000,55000,0,0,0,55000,0,0,0,-453000,-453000,null,null,4,06/06/2023 00:00:00,null
2,09/10/2023 00:00:00,Buy,RIL,RIL-Reliance Industries Ltd,D,B7-23020-0-23017-1,RIL-3-1-D-23020-13,06/06/2023 00:00:00,06/06/2023 00:00:00,15/06/2023 00:00:00,null,null,null,null,null,null,null,null,LNG_PHYS_INDIA,null,30000,0,30000,0,0,0,30000,0,0,0,0,0,null,null,4,06/06/2023 00:00:00,null
2,09/10/2023 00:00:00,Buy,RIL,RIL-Reliance Industries Ltd,D,B7-23023-0-23018-1,RIL-10-1-D-23021-1,06/06/2023 00:00:00,06/06/2023 00:00:00,15/06/2023 00:00:00,null,null,null,null,null,null,null,null,LNG_PHYS_INDIA,null,500000,0,500000,0,0,0,500000,0,0,0,0,0,null,null,4,06/06/2023 00:00:00,null
2,09/10/2023 00:00:00,Buy,RIL,RIL-Reliance Industries Ltd,I,B7-9923002-0-9923001-1,RIL-1-1-I-9923001-1,01/03/2023 00:00:00,16/03/2023 00:00:00,15/04/2023 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,2000.12,4000,2000.12,0,0,0,2000.12,0,0,0,-3600000,-3600000,null,null,4,01/04/2023 00:00:00,null
2,09/10/2023 00:00:00,Buy,RIL,RIL-Reliance Industries Ltd,I,B7-9923002-0-9923001-2,RIL-11-2-I-9923002-0,01/03/2023 00:00:00,16/04/2023 00:00:00,15/05/2023 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,3000,0,3000,0,0,0,3000,0,0,0,0,0,null,null,4,01/04/2023 00:00:00,null
2,09/10/2023 00:00:00,Buy,RIL,RIL-Reliance Industries Ltd,I,B7-9923007-0-9923006-1,RIL-4-1-I-9923008-1,23/05/2023 00:00:00,23/05/2023 00:00:00,31/05/2023 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,11999.97,0,11999.97,0,0,0,11999.97,0,0,0,0,0,null,null,4,23/05/2023 00:00:00,null
2,09/10/2023 00:00:00,Buy,BP,BP Exploration (Alpha) Limited,D,B8-23019-0-23016-1,BP-3-1-D-23019-13,06/06/2023 00:00:00,06/06/2023 00:00:00,15/06/2023 00:00:00,null,null,null,null,null,null,null,null,LNG_PHYS_INDIA,null,20000,500,20000,0,0,0,20000,0,0,0,-6060,-6060,null,null,4,06/06/2023 00:00:00,null
2,09/10/2023 00:00:00,Sell,AMNS,ARCELORMITTAL NIPPON STEEL INDIA LIMITED,F,E33-1-0-3-0,S-1-0-3-0,01/05/2022 00:00:00,01/04/2022 00:00:00,16/05/2023 00:00:00,null,null,null,null,null,null,null,null,LNG_PHYS_INDIA,null,-2055000,-929,-2055000,0,0,0,-2055000,0,0,0,3789.57,3789.57,null,null,4,16/05/2022 00:00:00,null
2,09/10/2023 00:00:00,Sell,AMNS,ARCELORMITTAL NIPPON STEEL INDIA LIMITED,F,E33-1-0-5-0,S-1-0-5-0,22/03/2023 00:00:00,23/03/2023 00:00:00,31/05/2023 00:00:00,null,null,null,null,null,null,null,null,LNG_PHYS_INDIA,null,-245000,-80,-245000,0,0,0,-245000,0,0,0,800,800,null,null,4,24/02/2023 00:00:00,null
2,09/10/2023 00:00:00,Sell,BPCL,Bharat Petroleum Corporation Limited,F,E24-1-0-3-0,S-1-0-3-0,01/06/2022 00:00:00,01/06/2022 00:00:00,30/03/2023 00:00:00,null,null,null,null,null,null,null,null,LNG_PHYS_INDIA,null,-1515000,-300,-1515000,0,0,0,-1515000,0,0,0,675.06,675.06,null,null,4,30/06/2022 00:00:00,null
2,09/10/2023 00:00:00,Sell,BPCL,Bharat Petroleum Corporation Limited,F,E24-1-0-1-0,S-1-0-1-0,01/05/2022 00:00:00,01/06/2022 00:00:00,17/03/2023 00:00:00,null,null,null,null,null,null,null,null,LNG_PHYS_INDIA,null,-1450000,0,-1450000,0,0,0,-1450000,0,0,0,0,0,null,null,4,17/05/2022 00:00:00,null
2,09/10/2023 00:00:00,Sell,BPCL,Bharat Petroleum Corporation Limited,F,E24-1-0-4-0,S-1-0-4-0,18/09/2022 00:00:00,01/09/2022 00:00:00,19/03/2023 00:00:00,null,null,null,null,null,null,null,null,LNG_PHYS_INDIA,null,-100000,-400,-100000,0,0,0,-100000,0,0,0,1685.08,1685.08,null,null,4,19/09/2022 00:00:00,null
2,09/10/2023 00:00:00,Sell,MGL,Mahanagar Gas Limited,F,E2-1-0-1-12,S-1-0-1-12,01/07/2020 00:00:00,02/06/2021 00:00:00,20/12/2022 00:00:00,null,null,null,null,null,null,null,null,LNG_PHYS_INDIA,null,-567000,0,-567000,0,0,0,-567000,0,0,0,0,0,null,null,4,05/01/2022 00:00:00,null
2,09/10/2023 00:00:00,Sell,MGL,Mahanagar Gas Limited,F,E2-1-0-4-3,S-1-0-4-3,01/01/2022 00:00:00,01/01/2022 00:00:00,01/12/2022 00:00:00,null,null,null,null,null,null,null,null,LNG_PHYS_INDIA,null,-33500,0,-33500,0,0,0,-33500,0,0,0,0,0,null,null,4,05/01/2022 00:00:00,null
2,09/10/2023 00:00:00,Sell,MGL,Mahanagar Gas Limited,F,E2-1-0-8-1,S-1-0-8-1,08/03/2022 00:00:00,08/03/2022 00:00:00,08/12/2022 00:00:00,null,null,null,null,null,null,null,null,LNG_PHYS_INDIA,null,-138000,0,-138000,0,0,0,-138000,0,0,0,0,0,null,null,4,05/05/2022 00:00:00,null
2,09/10/2023 00:00:00,Sell,EPL,Essar Power Limited,E,F6-1-0-1-0,L-1-1-0,01/07/2020 00:00:00,30/06/2020 00:00:00,31/07/2021 00:00:00,null,null,null,null,null,null,null,null,LNG_PHYS_INDIA,null,-357300,-4276,-357300,0,0,0,-357300,0,0,0,17532.03,17532.03,null,null,4,02/11/2020 00:00:00,null
2,09/10/2023 00:00:00,Sell,RIPL,RAWMATT INDUSTRIES PVT. LTD.,X,K49-0-0-1-0,X-0-1-0,24/02/2023 00:00:00,24/02/2023 00:00:00,31/12/2023 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-9330000,0,-9330000,0,-2490000,0,-6840000,0,-92920380,0,17430000,-75490380,null,null,4,24/02/2023 00:00:00,null
2,09/10/2023 00:00:00,Sell,RIPL,RAWMATT INDUSTRIES PVT. LTD.,X,K49-0-0-2-0,X-0-2-0,16/03/2023 00:00:00,16/03/2023 00:00:00,20/04/2023 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-46800,0,-46800,0,0,0,-46800,0,0,0,0,0,null,null,4,16/03/2023 00:00:00,null
2,09/10/2023 00:00:00,Sell,GSPCL,Gujarat State Petroleum Corporation Limited,X,K3-0-0-1-1,X-0-1-1,01/05/2022 00:00:00,01/05/2022 00:00:00,31/12/2022 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-367500,-6900,-367500,0,0,0,-367500,0,0,0,5664.9,5664.9,null,null,4,02/06/2022 00:00:00,null
2,09/10/2023 00:00:00,Sell,GSPCL,Gujarat State Petroleum Corporation Limited,X,K3-0-0-3-0,X-0-3-0,04/03/2023 00:00:00,04/03/2023 00:00:00,24/05/2023 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-123000,0,-123000,0,0,0,-123000,0,0,0,0,0,null,null,4,04/03/2023 00:00:00,null
2,09/10/2023 00:00:00,Sell,GSPCL,Gujarat State Petroleum Corporation Limited,X,K3-0-0-5-0,X-0-5-0,26/04/2023 00:00:00,26/04/2023 00:00:00,31/05/2023 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-17100,0,-17100,0,0,0,-17100,0,0,0,0,0,null,null,4,28/04/2023 00:00:00,null
2,09/10/2023 00:00:00,Sell,GSPCL,Gujarat State Petroleum Corporation Limited,X,K3-0-0-4-0,X-0-4-0,28/04/2023 00:00:00,28/04/2023 00:00:00,31/05/2023 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-56440,0,-56440,0,0,0,-56440,0,0,0,0,0,null,null,4,28/04/2023 00:00:00,null
2,09/10/2023 00:00:00,Sell,GSPCL,Gujarat State Petroleum Corporation Limited,X,K3-0-0-2-0,X-0-2-0,25/02/2023 00:00:00,25/05/2023 00:00:00,31/12/2023 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-3315000,0,-3315000,0,-1245000,0,-2070000,0,-46460190,0,8715000,-37745190,null,null,4,25/02/2023 00:00:00,null
2,09/10/2023 00:00:00,Sell,MGL,Mahanagar Gas Limited,X,K2-0-0-2-1,X-0-2-1,15/05/2022 00:00:00,15/05/2022 00:00:00,31/12/2022 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-4620000,-40000,-4620000,0,0,0,-4620000,0,0,0,32840,32840,null,null,4,02/06/2022 00:00:00,null
2,09/10/2023 00:00:00,Sell,MGL,Mahanagar Gas Limited,X,K2-0-0-3-0,X-0-3-0,01/06/2022 00:00:00,01/06/2022 00:00:00,31/12/2022 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-4280000,-19549,-4280000,0,0,0,-4280000,0,0,0,1466175,1466175,null,null,4,10/06/2022 00:00:00,null
2,09/10/2023 00:00:00,Sell,MGL,Mahanagar Gas Limited,X,K2-0-0-1-0,X-0-1-0,01/06/2022 00:00:00,01/06/2022 00:00:00,31/12/2022 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-321000,-2700,-321000,0,0,0,-321000,0,0,0,202500,202500,null,null,4,01/06/2022 00:00:00,null
2,09/10/2023 00:00:00,Sell,MGL,Mahanagar Gas Limited,X,K2-0-0-4-0,X-0-4-0,21/06/2022 00:00:00,21/06/2022 00:00:00,21/07/2022 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-46500,0,-46500,0,0,0,-46500,0,0,0,0,0,null,null,4,13/06/2022 00:00:00,null
2,09/10/2023 00:00:00,Sell,MGL,Mahanagar Gas Limited,X,K2-0-0-5-0,X-0-5-0,24/02/2023 00:00:00,24/02/2023 00:00:00,30/11/2023 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-3640000,0,-3640000,0,-676000,0,-2964000,0,-25148162,0,4056000,-21092162,null,null,4,24/02/2023 00:00:00,null
2,09/10/2023 00:00:00,Sell,RIL,Reliance Industries Limited,X,K1-0-0-1-0,X-0-1-0,25/04/2023 00:00:00,25/04/2023 00:00:00,25/05/2023 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-124000,0,-124000,0,0,0,-124000,0,0,0,0,0,null,null,4,28/04/2023 00:00:00,null
2,09/10/2023 00:00:00,Sell,RIL,Reliance Industries Limited,X,K1-0-0-2-0,X-0-2-0,04/05/2023 00:00:00,04/05/2023 00:00:00,25/05/2023 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-20900,0,-20900,0,0,0,-20900,0,0,0,0,0,null,null,4,04/05/2023 00:00:00,null
2,19/07/2024 00:00:00,Sell,AMNS,ARCELORMITTAL NIPPON STEEL INDIA LIMITED,S,S33-3-0-1-8,S-3-0-1-8,09/08/2023 00:00:00,10/08/2023 00:00:00,16/09/2023 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-11400,0,-11400,0,0,0,-11400,0,0,0,0,0,null,null,4,12/08/2023 00:00:00,null
2,19/07/2024 00:00:00,Sell,AMNS,ARCELORMITTAL NIPPON STEEL INDIA LIMITED,S,S33-2-1-3-0,S-2-1-3-0,16/10/2023 00:00:00,16/10/2023 00:00:00,31/12/2023 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-38500,0,-38500,0,0,0,-38500,0,0,0,0,0,null,null,4,16/10/2023 00:00:00,null
2,19/07/2024 00:00:00,Sell,AMNS,ARCELORMITTAL NIPPON STEEL INDIA LIMITED,S,S33-2-1-4-0,S-2-1-4-0,17/10/2023 00:00:00,17/10/2023 00:00:00,31/12/2023 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-15200,0,-15200,0,0,0,-15200,0,0,0,0,0,null,null,4,17/10/2023 00:00:00,null
2,19/07/2024 00:00:00,Sell,RIPL,RAWMATT INDUSTRIES PVT. LTD.,S,S49-1-0-2-0,S-1-0-2-0,20/01/2023 00:00:00,21/01/2023 00:00:00,18/07/2023 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-64822.95,-1001,-64822.95,0,0,0,-64822.95,0,0,0,7007,7007,null,null,4,20/01/2023 00:00:00,null
2,19/07/2024 00:00:00,Sell,DFPCL,DEEPAK FERTILISERS AND PETROCHEMICALS CORPORATION LTD,S,S10-2-0-1-0,S-2-0-1-0,13/09/2021 00:00:00,13/09/2021 00:00:00,30/12/2021 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-108891,-950,-108891,0,0,0,-108891,0,0,0,3875.24,3875.24,null,null,4,13/09/2021 00:00:00,null
2,19/07/2024 00:00:00,Sell,Gail,GAIL (India) Limited,S,S4-2-1-5-0,S-2-1-5-0,27/07/2021 00:00:00,27/07/2021 00:00:00,31/07/2021 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-7500,-1000,-7500,0,0,0,-7500,0,0,0,4490.2,4490.2,null,null,4,27/07/2021 00:00:00,null
2,19/07/2024 00:00:00,Sell,GSPCL,Gujarat State Petroleum Corporation Limited,S,S3-3-0-1-0,S-3-0-1-0,26/04/2022 00:00:00,26/04/2022 00:00:00,31/12/2022 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-124750,-499,-124750,0,0,0,-124750,0,0,0,2035.52,2035.52,null,null,4,26/04/2022 00:00:00,null
2,19/07/2024 00:00:00,Sell,HSIL,AGI GREENPAC LIMITED,S,S45-1-0-4-0,S-1-0-4-0,17/07/2021 00:00:00,17/07/2021 00:00:00,31/07/2021 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-7485,0,-7485,0,0,0,-7485,0,0,0,0,0,null,null,4,17/07/2021 00:00:00,null
2,19/07/2024 00:00:00,Sell,HCG,Haryana City Gas Distribution Limited,S,S38-1-0-4-0,S-1-0-4-0,31/12/2022 00:00:00,01/01/2023 00:00:00,30/04/2023 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-76500,-1500,-76500,0,0,0,-76500,0,0,0,180000,180000,null,null,4,23/01/2023 00:00:00,null
2,19/07/2024 00:00:00,Sell,HCG,Haryana City Gas Distribution Limited,S,S38-1-0-6-0,S-1-0-6-0,02/01/2023 00:00:00,10/01/2023 00:00:00,15/03/2023 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-97500,-4500,-97500,0,0,0,-97500,0,0,0,225000,225000,null,null,4,17/02/2023 00:00:00,null
2,19/07/2024 00:00:00,Sell,HCG,Haryana City Gas Distribution Limited,S,S38-1-0-7-1,S-1-0-7-1,29/03/2023 00:00:00,29/03/2023 00:00:00,11/04/2023 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-4900,-1095,-4900,0,0,0,-4900,0,0,0,7665,7665,null,null,4,10/04/2023 00:00:00,null
2,19/07/2024 00:00:00,Sell,AMNS,ARCELORMITTAL NIPPON STEEL INDIA LIMITED,S,S33-2-0-1-0,S-2-0-1-0,26/04/2022 00:00:00,26/04/2022 00:00:00,31/12/2022 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-124750,0,-124750,124750,0,0,-124750,124750,0,0,0,0,null,null,6,26/04/2022 00:00:00,null
2,19/07/2024 00:00:00,Sell,MGL,Mahanagar Gas Limited,S,S2-6-0-9-4,S-6-0-9-4,11/08/2021 00:00:00,13/08/2021 00:00:00,09/05/2022 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-134730,0,-134730,0,0,0,-134730,0,0,0,0,0,null,null,4,13/08/2021 00:00:00,null
2,19/07/2024 00:00:00,Sell,MGL,Mahanagar Gas Limited,S,S2-6-0-10-0,S-6-0-10-0,15/11/2021 00:00:00,15/11/2021 00:00:00,08/05/2022 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-174825,0,-174825,0,0,0,-174825,0,0,0,0,0,null,null,4,15/11/2021 00:00:00,null
2,19/07/2024 00:00:00,Sell,MGL,Mahanagar Gas Limited,S,S2-7-0-1-0,S-7-0-1-0,04/04/2023 00:00:00,15/03/2023 00:00:00,31/07/2023 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-139000,-850,-139000,0,0,0,-139000,0,0,0,680000,680000,null,null,4,04/04/2023 00:00:00,null
2,19/07/2024 00:00:00,Sell,MGL,Mahanagar Gas Limited,S,S2-7-0-2-0,S-7-0-2-0,20/09/2023 00:00:00,21/09/2023 00:00:00,27/03/2024 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-94500,0,-94500.62,5470.62,0,0,-94500.62,5470.62,0,0,0,0,null,null,4,12/07/2023 00:00:00,null
2,19/07/2024 00:00:00,Sell,MGL,Mahanagar Gas Limited,S,S2-7-0-3-0,S-7-0-3-0,17/01/2024 00:00:00,17/01/2024 00:00:00,31/01/2024 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-900,0,-900,0,0,0,-900,0,0,0,0,0,null,null,4,17/01/2024 00:00:00,null
2,19/07/2024 00:00:00,Sell,CP,Cello Plast,S,S50-1-0-1-0,S-1-0-1-0,17/05/2023 00:00:00,17/05/2023 00:00:00,31/05/2023 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-330000,0,-330000,0,0,0,-330000,0,0,0,0,0,null,null,4,17/05/2023 00:00:00,null
2,19/07/2024 00:00:00,Sell,CP,Cello Plast,S,S50-1-0-2-0,S-1-0-2-0,17/05/2023 00:00:00,17/05/2023 00:00:00,30/05/2023 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-553.35,0,-553.35,0,0,0,-553.35,0,0,0,0,0,null,null,4,17/05/2023 00:00:00,null
2,19/07/2024 00:00:00,Sell,PipeInfra,Pipeline Infrastructure Limited,S,S43-1-0-1-0,S-1-0-1-0,26/04/2022 00:00:00,26/04/2022 00:00:00,31/12/2022 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-375000,-1500,-375000,0,0,0,-375000,0,0,0,2693.25,2693.25,null,null,4,26/04/2022 00:00:00,null
2,19/07/2024 00:00:00,Sell,AMNS,ARCELORMITTAL NIPPON STEEL INDIA LIMITED,L,L33-1-0-1-3,L-1-1-3,03/01/2022 00:00:00,03/01/2022 00:00:00,30/11/2023 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-14471,0,-14471,0,0,0,-14471,0,0,0,0,0,null,null,4,18/01/2022 00:00:00,null
2,19/07/2024 00:00:00,Sell,HCG,Haryana City Gas Distribution Limited,L,L38-1-0-1-0,L-1-1-0,18/02/2023 00:00:00,10/01/2023 00:00:00,30/04/2023 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-166500,-5157,-166500,0,0,0,-166500,0,0,0,61884,61884,null,null,4,18/02/2023 00:00:00,null
2,19/07/2024 00:00:00,Sell,KRIBHCO,Krishak Bharati Cooperative Limited,L,L9-25-0-1-0,L-25-1-0,03/01/2022 00:00:00,03/01/2022 00:00:00,31/12/2022 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-181137,-2497,-181137,0,0,0,-181137,0,0,0,2052.54,2052.54,null,null,4,15/03/2022 00:00:00,null
2,19/07/2024 00:00:00,Sell,MGL,Mahanagar Gas Limited,L,L2-3-0-1-0,L-3-1-0,20/07/2022 00:00:00,20/07/2022 00:00:00,31/12/2022 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-824835,-4000,-824835,0,0,0,-824835,0,0,0,328.4,328.4,null,null,4,20/07/2022 00:00:00,null
2,19/07/2024 00:00:00,Sell,MGL,Mahanagar Gas Limited,L,L2-5-0-1-0,L-5-1-0,28/08/2022 00:00:00,29/08/2022 00:00:00,31/12/2022 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-62375,0,-62375,0,0,0,-62375,0,0,0,0,0,null,null,4,29/08/2022 00:00:00,null
2,19/07/2024 00:00:00,Sell,RIL,Reliance Industries Limited,L,L1-4-0-1-1,L-4-1-1,04/08/2023 00:00:00,04/08/2023 00:00:00,01/08/2024 00:00:00,null,null,null,null,null,null,null,null,RLNG_PHYS_INDIA,null,-364000,0,-364000,30000,-13000,0,-351000,30000,-239420,0,1040000,800580,null,null,4,08/08/2023 00:00:00,null
2,19/07/2024 00:00:00,Buy,TGPL,TOTAL Gas & Power Limited,N,B1-21002-0-2-1,21002,12/06/2021 00:00:00,12/06/2021 00:00:00,24/06/2021 00:00:00,null,null,null,null,null,null,null,null,LNG_PHYS_INDIA,null,2121211.95,0,2121211.95,0,0,0,2121211.95,0,0,0,0,0,null,null,4,12/06/2021 00:00:00,null
2,19/07/2024 00:00:00,Buy,SITME,Shell International Trading Middle East Ltd.,N,B3-21001-0-21001-1,21001,25/02/2021 00:00:00,06/03/2021 00:00:00,25/03/2021 00:00:00,null,null,null,null,null,null,null,null,LNG_PHYS_INDIA,null,150000,0,150000,0,0,0,150000,0,0,0,0,0,null,null,4,26/02/2021 00:00:00,null
2,19/07/2024 00:00:00,Buy,SITME,Shell International Trading Middle East Ltd.,N,B3-21005-0-21002-1,21003,09/11/2021 00:00:00,01/11/2021 00:00:00,30/11/2021 00:00:00,null,null,null,null,null,null,null,null,LNG_PHYS_INDIA,null,24999.9,2272.7272,24999.9,0,0,0,24999.9,0,0,0,-1363.64,-1363.64,null,null,4,09/11/2021 00:00:00,null
2,19/07/2024 00:00:00,Buy,SITME,Shell International Trading Middle East Ltd.,N,B3-21005-0-21002-2,21004,09/11/2021 00:00:00,09/11/2021 00:00:00,30/11/2021 00:00:00,null,null,null,null,null,null,null,null,LNG_PHYS_INDIA,null,24999.92,12000,24999.92,0,0,0,24999.92,0,0,0,-9600,-9600,null,null,4,09/11/2021 00:00:00,null
2,19/07/2024 00:00:00,Buy,SITME,Shell International Trading Middle East Ltd.,N,B3-21006-0-21003-1,21005,06/12/2021 00:00:00,10/12/2021 00:00:00,13/12/2021 00:00:00,null,null,null,null,null,null,null,null,LNG_PHYS_INDIA,null,25000,0,25000,0,0,0,25000,0,0,0,0,0,null,null,4,10/12/2021 00:00:00,null
