

<<ROLLBACK_START>>,<<FMS_SAC_MST()>>, 	(11-APR-2025 08:56:12)
 
SAC_CD,TIMESTAMP

TOTAL DATA DELETED : ,0, 	(11-APR-2025 08:56:12)
 
<<ROLLBACK_END>>,<<FMS_SAC_MST()>>, 	(11-APR-2025 08:56:12)
 

<<ROLLBACK_START>>,<<FMS_PRODUCT_MOLECULE_MST()>>, 	(11-APR-2025 08:56:12)
 
MOLE_NM,MOLE_ABBR,TIMESTAMP
D6,D6, 	(11-APR-2025 08:56:12)
D6,D6, 	(11-APR-2025 08:56:12)
D6,D6, 	(11-APR-2025 08:56:12)

TOTAL DATA DELETED : ,3, 	(11-APR-2025 08:56:12)
 
<<ROLLBACK_END>>,<<FMS_PRODUCT_MOLECULE_MST()>>, 	(11-APR-2025 08:56:12)
 

<<ROLLBACK_START>>,<<FMS_PRODUCT_MST()>>, 	(11-APR-2025 08:56:12)
 
PROD_NM,PROD_ABBR,PROD_DESC,TIMESTAMP
Domestic Gas (Capped),DOM GAS (CAPPED),Used to identify molecules supplied from DOM gas capped, 	(11-APR-2025 08:56:12)
Regassified LNG,RLNG,, 	(11-APR-2025 08:56:12)
Downstream LNG,DLNG,, 	(11-APR-2025 08:56:12)
Domestic Gas,DOMGAS,, 	(11-APR-2025 08:56:12)

TOTAL DATA DELETED : ,4, 	(11-APR-2025 08:56:12)
 
<<ROLLBACK_END>>,<<FMS_PRODUCT_MST()>>, 	(11-APR-2025 08:56:12)
 

97 , 27/08/2010 00:00:00 ,  	(11-APR-2025 08:56:17)

TOTAL DATA DELETED : ,96, 	(11-APR-2025 08:56:17)
 
<<ROLLBACK_END>>,<<FMS_SECTOR_DTL()>>, 	(11-APR-2025 08:56:17)
 

<<ROLLBACK_START>>,<<FMS_ENTITY_REQ_DTL>>,,, 	(11-APR-2025 08:56:17)
 
COMPANY_CD,COUNTERPARTY_CD,SEQ_NO,ENTIY,TIMESTAMP
2,19,1,C, 	(11-APR-2025 08:56:17)
2,17,1,C, 	(11-APR-2025 08:56:17)
2,18,1,C, 	(11-APR-2025 08:56:17)
2,4,2,T, 	(11-APR-2025 08:56:17)
2,8,2,R, 	(11-APR-2025 08:56:17)
2,16,1,C, 	(11-APR-2025 08:56:17)
1,14,1,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
1,14,1,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
1,14,2,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
1,14,1,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
1,14,1,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
1,14,2,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
1,14,1,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
1,14,2,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
1,14,1,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
1,14,2,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
1,14,1,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
1,14,1,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
1,14,1,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
1,14,1,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
1,14,2,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
1,14,1,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
1,14,1,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
1,14,2,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
1,14,3,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
1,14,4,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
1,14,5,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
1,14,6,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
1,14,1,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
1,14,1,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
1,14,2,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
1,14,3,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
1,14,4,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
1,14,5,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
1,14,1,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
1,14,1,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
1,14,1,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
2,14,1,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
2,14,1,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
2,14,2,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
2,14,1,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
2,14,1,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
2,14,1,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
2,14,1,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
2,14,2,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
2,14,1,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
2,14,1,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
2,14,1,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
2,14,2,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
2,14,1,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
2,14,2,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
2,14,1,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
2,14,1,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
2,14,1,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
2,14,1,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)
2,14,1,C, 	(11-APR-2025 08:56:17)	 (Not Deleted)

TOTAL DATA DELETED : ,6,,, 	(11-APR-2025 08:56:17)
 
<<ROLLBACK_END>>,<<FMS_ENTITY_REQ_DTL()>>,,, 	(11-APR-2025 08:56:17)
 

<<ROLLBACK_START>>,<<FMS_COUNTERPARTY_MST>>,,, 	(11-APR-2025 08:56:17)
 
COUNTERPARTY_CD,EFF_DT,TIMESTAMP
2,19 , KRIBHCO,05/12/2007 00:00:00 ,  	(11-APR-2025 08:56:17)
2,10 , BGL,11/10/2022 00:00:00 ,  	(11-APR-2025 08:56:18)
2,17 , GSFC,14/03/2016 00:00:00 ,  	(11-APR-2025 08:56:18)
2,18 , VIDUWIL,01/01/2021 00:00:00 ,  	(11-APR-2025 08:56:18)
2,16 , GNFC,24/05/2022 00:00:00 ,  	(11-APR-2025 08:56:18)
2,11 , NEL,14/12/2022 00:00:00 ,  	(11-APR-2025 08:56:18)
2,14 , TASTELI,30/12/2022 00:00:00 ,  	(11-APR-2025 08:56:18)

TOTAL DATA DELETED :, 7,,, 	(11-APR-2025 08:56:18)
 
<<ROLLBACK_END>>,<<FMS_COUNTERPARTY_MST()>>,,, 	(11-APR-2025 08:56:18)
 

<<ROLLBACK_START>>,<<FMS_SAC_MST()>>, 	(11-APR-2025 08:56:51)
 
SAC_CD,TIMESTAMP

TOTAL DATA DELETED : ,0, 	(11-APR-2025 08:56:51)
 
<<ROLLBACK_END>>,<<FMS_SAC_MST()>>, 	(11-APR-2025 08:56:51)
 

<<ROLLBACK_START>>,<<FMS_PRODUCT_MOLECULE_MST()>>, 	(11-APR-2025 08:56:51)
 
MOLE_NM,MOLE_ABBR,TIMESTAMP
D6,D6, 	(11-APR-2025 08:56:51)
D6,D6, 	(11-APR-2025 08:56:51)
D6,D6, 	(11-APR-2025 08:56:51)

TOTAL DATA DELETED : ,3, 	(11-APR-2025 08:56:51)
 
<<ROLLBACK_END>>,<<FMS_PRODUCT_MOLECULE_MST()>>, 	(11-APR-2025 08:56:51)
 

<<ROLLBACK_START>>,<<FMS_PRODUCT_MST()>>, 	(11-APR-2025 08:56:51)
 
PROD_NM,PROD_ABBR,PROD_DESC,TIMESTAMP
Domestic Gas (Capped),DOM GAS (CAPPED),Used to identify molecules supplied from DOM gas capped, 	(11-APR-2025 08:56:51)
Regassified LNG,RLNG,, 	(11-APR-2025 08:56:51)
Downstream LNG,DLNG,, 	(11-APR-2025 08:56:51)
Domestic Gas,DOMGAS,, 	(11-APR-2025 08:56:51)

TOTAL DATA DELETED : ,4, 	(11-APR-2025 08:56:51)
 
<<ROLLBACK_END>>,<<FMS_PRODUCT_MST()>>, 	(11-APR-2025 08:56:51)
 

<<ROLLBACK_START>>,<<FMS_HOLIDAY_DTL()>>,, 	(11-APR-2025 08:56:51)
 
HOLIDAY_DATE,HOLIDAY_NAME,STATE_TIN,TIMESTAMP
16/02/2025 00:00:00,SUNDAY,12, 	(11-APR-2025 08:56:51)
14/01/2022 00:00:00,Makar Sankranti/ Pongal,27, 	(11-APR-2025 08:56:51)
26/01/2022 00:00:00,Republic Day,27, 	(11-APR-2025 08:56:51)
01/03/2022 00:00:00,Mahashivratri,27, 	(11-APR-2025 08:56:51)
18/03/2022 00:00:00,Holi,27, 	(11-APR-2025 08:56:51)
15/04/2022 00:00:00,Good Friday,27, 	(11-APR-2025 08:56:51)
03/05/2022 00:00:00,Id-Ul-Fitr*/Ramadan,27, 	(11-APR-2025 08:56:51)
15/08/2022 00:00:00,Independance Day,27, 	(11-APR-2025 08:56:51)
19/08/2022 00:00:00,Krishna Jayanthi/ Janmashtami,27, 	(11-APR-2025 08:56:51)
31/08/2022 00:00:00,Ganesh Chaturthi,27, 	(11-APR-2025 08:56:51)
05/10/2022 00:00:00,Durga Puja (Vijay Dashmi)/ Dussehra,27, 	(11-APR-2025 08:56:51)
24/10/2022 00:00:00,Naraka Chaturdashi/ Diwali,27, 	(11-APR-2025 08:56:51)
26/10/2022 00:00:00,Diwali - Bhai Duj,27, 	(11-APR-2025 08:56:51)
10/08/2021 00:00:00,Ganesh Chaturthi,27, 	(11-APR-2025 08:56:51)
15/10/2021 00:00:00,Durga Puja / Dasera,27, 	(11-APR-2025 08:56:51)
10/09/2021 00:00:00,Ganesh Chaturthi,27, 	(11-APR-2025 08:56:51)
04/11/2021 00:00:00,Diwali,27, 	(11-APR-2025 08:56:51)
05/11/2021 00:00:00,Balipadyami Deepavali,27, 	(11-APR-2025 08:56:51)
12/12/2020 00:00:00,Second Saturday Day,27, 	(11-APR-2025 08:56:51)
25/12/2020 00:00:00,Chirstmas Day,27, 	(11-APR-2025 08:56:51)
26/12/2020 00:00:00,Fourth Saturday Day,27, 	(11-APR-2025 08:56:51)
09/01/2021 00:00:00,Second Saturday Day,27, 	(11-APR-2025 08:56:51)
23/01/2021 00:00:00,Fourth Saturday Day,27, 	(11-APR-2025 08:56:51)
11/03/2021 00:00:00,Mahashivratri,27, 	(11-APR-2025 08:56:51)
29/03/2021 00:00:00,Holi 2nd day Dhuleti,27, 	(11-APR-2025 08:56:51)
01/04/2021 00:00:00,Bank Closing,27, 	(11-APR-2025 08:56:51)
14/04/2021 00:00:00,Ambedkar Jayanti,27, 	(11-APR-2025 08:56:51)
21/04/2021 00:00:00,Ram Navmi,27, 	(11-APR-2025 08:56:51)
14/05/2021 00:00:00,Parshuram Jayanti Ramzan Eid,27, 	(11-APR-2025 08:56:51)
21/07/2021 00:00:00,Bakri Eid,27, 	(11-APR-2025 08:56:51)
19/08/2021 00:00:00,Muharram,27, 	(11-APR-2025 08:56:51)
30/08/2021 00:00:00,Janmashtami,27, 	(11-APR-2025 08:56:51)
02/10/2021 00:00:00,Mahatma Gandhi Birthday,27, 	(11-APR-2025 08:56:51)
08/10/2021 00:00:00,Second Saturday Day,27, 	(11-APR-2025 08:56:51)
19/10/2021 00:00:00,Eid,27, 	(11-APR-2025 08:56:51)
22/10/2021 00:00:00,Fourth Saturday Day,27, 	(11-APR-2025 08:56:51)
23/10/2021 00:00:00,Fourth Saturday Day,27, 	(11-APR-2025 08:56:51)
12/11/2021 00:00:00,Second Saturday Day,27, 	(11-APR-2025 08:56:51)
13/11/2021 00:00:00,Second Saturday Day,27, 	(11-APR-2025 08:56:51)
27/11/2021 00:00:00,Fourth Saturday Day,27, 	(11-APR-2025 08:56:51)
25/12/2021 00:00:00,Fourth Saturday Day,27, 	(11-APR-2025 08:56:51)
01/04/2022 00:00:00,Bank Closing,27, 	(11-APR-2025 08:56:51)
14/04/2022 00:00:00,Mahavir Jayanti,27, 	(11-APR-2025 08:56:51)
09/08/2022 00:00:00,Muharram,27, 	(11-APR-2025 08:56:51)
11/08/2022 00:00:00,Raskhabandan,27, 	(11-APR-2025 08:56:51)
31/10/2022 00:00:00,Sardar Vallabhai Birthday,27, 	(11-APR-2025 08:56:51)
18/12/2022 00:00:00,Maha Shivratri,27, 	(11-APR-2025 08:56:51)
26/01/2023 00:00:00,Republic Holiday,27, 	(11-APR-2025 08:56:51)
18/02/2023 00:00:00,Mahashivratri,27, 	(11-APR-2025 08:56:51)
08/03/2023 00:00:00,Holi ,27, 	(11-APR-2025 08:56:51)
30/03/2023 00:00:00,Shree Ram Navmi,27, 	(11-APR-2025 08:56:51)
01/04/2023 00:00:00,Bank closing day,27, 	(11-APR-2025 08:56:51)
04/04/2023 00:00:00,Mahavir Janma Kalyank,27, 	(11-APR-2025 08:56:51)
14/04/2023 00:00:00,Ambedakar Jayanti,27, 	(11-APR-2025 08:56:51)
29/06/2023 00:00:00,Bakri Eid,27, 	(11-APR-2025 08:56:51)
15/08/2023 00:00:00,Indepenance Day,27, 	(11-APR-2025 08:56:51)
07/09/2023 00:00:00,Janmastami,27, 	(11-APR-2025 08:56:51)
19/09/2023 00:00:00,Samvatsari,27, 	(11-APR-2025 08:56:51)
28/09/2023 00:00:00,Eid ,27, 	(11-APR-2025 08:56:51)
02/10/2023 00:00:00,Gandhi Jayanti,27, 	(11-APR-2025 08:56:51)
24/10/2023 00:00:00,Dusshera,27, 	(11-APR-2025 08:56:51)
31/10/2023 00:00:00,Sardar Vallabhai Pate Jayanti,27, 	(11-APR-2025 08:56:51)
14/11/2023 00:00:00,Gujarat New year,27, 	(11-APR-2025 08:56:51)
25/12/2023 00:00:00,Chirstmas,27, 	(11-APR-2025 08:56:51)
26/01/2024 00:00:00,Republic Day,27, 	(11-APR-2025 08:56:51)
08/03/2024 00:00:00,Mahashivratri,27, 	(11-APR-2025 08:56:51)
25/03/2024 00:00:00,Holi,27, 	(11-APR-2025 08:56:51)
29/03/2024 00:00:00,Good Friday,27, 	(11-APR-2025 08:56:51)
01/04/2024 00:00:00,Bank Closing Day,27, 	(11-APR-2025 08:56:51)
11/04/2024 00:00:00,Ramjan,27, 	(11-APR-2025 08:56:51)
17/04/2024 00:00:00,Ram Navambi,27, 	(11-APR-2025 08:56:51)
17/06/2024 00:00:00,Eid,27, 	(11-APR-2025 08:56:51)
15/08/2024 00:00:00,Independence Day,27, 	(11-APR-2025 08:56:51)
19/08/2024 00:00:00,Raksha Bandhan,27, 	(11-APR-2025 08:56:51)
07/09/2024 00:00:00,Samvastari,27, 	(11-APR-2025 08:56:51)
16/09/2024 00:00:00,Eid,27, 	(11-APR-2025 08:56:51)
26/09/2024 00:00:00,Janmastami ,27, 	(11-APR-2025 08:56:51)
02/10/2024 00:00:00,Gandhi Jayanti,27, 	(11-APR-2025 08:56:51)
31/10/2024 00:00:00,Diwali,27, 	(11-APR-2025 08:56:51)
02/11/2024 00:00:00,Guj New Year,27, 	(11-APR-2025 08:56:51)
25/12/2024 00:00:00,Christmas,27, 	(11-APR-2025 08:56:51)
14/01/2025 00:00:00,Makar Sankrati,27, 	(11-APR-2025 08:56:51)
14/03/2025 00:00:00,Dhuleti,27, 	(11-APR-2025 08:56:51)
31/03/2025 00:00:00,Ramajan Eid,27, 	(11-APR-2025 08:56:51)
10/04/2025 00:00:00,Mahavir Jayanti,27, 	(11-APR-2025 08:56:51)
14/04/2025 00:00:00,Dr Baba Saheb Ambedkar Jayanti,27, 	(11-APR-2025 08:56:51)
18/04/2025 00:00:00,Good Friday,27, 	(11-APR-2025 08:56:51)
15/08/2025 00:00:00,Independence Day,27, 	(11-APR-2025 08:56:51)
16/08/2025 00:00:00,Janmashtami,27, 	(11-APR-2025 08:56:51)
27/08/2025 00:00:00,Samvatsari,27, 	(11-APR-2025 08:56:51)
10/04/2023 00:00:00,zyx,35, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,XYZ,28, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,XYZ,12, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,National,00, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,XYZ,10, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,XYZ,04, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,XYZ,22, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,XYZ,26, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,XYZ,25, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,XYZ,07, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,XYZ,30, 	(11-APR-2025 08:56:51)	 (Not Deleted)
13/04/2023 00:00:00,TEST1,30, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,TEST2,24, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,TEST3,06, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,TEST4,02, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,TEST5,01, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,TEST6,20, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,TEST7,29, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,TEST8,32, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,TEST9,31, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,TEST10,23, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,TEST11,27, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,TEST12,14, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,TEST13,17, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,TEST25,15, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,TEST15,13, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,TEST16,21, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,TEST17,34, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,TEST18,03, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,TEST19,08, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,TEST20,11, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,TEST21,33, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,TEST22,36, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,TEST23,16, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,TEST24,09, 	(11-APR-2025 08:56:51)	 (Not Deleted)
31/10/2023 00:00:00,Saradar Jayanti,00, 	(11-APR-2025 08:56:51)	 (Not Deleted)
31/10/2022 00:00:00,Saradar Jayanti,00, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,TEST25,05, 	(11-APR-2025 08:56:51)	 (Not Deleted)
10/04/2023 00:00:00,TEST26,19, 	(11-APR-2025 08:56:51)	 (Not Deleted)
17/11/2023 00:00:00,Testing Holiday,24, 	(11-APR-2025 08:56:51)	 (Not Deleted)
17/11/2023 00:00:00,Testing Holiday,27, 	(11-APR-2025 08:56:51)	 (Not Deleted)
09/01/2024 00:00:00,TEST,35, 	(11-APR-2025 08:56:51)	 (Not Deleted)
09/01/2024 00:00:00,TEST,24, 	(11-APR-2025 08:56:51)	 (Not Deleted)

TOTAL DATA DELETED : ,90,, 	(11-APR-2025 08:56:51)
 
<<ROLLBACK_END>>,<<FMS_HOLIDAY_DTL()>>,, 	(11-APR-2025 08:56:51)
 

<<ROLLBACK_START>>,<<FMS_CUSTOM_TAX_STRUCT_DTL>>, 	(11-APR-2025 08:56:51)
 
COMPANY_CD,TAX_STRUCT_CD,TIMESTAMP
1,27/02/2020 00:00:00, 	(11-APR-2025 08:56:51)	 (Not Deleted)
1,02/02/2022 00:00:00, 	(11-APR-2025 08:56:51)	 (Not Deleted)
1,01/07/2024 00:00:00, 	(11-APR-2025 08:56:51)	 (Not Deleted)

TOTAL DATA DELETED : ,0, 	(11-APR-2025 08:56:51)
 
<<ROLLBACK_END>>,<<FMS_CUSTOM_TAX_STRUCT_DTL()>>, 	(11-APR-2025 08:56:51)
 

<<ROLLBACK_START>>,<<FMS_SHIP_MST()>>,, 	(11-APR-2025 08:56:51)
 
EFF_DT,SHIP_CD,SHIP_NAME,TIMESTAMP
01/01/2007 00:00:00 , 3 , Maria Energy, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 4 , Ougarta, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 5 , Methane Spirit, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 6 , Yari LNG, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 7 , Flex Endeavour, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 8 , Methane Jane Elizabeth, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 9 , Maran Gas Asclepius, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 10 , Hispania Spirit, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 11 , CASTILLO DE MERIDA, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 12 , Maran Gas Hector, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 13 , Shinshu Maru, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 14 , Golar Maria, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 15 , Umm Al Asthan, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 16 , LNG Port Harcourt II, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 17 , Shahamah, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 18 , Mraweh, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 19 , Gaslog Seattle, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 20 , Maran Gas Chios, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 21 , Golar Ice, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 22 , MARAN GAS AMPHIPOLIS, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 23 , Marvel Falcon, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 24 , Gaslog Gladstone, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 25 , Flex Courageous, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 26 , Velikiy Novgorod, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 27 , Oak Spirit, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 28 , Elisa Aquila, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 29 , Amur River, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 30 , PAN AMERICAS, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 31 , SESTAO KNUTSEN, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 32 , Torben Spirit, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 33 , Amani, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 34 , Maran Gas Ulysses, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 35 , Arctic Voyager, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 36 , Grace Emilia, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 37 , Asia Integrity, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 38 , Meridian Spirit, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 39 , GOLAR CRYSTAL, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 40 , Gaslog Westminster, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 41 , FLEX ARTEMIS, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 42 , GOLAR TUNDRA, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 43 , Milaha Qatar, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 44 , Orion Sun, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 45 , LNG Lagos II, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 46 , Cool Runner, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 47 , LNG Alliance, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 48 , Pan Europe, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 49 , BW Brussels, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 50 , Rioja Knutsen, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 51 , GOLAR PENGUIN, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 52 , BW Paris, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 53 , Methane Kari Elin, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 54 , Domestic Gas, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 55 , SCF Timmerman , 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 56 , GAIL Bhuwan, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 57 , Hoegh Gandria , 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 58 , Lusail, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 59 , British Mentor, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 60 , Pan Asia, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 61 , Methane Princess, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 62 , Gaslog Savannah, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 63 , LNG FUKUROKUJU, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 64 , Kita LNG, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 65 , GASLOG HONG KONG, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 66 , Maran Gas Pericles, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 67 , Cubal, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 68 , Seri Amanah, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 69 , Golar Bear, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 70 , Golar Snow, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 71 , Galicia Spirit , 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 72 , Sonangol Etosha, 	(11-APR-2025 08:56:52)
01/01/2007 00:00:00 , 73 , LNG Lokoja, 	(11-APR-2025 08:56:52)
