

<<START>>,<<FMS_TRADER_AGMT_MST>>,,,, 	(17-JUN-2025 12:03:27)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(17-JUN-2025 12:03:27)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(17-JUN-2025 12:03:27)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(17-JUN-2025 12:03:27)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(17-JUN-2025 12:03:27)
 

TOTAL DATA IN EXCEL : ,0, 	(17-JUN-2025 12:03:27)
 

TOTAL DATA INSERTED : ,5, 	(17-JUN-2025 12:03:27)
 

TOTAL SKIPPED DATA ,0, 	(17-JUN-2025 12:03:27)
 
<<END>>,<<FMS_TRADER_AGMT_MST>>, 	(17-JUN-2025 12:03:27)
 

<<START>>,<<FMS_TRADER_AGMT_PLANT>>, 	(17-JUN-2025 12:03:27)
 

TOTAL DATA IN EXCEL : ,0, 	(17-JUN-2025 12:03:27)
 

TOTAL DATA INSERTED : ,5, 	(17-JUN-2025 12:03:27)
 

TOTAL SKIPPED DATA ,0, 	(17-JUN-2025 12:03:27)
 
<<END>>,<<FMS_TRADER_AGMT_PLANT>>, 	(17-JUN-2025 12:03:27)
 

<<START>>,<<FMS_TRADER_AGMT_BU>>, 	(17-JUN-2025 12:03:27)
 

TOTAL DATA IN EXCEL : ,0, 	(17-JUN-2025 12:03:27)
 

TOTAL DATA INSERTED : ,5, 	(17-JUN-2025 12:03:27)
 

TOTAL SKIPPED DATA ,0, 	(17-JUN-2025 12:03:27)
 
<<END>>,<<FMS_TRADER_AGMT_BU>>, 	(17-JUN-2025 12:03:27)
 

<<START>>,<<FMS_TRADER_AGMT_BILLING_DTL>>, 	(17-JUN-2025 12:03:27)
 

TOTAL DATA IN EXCEL : ,0, 	(17-JUN-2025 12:03:27)
 

TOTAL DATA INSERTED : ,5, 	(17-JUN-2025 12:03:27)
 

TOTAL SKIPPED DATA ,0, 	(17-JUN-2025 12:03:27)
 
<<END>>,<<FMS_TRADER_AGMT_BILLING_DTL>>, 	(17-JUN-2025 12:03:27)
 

<<START>>,<<FMS_TRADER_CN_MST>>,,,,, 	(17-JUN-2025 12:03:27)
 
COMPANY_CD,CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_REF,TIMESTAMP
2, 15,  M , ,  0 , N, 722001, 0,22008, 	(17-JUN-2025 12:03:27)	 (Not Inserted)
2, 20,  M , ,  0 , N, 722001, 0,22011, 	(17-JUN-2025 12:03:27)	 (Not Inserted)
2, 20,  M , ,  0 , N, 722001, 0,22016, 	(17-JUN-2025 12:03:27)	 (Not Inserted)
2, 154,  M , ,  0 , N, 722001, 0,22017, 	(17-JUN-2025 12:03:27)	 (Not Inserted)
2, 154,  M , ,  0 , N, 722001, 0,22018, 	(17-JUN-2025 12:03:27)	 (Not Inserted)
2, 270,  M , 1,  0 , N, 710001, 0,5002, 	(17-JUN-2025 12:03:27)
2, 270,  M , 1,  0 , N, 710002, 0,6003, 	(17-JUN-2025 12:03:27)
2, 270,  M , 1,  0 , N, 710003, 0,6012, 	(17-JUN-2025 12:03:27)
2, 270,  M , 1,  0 , N, 710004, 0,7004, 	(17-JUN-2025 12:03:27)
2, 270,  M , 1,  0 , N, 710005, 0,7007, 	(17-JUN-2025 12:03:27)
2, 270,  M , 1,  0 , N, 710006, 0,7012, 	(17-JUN-2025 12:03:27)
2, 270,  M , 1,  0 , N, 710007, 0,7019, 	(17-JUN-2025 12:03:27)
2, 270,  M , 1,  0 , N, 710008, 0,7020, 	(17-JUN-2025 12:03:27)
2, 270,  M , 1,  0 , N, 710009, 0,7022, 	(17-JUN-2025 12:03:27)
2, 270,  M , 1,  0 , N, 710010, 0,7023, 	(17-JUN-2025 12:03:27)
2, 270,  M , 1,  0 , N, 710011, 0,7024, 	(17-JUN-2025 12:03:27)
2, 270,  M , 1,  0 , N, 710012, 0,8001, 	(17-JUN-2025 12:03:27)
2, 270,  M , 1,  0 , N, 710013, 0,8007, 	(17-JUN-2025 12:03:27)
2, 270,  M , 1,  0 , N, 710014, 0,8013, 	(17-JUN-2025 12:03:27)
2, 270,  M , 1,  0 , N, 710015, 0,8014, 	(17-JUN-2025 12:03:27)
2, 270,  M , 1,  0 , N, 710016, 0,8015, 	(17-JUN-2025 12:03:27)
2, 270,  M , 1,  0 , N, 710017, 0,8017, 	(17-JUN-2025 12:03:27)
2, 270,  M , 1,  0 , N, 710018, 0,8019, 	(17-JUN-2025 12:03:27)
2, 270,  M , 1,  0 , N, 710019, 0,8021, 	(17-JUN-2025 12:03:27)
2, 270,  M , 1,  0 , N, 710020, 0,8025, 	(17-JUN-2025 12:03:27)
2, 270,  M , 1,  0 , N, 710021, 0,8026, 	(17-JUN-2025 12:03:27)
2, 270,  M , 1,  0 , N, 710022, 0,8028, 	(17-JUN-2025 12:03:27)
2, 270,  M , 1,  0 , N, 710023, 0,9003, 	(17-JUN-2025 12:03:27)
2, 270,  M , 1,  0 , N, 710024, 0,9004, 	(17-JUN-2025 12:03:27)
2, 270,  M , 1,  0 , N, 710025, 0,9005, 	(17-JUN-2025 12:03:27)
2, 270,  M , 1,  0 , N, 710026, 0,9007, 	(17-JUN-2025 12:03:27)
2, 270,  M , 1,  0 , N, 710027, 0,9011, 	(17-JUN-2025 12:03:27)
2, 270,  M , 1,  0 , N, 710028, 0,9014, 	(17-JUN-2025 12:03:27)
2, 270,  M , 1,  0 , N, 710029, 0,9016, 	(17-JUN-2025 12:03:27)
2, 270,  M , 1,  0 , N, 710030, 0,9017, 	(17-JUN-2025 12:03:27)
2, 270,  M , 1,  0 , N, 710031, 0,9021, 	(17-JUN-2025 12:03:27)
2, 270,  M , 1,  0 , N, 710032, 0,10002, 	(17-JUN-2025 12:03:27)
2, 270,  M , 1,  0 , N, 710033, 0,10004, 	(17-JUN-2025 12:03:27)
