

<<START>>,<<FMS_GTA_SG_INV_MST>>,, 	(01-SEP-2025 14:11:50)
 
COMPANY_CD, COUNTERPARTY_CD, AGMT_NO, AGMT_REV, CONT_NO, CONT_REV, CONTRACT_TYPE, TRANS_BU_UNIT, BU_UNIT, FREQ, PERIOD_START_DT, PERIOD_END_DT, INVOICE_TYPE, INVOICE_SEQ, INV_NO ,TIMESTAMP,
2,4,1,0,123,0,C,1,1,2,16/10/2023 00:00:00,31/10/2023 00:00:00,IC,42,UPG2A23109010075, 	(01-SEP-2025 14:11:54)
2,4,1,0,115,0,C,1,1,1,01/11/2023 00:00:00,15/11/2023 00:00:00,TC,43,UPG2A23109010571, 	(01-SEP-2025 14:11:54)
2,4,1,0,115,0,C,1,1,2,16/11/2023 00:00:00,30/11/2023 00:00:00,TC,44,UPG2A23109011548, 	(01-SEP-2025 14:11:54)
2,4,1,0,130,0,C,1,1,1,01/09/2023 00:00:00,15/09/2023 00:00:00,TC,45,UPG2A23109007687, 	(01-SEP-2025 14:11:54)
2,4,1,0,130,0,C,1,1,2,16/09/2023 00:00:00,30/09/2023 00:00:00,TC,46,UPG2A23109008130, 	(01-SEP-2025 14:11:54)
2,4,1,0,109,0,C,1,1,2,16/12/2023 00:00:00,31/12/2023 00:00:00,TC,47,UPG2A23109012527, 	(01-SEP-2025 14:11:54)
2,4,1,0,108,0,C,1,1,2,16/12/2023 00:00:00,31/12/2023 00:00:00,TC,48,UPG2A23109012833, 	(01-SEP-2025 14:11:54)
2,4,1,0,98,0,C,1,1,2,16/07/2023 00:00:00,31/07/2023 00:00:00,TC,49,UPG2A23109005727, 	(01-SEP-2025 14:11:54)
2,4,1,0,7,0,C,1,1,1,01/04/2025 00:00:00,15/04/2025 00:00:00,TC,8,UPG2A25109000730, 	(01-SEP-2025 14:11:54)
2,4,1,0,7,0,C,1,1,1,01/04/2025 00:00:00,15/04/2025 00:00:00,TC,9,UPG2A25109000731, 	(01-SEP-2025 14:11:54)
2,4,1,0,7,0,C,1,1,1,01/04/2025 00:00:00,15/04/2025 00:00:00,TC,10,UPG2A25109000732, 	(01-SEP-2025 14:11:54)
2,4,1,0,7,0,C,1,1,2,16/04/2025 00:00:00,30/04/2025 00:00:00,TC,11,UPG2A25109002589, 	(01-SEP-2025 14:11:54)
2,4,1,0,7,0,C,1,1,2,16/04/2025 00:00:00,30/04/2025 00:00:00,TC,12,UPG2A25109002590, 	(01-SEP-2025 14:11:54)
2,4,1,0,7,0,C,1,1,1,01/05/2025 00:00:00,15/05/2025 00:00:00,TC,13,UPG2A25109003831, 	(01-SEP-2025 14:11:54)
2,4,1,0,7,0,C,1,1,2,16/05/2025 00:00:00,31/05/2025 00:00:00,TC,14,UPG2A25109005668, 	(01-SEP-2025 14:11:54)
2,4,1,0,7,0,C,1,1,1,01/06/2025 00:00:00,15/06/2025 00:00:00,TC,15,UPG2A25109006258, 	(01-SEP-2025 14:11:54)
2,4,1,0,7,0,C,1,1,2,16/06/2025 00:00:00,30/06/2025 00:00:00,TC,16,UPG2A25109008162, 	(01-SEP-2025 14:11:54)
2,4,1,0,7,0,C,1,1,1,01/07/2025 00:00:00,15/07/2025 00:00:00,TC,17,UPG2A25109008957, 	(01-SEP-2025 14:11:54)
2,4,1,0,88,0,C,1,1,1,01/01/2024 00:00:00,15/01/2024 00:00:00,IC,50,UPG2A23109013560, 	(01-SEP-2025 14:11:54)
2,4,1,0,88,0,C,1,1,1,01/01/2024 00:00:00,15/01/2024 00:00:00,TC,51,UPG2A23109013679, 	(01-SEP-2025 14:11:54)
2,4,1,0,88,0,C,1,1,2,16/01/2024 00:00:00,31/01/2024 00:00:00,TC,52,UPG2A23109014587, 	(01-SEP-2025 14:11:54)
2,4,1,0,88,0,C,1,1,2,16/01/2024 00:00:00,31/01/2024 00:00:00,IC,53,UPG2A23109014653, 	(01-SEP-2025 14:11:54)
2,4,1,0,55,0,C,1,1,1,01/07/2024 00:00:00,15/07/2024 00:00:00,TC,95,UPG2A24109004801, 	(01-SEP-2025 14:11:54)
2,4,1,0,55,0,C,1,1,2,16/07/2024 00:00:00,31/07/2024 00:00:00,TC,96,UPG2A24109005825, 	(01-SEP-2025 14:11:54)
2,4,1,0,118,0,C,1,1,2,16/09/2023 00:00:00,30/09/2023 00:00:00,TC,54,UPG2A23109008179, 	(01-SEP-2025 14:11:54)
2,4,1,0,117,0,C,1,1,2,16/11/2023 00:00:00,30/11/2023 00:00:00,TC,55,UPG2A23109011717, 	(01-SEP-2025 14:11:54)
2,4,1,0,65,0,C,1,1,1,01/07/2023 00:00:00,15/07/2023 00:00:00,TC,56,UPG2A23109004529, 	(01-SEP-2025 14:11:54)
2,4,1,0,65,0,C,1,1,2,16/07/2023 00:00:00,31/07/2023 00:00:00,TC,57,UPG2A23109005474, 	(01-SEP-2025 14:11:54)
2,4,1,0,65,0,C,1,1,1,01/10/2023 00:00:00,15/10/2023 00:00:00,TC,58,UPG2A23109008991, 	(01-SEP-2025 14:11:54)
2,4,1,0,65,0,C,1,1,2,16/10/2023 00:00:00,31/10/2023 00:00:00,TC,59,UPG2A23109009791, 	(01-SEP-2025 14:11:54)
2,4,1,0,65,0,C,1,1,1,01/11/2023 00:00:00,15/11/2023 00:00:00,TC,60,UPG2A23109010677, 	(01-SEP-2025 14:11:54)
2,4,1,0,65,0,C,1,1,2,16/11/2023 00:00:00,30/11/2023 00:00:00,TC,61,UPG2A23109011416, 	(01-SEP-2025 14:11:54)
2,4,1,0,65,0,C,1,1,1,01/12/2023 00:00:00,15/12/2023 00:00:00,TC,62,UPG2A23109012229, 	(01-SEP-2025 14:11:54)
2,4,1,0,65,0,C,1,1,2,16/12/2023 00:00:00,31/12/2023 00:00:00,TC,63,UPG2A23109012653, 	(01-SEP-2025 14:11:54)
2,4,1,0,65,0,C,1,1,1,01/01/2024 00:00:00,15/01/2024 00:00:00,TC,64,UPG2A23109013351, 	(01-SEP-2025 14:11:54)
2,4,1,0,65,0,C,1,1,2,16/01/2024 00:00:00,31/01/2024 00:00:00,TC,65,UPG2A23109014145, 	(01-SEP-2025 14:11:54)
2,4,1,0,65,0,C,1,1,1,01/02/2024 00:00:00,15/02/2024 00:00:00,TC,66,UPG2A23109015382, 	(01-SEP-2025 14:11:54)
2,4,1,0,65,0,C,1,1,2,16/02/2024 00:00:00,29/02/2024 00:00:00,TC,67,UPG2A23109015757, 	(01-SEP-2025 14:11:54)
2,4,1,0,65,0,C,1,1,1,01/03/2024 00:00:00,15/03/2024 00:00:00,TC,68,UPG2A23109016533, 	(01-SEP-2025 14:11:54)
2,4,1,0,65,0,C,1,1,2,16/03/2024 00:00:00,31/03/2024 00:00:00,TC,69,UPG2A23109017515, 	(01-SEP-2025 14:11:54)
2,4,1,0,20,0,C,1,1,1,01/07/2024 00:00:00,15/07/2024 00:00:00,TC,97,UPG2A24109004835, 	(01-SEP-2025 14:11:54)
2,4,1,0,20,0,C,1,1,2,16/07/2024 00:00:00,31/07/2024 00:00:00,TC,98,UPG2A24109005721, 	(01-SEP-2025 14:11:54)
2,4,1,0,20,0,C,1,1,1,01/08/2024 00:00:00,15/08/2024 00:00:00,TC,99,UPG2A24109006913, 	(01-SEP-2025 14:11:54)
2,4,1,0,20,0,C,1,1,2,16/08/2024 00:00:00,31/08/2024 00:00:00,TC,100,UPG2A24109007615, 	(01-SEP-2025 14:11:54)
2,4,1,0,20,0,C,1,1,1,01/09/2024 00:00:00,15/09/2024 00:00:00,TC,101,UPG2A24109008624, 	(01-SEP-2025 14:11:54)
2,4,1,0,20,0,C,1,1,2,16/09/2024 00:00:00,30/09/2024 00:00:00,TC,102,UPG2A24109009480, 	(01-SEP-2025 14:11:54)
2,4,1,0,20,0,C,1,1,1,01/10/2024 00:00:00,15/10/2024 00:00:00,TC,103,UPG2A24109010239, 	(01-SEP-2025 14:11:54)
2,4,1,0,20,0,C,1,1,2,16/10/2024 00:00:00,31/10/2024 00:00:00,TC,104,UPG2A24109011721, 	(01-SEP-2025 14:11:54)
2,4,1,0,20,0,C,1,1,1,01/12/2024 00:00:00,15/12/2024 00:00:00,TC,105,UPG2A24109016257, 	(01-SEP-2025 14:11:54)
2,4,1,0,20,0,C,1,1,2,16/12/2024 00:00:00,31/12/2024 00:00:00,TC,106,UPG2A24109017268, 	(01-SEP-2025 14:11:54)
2,4,1,0,20,0,C,1,1,1,01/01/2025 00:00:00,15/01/2025 00:00:00,TC,107,UPG2A24109018752, 	(01-SEP-2025 14:11:54)
2,4,1,0,20,0,C,1,1,2,16/01/2025 00:00:00,31/01/2025 00:00:00,TC,108,UPG2A24109020628, 	(01-SEP-2025 14:11:54)
2,4,1,0,20,0,C,1,1,1,01/02/2025 00:00:00,15/02/2025 00:00:00,TC,109,UPG2A24109021622, 	(01-SEP-2025 14:11:54)
2,4,1,0,20,0,C,1,1,2,16/02/2025 00:00:00,28/02/2025 00:00:00,TC,110,UPG2A24109022848, 	(01-SEP-2025 14:11:54)
2,4,1,0,20,0,C,1,1,1,01/03/2025 00:00:00,15/03/2025 00:00:00,TC,111,UPG2A24109024025, 	(01-SEP-2025 14:11:54)
2,4,1,0,20,0,C,1,1,2,16/03/2025 00:00:00,31/03/2025 00:00:00,TC,112,UPG2A24109025260, 	(01-SEP-2025 14:11:54)
2,4,1,0,67,0,C,1,1,1,01/07/2023 00:00:00,15/07/2023 00:00:00,TC,70,UPG2A23109004702, 	(01-SEP-2025 14:11:54)
2,4,1,0,67,0,C,1,1,2,16/07/2023 00:00:00,31/07/2023 00:00:00,TC,71,UPG2A23109005553, 	(01-SEP-2025 14:11:54)
2,4,1,0,67,0,C,1,1,1,01/08/2023 00:00:00,15/08/2023 00:00:00,TC,72,UPG2A23109006352, 	(01-SEP-2025 14:11:54)
2,4,1,0,67,0,C,1,1,2,16/08/2023 00:00:00,31/08/2023 00:00:00,TC,73,UPG2A23109007129, 	(01-SEP-2025 14:11:54)
2,4,1,0,67,0,C,1,1,1,01/09/2023 00:00:00,15/09/2023 00:00:00,TC,74,UPG2A23109007680, 	(01-SEP-2025 14:11:54)
2,4,1,0,67,0,C,1,1,1,01/09/2023 00:00:00,15/09/2023 00:00:00,IC,75,UPG2A23109007814, 	(01-SEP-2025 14:11:54)
2,4,1,0,67,0,C,1,1,2,16/09/2023 00:00:00,30/09/2023 00:00:00,TC,76,UPG2A23109008005, 	(01-SEP-2025 14:11:54)
2,4,1,0,67,0,C,1,1,1,01/10/2023 00:00:00,15/10/2023 00:00:00,TC,77,UPG2A23109008963, 	(01-SEP-2025 14:11:54)
2,4,1,0,67,0,C,1,1,2,16/10/2023 00:00:00,31/10/2023 00:00:00,TC,78,UPG2A23109009868, 	(01-SEP-2025 14:11:54)
2,4,1,0,67,0,C,1,1,1,01/11/2023 00:00:00,15/11/2023 00:00:00,TC,79,UPG2A23109010751, 	(01-SEP-2025 14:11:54)
2,4,1,0,67,0,C,1,1,2,16/11/2023 00:00:00,30/11/2023 00:00:00,TC,80,UPG2A23109011338, 	(01-SEP-2025 14:11:54)
2,4,1,0,67,0,C,1,1,1,01/12/2023 00:00:00,15/12/2023 00:00:00,TC,81,UPG2A23109012146, 	(01-SEP-2025 14:11:54)
2,4,1,0,67,0,C,1,1,2,16/12/2023 00:00:00,31/12/2023 00:00:00,TC,82,UPG2A23109012524, 	(01-SEP-2025 14:11:54)
2,4,1,0,67,0,C,1,1,1,01/01/2024 00:00:00,15/01/2024 00:00:00,TC,83,UPG2A23109013653, 	(01-SEP-2025 14:11:54)
2,4,1,0,67,0,C,1,1,2,16/01/2024 00:00:00,31/01/2024 00:00:00,TC,84,UPG2A23109014577, 	(01-SEP-2025 14:11:54)
2,4,1,0,67,0,C,1,1,1,01/02/2024 00:00:00,15/02/2024 00:00:00,TC,85,UPG2A23109015240, 	(01-SEP-2025 14:11:54)
2,4,1,0,67,0,C,1,1,2,16/02/2024 00:00:00,29/02/2024 00:00:00,TC,86,UPG2A23109016186, 	(01-SEP-2025 14:11:54)
2,4,1,0,67,0,C,1,1,1,01/03/2024 00:00:00,15/03/2024 00:00:00,TC,87,UPG2A23109016663, 	(01-SEP-2025 14:11:54)
2,4,1,0,67,0,C,1,1,2,16/03/2024 00:00:00,31/03/2024 00:00:00,TC,88,UPG2A23109017565, 	(01-SEP-2025 14:11:54)
2,4,1,0,22,0,C,1,1,1,01/07/2024 00:00:00,15/07/2024 00:00:00,TC,113,UPG2A24109004807, 	(01-SEP-2025 14:11:54)
2,4,1,0,22,0,C,1,1,2,16/07/2024 00:00:00,31/07/2024 00:00:00,TC,114,UPG2A24109005843, 	(01-SEP-2025 14:11:54)
2,4,1,0,22,0,C,1,1,1,01/08/2024 00:00:00,15/08/2024 00:00:00,TC,115,UPG2A24109006831, 	(01-SEP-2025 14:11:54)
2,4,1,0,22,0,C,1,1,2,16/08/2024 00:00:00,31/08/2024 00:00:00,TC,116,UPG2A24109007598, 	(01-SEP-2025 14:11:54)
2,4,1,0,22,0,C,1,1,2,16/01/2025 00:00:00,31/01/2025 00:00:00,TC,117,UPG2A24109020579, 	(01-SEP-2025 14:11:54)
2,4,1,0,22,0,C,1,1,1,01/02/2025 00:00:00,15/02/2025 00:00:00,TC,118,UPG2A24109021631, 	(01-SEP-2025 14:11:54)
2,4,1,0,22,0,C,1,1,2,16/02/2025 00:00:00,28/02/2025 00:00:00,TC,119,UPG2A24109023081, 	(01-SEP-2025 14:11:54)
2,4,1,0,22,0,C,1,1,2,16/03/2025 00:00:00,31/03/2025 00:00:00,TC,120,UPG2A24109025263, 	(01-SEP-2025 14:11:54)
2,4,1,0,14,0,C,1,1,1,01/07/2025 00:00:00,15/07/2025 00:00:00,TC,18,UPG2A25109009354, 	(01-SEP-2025 14:11:54)
2,4,1,0,157,0,C,1,1,1,01/06/2023 00:00:00,15/06/2023 00:00:00,TC,89,UPG2A23109002949, 	(01-SEP-2025 14:11:54)
2,4,1,0,157,0,C,1,1,1,01/06/2023 00:00:00,15/06/2023 00:00:00,IC,90,UPG2A23109003194, 	(01-SEP-2025 14:11:54)
2,4,1,0,157,0,C,1,1,2,16/06/2023 00:00:00,30/06/2023 00:00:00,TC,91,UPG2A23109003592, 	(01-SEP-2025 14:11:54)
2,4,1,0,157,0,C,1,1,2,16/06/2023 00:00:00,30/06/2023 00:00:00,IC,92,UPG2A23109003627, 	(01-SEP-2025 14:11:54)
2,4,1,0,70,0,C,1,1,1,01/10/2023 00:00:00,15/10/2023 00:00:00,TC,93,UPG2A23109008878, 	(01-SEP-2025 14:11:54)
2,4,1,0,70,0,C,1,1,1,01/10/2023 00:00:00,15/10/2023 00:00:00,IC,94,UPG2A23109008904, 	(01-SEP-2025 14:11:54)
2,4,1,0,70,0,C,1,1,2,16/10/2023 00:00:00,31/10/2023 00:00:00,TC,95,UPG2A23109009693, 	(01-SEP-2025 14:11:54)
2,4,1,0,70,0,C,1,1,2,16/10/2023 00:00:00,31/10/2023 00:00:00,IC,96,UPG2A23109010046, 	(01-SEP-2025 14:11:54)
2,4,1,0,70,0,C,1,1,1,01/11/2023 00:00:00,15/11/2023 00:00:00,TC,97,UPG2A23109010632, 	(01-SEP-2025 14:11:54)
2,4,1,0,70,0,C,1,1,1,01/11/2023 00:00:00,15/11/2023 00:00:00,IC,98,UPG2A23109010683, 	(01-SEP-2025 14:11:55)
2,4,1,0,70,0,C,1,1,2,16/11/2023 00:00:00,30/11/2023 00:00:00,IC,99,UPG2A23109011265, 	(01-SEP-2025 14:11:55)
2,4,1,0,70,0,C,1,1,2,16/11/2023 00:00:00,30/11/2023 00:00:00,TC,100,UPG2A23109011270, 	(01-SEP-2025 14:11:55)
2,4,1,0,70,0,C,1,1,1,01/12/2023 00:00:00,15/12/2023 00:00:00,TC,101,UPG2A23109012046, 	(01-SEP-2025 14:11:55)
2,4,1,0,70,0,C,1,1,2,16/12/2023 00:00:00,31/12/2023 00:00:00,TC,102,UPG2A23109012532, 	(01-SEP-2025 14:11:55)
2,4,1,0,70,0,C,1,1,1,01/01/2024 00:00:00,15/01/2024 00:00:00,TC,103,UPG2A23109013238, 	(01-SEP-2025 14:11:55)
2,4,1,0,70,0,C,1,1,1,01/01/2024 00:00:00,15/01/2024 00:00:00,IC,104,UPG2A23109013255, 	(01-SEP-2025 14:11:55)
2,4,1,0,70,0,C,1,1,2,16/01/2024 00:00:00,31/01/2024 00:00:00,IC,105,UPG2A23109014195, 	(01-SEP-2025 14:11:55)
2,4,1,0,70,0,C,1,1,2,16/01/2024 00:00:00,31/01/2024 00:00:00,TC,106,UPG2A23109014238, 	(01-SEP-2025 14:11:55)
2,4,1,0,70,0,C,1,1,1,01/02/2024 00:00:00,15/02/2024 00:00:00,TC,107,UPG2A23109015095, 	(01-SEP-2025 14:11:55)
2,4,1,0,70,0,C,1,1,2,16/02/2024 00:00:00,29/02/2024 00:00:00,TC,108,UPG2A23109015840, 	(01-SEP-2025 14:11:55)
2,4,1,0,70,0,C,1,1,1,01/03/2024 00:00:00,15/03/2024 00:00:00,TC,109,UPG2A23109016448, 	(01-SEP-2025 14:11:55)
2,4,1,0,70,0,C,1,1,2,16/03/2024 00:00:00,31/03/2024 00:00:00,IC,110,UPG2A23109017329, 	(01-SEP-2025 14:11:55)
2,4,1,0,70,0,C,1,1,2,16/03/2024 00:00:00,31/03/2024 00:00:00,TC,111,UPG2A23109017357, 	(01-SEP-2025 14:11:55)
2,4,1,0,70,0,C,1,1,1,01/04/2024 00:00:00,15/04/2024 00:00:00,TC,121,UPG2A24109000158, 	(01-SEP-2025 14:11:55)
2,4,1,0,50,0,C,1,1,1,01/06/2024 00:00:00,15/06/2024 00:00:00,TC,122,PG2A24109003230, 	(01-SEP-2025 14:11:55)
2,4,1,0,50,0,C,1,1,1,01/06/2024 00:00:00,15/06/2024 00:00:00,TC,123,UPG2A24109003230, 	(01-SEP-2025 14:11:55)
2,4,1,0,50,0,C,1,1,2,16/06/2024 00:00:00,30/06/2024 00:00:00,TC,124,UPG2A24109003849, 	(01-SEP-2025 14:11:55)
2,4,1,0,50,0,C,1,1,1,01/07/2024 00:00:00,15/07/2024 00:00:00,TC,125,UPG2A24109004794, 	(01-SEP-2025 14:11:55)
2,4,1,0,50,0,C,1,1,2,16/07/2024 00:00:00,31/07/2024 00:00:00,TC,126,UPG2A24109005964, 	(01-SEP-2025 14:11:55)
2,4,1,0,50,0,C,1,1,1,01/08/2024 00:00:00,15/08/2024 00:00:00,TC,127,UPG2A24109006933, 	(01-SEP-2025 14:11:55)
2,4,1,0,50,0,C,1,1,2,16/08/2024 00:00:00,31/08/2024 00:00:00,TC,128,UPG2A24109007887, 	(01-SEP-2025 14:11:55)
2,4,1,0,50,0,C,1,1,2,16/08/2024 00:00:00,31/08/2024 00:00:00,IC,129,UPG2A24109007956, 	(01-SEP-2025 14:11:55)
2,4,1,0,50,0,C,1,1,1,01/09/2024 00:00:00,15/09/2024 00:00:00,TC,130,UPG2A24109008360, 	(01-SEP-2025 14:11:55)
2,4,1,0,50,0,C,1,1,2,16/09/2024 00:00:00,30/09/2024 00:00:00,TC,131,UPG2A24109009318, 	(01-SEP-2025 14:11:55)
2,4,1,0,127,0,C,1,1,1,01/07/2023 00:00:00,15/07/2023 00:00:00,TC,112,UPG2A23109004878, 	(01-SEP-2025 14:11:55)
2,4,1,0,127,0,C,1,1,1,01/08/2023 00:00:00,15/08/2023 00:00:00,TC,113,UPG2A23109006332, 	(01-SEP-2025 14:11:55)
2,4,1,0,127,0,C,1,1,2,16/08/2023 00:00:00,31/08/2023 00:00:00,TC,114,UPG2A23109007070, 	(01-SEP-2025 14:11:55)
2,4,1,0,127,0,C,1,1,1,01/09/2023 00:00:00,15/09/2023 00:00:00,TC,115,UPG2A23109007682, 	(01-SEP-2025 14:11:55)
2,4,1,0,127,0,C,1,1,1,01/09/2023 00:00:00,15/09/2023 00:00:00,IC,116,UPG2A23109007850, 	(01-SEP-2025 14:11:55)
2,4,1,0,127,0,C,1,1,2,16/09/2023 00:00:00,30/09/2023 00:00:00,TC,117,UPG2A23109008006, 	(01-SEP-2025 14:11:55)
2,4,1,0,21,0,C,1,1,1,01/07/2024 00:00:00,15/07/2024 00:00:00,TC,132,UPG2A24109005238, 	(01-SEP-2025 14:11:55)
2,4,1,0,21,0,C,1,1,2,16/07/2024 00:00:00,31/07/2024 00:00:00,TC,133,UPG2A24109005915, 	(01-SEP-2025 14:11:55)
2,4,1,0,21,0,C,1,1,1,01/08/2024 00:00:00,15/08/2024 00:00:00,TC,134,UPG2A24109007112, 	(01-SEP-2025 14:11:55)
2,4,1,0,21,0,C,1,1,2,16/08/2024 00:00:00,31/08/2024 00:00:00,TC,135,UPG2A24109007702, 	(01-SEP-2025 14:11:55)
2,4,1,0,21,0,C,1,1,1,01/09/2024 00:00:00,15/09/2024 00:00:00,TC,136,UPG2A24109008393, 	(01-SEP-2025 14:11:55)
2,4,1,0,21,0,C,1,1,2,16/09/2024 00:00:00,30/09/2024 00:00:00,TC,137,UPG2A24109009606, 	(01-SEP-2025 14:11:55)
2,4,1,0,21,0,C,1,1,1,01/10/2024 00:00:00,15/10/2024 00:00:00,TC,138,UPG2A24109010462, 	(01-SEP-2025 14:11:55)
2,4,1,0,21,0,C,1,1,2,16/10/2024 00:00:00,31/10/2024 00:00:00,TC,139,UPG2A24109012141, 	(01-SEP-2025 14:11:55)
2,4,1,0,21,0,C,1,1,2,16/10/2024 00:00:00,31/10/2024 00:00:00,IC,140,UPG2A24109012606, 	(01-SEP-2025 14:11:55)
2,4,1,0,21,0,C,1,1,1,01/11/2024 00:00:00,15/11/2024 00:00:00,TC,141,UPG2A24109013335, 	(01-SEP-2025 14:11:55)
2,4,1,0,21,0,C,1,1,1,01/11/2024 00:00:00,15/11/2024 00:00:00,IC,142,UPG2A24109013747, 	(01-SEP-2025 14:11:55)
2,4,1,0,21,0,C,1,1,2,16/11/2024 00:00:00,30/11/2024 00:00:00,TC,143,UPG2A24109014918, 	(01-SEP-2025 14:11:55)
2,4,1,0,21,0,C,1,1,1,01/12/2024 00:00:00,15/12/2024 00:00:00,TC,144,UPG2A24109016130, 	(01-SEP-2025 14:11:55)
2,4,1,0,21,0,C,1,1,2,16/12/2024 00:00:00,31/12/2024 00:00:00,TC,145,UPG2A24109017597, 	(01-SEP-2025 14:11:55)
2,4,1,0,21,0,C,1,1,1,01/01/2025 00:00:00,15/01/2025 00:00:00,TC,146,UPG2A24109018820, 	(01-SEP-2025 14:11:55)
2,4,1,0,21,0,C,1,1,2,16/01/2025 00:00:00,31/01/2025 00:00:00,TC,147,UPG2A24109020467, 	(01-SEP-2025 14:11:55)
2,4,1,0,21,0,C,1,1,1,01/02/2025 00:00:00,15/02/2025 00:00:00,TC,148,UPG2A24109021428, 	(01-SEP-2025 14:11:55)
2,4,1,0,21,0,C,1,1,2,16/02/2025 00:00:00,28/02/2025 00:00:00,TC,149,UPG2A24109022859, 	(01-SEP-2025 14:11:55)
2,4,1,0,21,0,C,1,1,1,01/03/2025 00:00:00,15/03/2025 00:00:00,TC,150,UPG2A24109023998, 	(01-SEP-2025 14:11:55)
2,4,1,0,21,0,C,1,1,2,16/03/2025 00:00:00,31/03/2025 00:00:00,TC,151,UPG2A24109025797, 	(01-SEP-2025 14:11:55)
2,4,1,0,104,0,C,1,1,2,16/11/2023 00:00:00,30/11/2023 00:00:00,TC,118,UPG2A23109011756, 	(01-SEP-2025 14:11:55)
2,4,1,0,104,0,C,1,1,2,16/11/2023 00:00:00,30/11/2023 00:00:00,IC,119,UPG2A23109011759, 	(01-SEP-2025 14:11:55)
2,4,1,0,104,0,C,1,1,1,01/12/2023 00:00:00,15/12/2023 00:00:00,TC,120,UPG2A23109012312, 	(01-SEP-2025 14:11:55)
2,4,1,0,104,0,C,1,1,2,16/12/2023 00:00:00,31/12/2023 00:00:00,TC,121,UPG2A23109012870, 	(01-SEP-2025 14:11:55)
2,4,1,0,40,0,C,1,1,1,01/01/2024 00:00:00,15/01/2024 00:00:00,TC,122,UPG2A23109013683, 	(01-SEP-2025 14:11:55)
2,4,1,0,40,0,C,1,1,2,16/01/2024 00:00:00,31/01/2024 00:00:00,TC,123,UPG2A23109014497, 	(01-SEP-2025 14:11:55)
2,4,1,0,40,0,C,1,1,1,01/03/2024 00:00:00,15/03/2024 00:00:00,TC,124,UPG2A23109016561, 	(01-SEP-2025 14:11:55)
2,4,1,0,40,0,C,1,1,1,01/03/2024 00:00:00,15/03/2024 00:00:00,IC,125,UPG2A23109016592, 	(01-SEP-2025 14:11:55)
2,4,1,0,40,0,C,1,1,1,01/06/2024 00:00:00,15/06/2024 00:00:00,TC,152,UPG2A24109003398, 	(01-SEP-2025 14:11:55)
2,4,1,0,40,0,C,1,1,2,16/06/2024 00:00:00,30/06/2024 00:00:00,TC,153,UPG2A24109004235, 	(01-SEP-2025 14:11:55)
2,4,1,0,40,0,C,1,1,1,01/07/2024 00:00:00,15/07/2024 00:00:00,TC,154,UPG2A24109004841, 	(01-SEP-2025 14:11:55)
2,4,1,0,40,0,C,1,1,2,16/07/2024 00:00:00,31/07/2024 00:00:00,TC,155,UPG2A24109005743, 	(01-SEP-2025 14:11:55)
2,4,1,0,40,0,C,1,1,1,01/08/2024 00:00:00,15/08/2024 00:00:00,TC,156,UPG2A24109006930, 	(01-SEP-2025 14:11:55)
2,4,1,0,40,0,C,1,1,2,16/08/2024 00:00:00,31/08/2024 00:00:00,TC,157,UPG2A24109007626, 	(01-SEP-2025 14:11:55)
2,4,1,0,40,0,C,1,1,1,01/09/2024 00:00:00,15/09/2024 00:00:00,TC,158,UPG2A24109008667, 	(01-SEP-2025 14:11:55)
2,4,1,0,40,0,C,1,1,2,16/09/2024 00:00:00,30/09/2024 00:00:00,TC,159,UPG2A24109009559, 	(01-SEP-2025 14:11:55)
2,4,1,0,40,0,C,1,1,2,16/09/2024 00:00:00,30/09/2024 00:00:00,IC,160,UPG2A24109009692, 	(01-SEP-2025 14:11:55)
2,4,1,0,40,0,C,1,1,1,01/10/2024 00:00:00,15/10/2024 00:00:00,TC,161,UPG2A24109010251, 	(01-SEP-2025 14:11:55)
2,4,1,0,40,0,C,1,1,2,16/11/2024 00:00:00,30/11/2024 00:00:00,IC,162,UPG2A24109014800, 	(01-SEP-2025 14:11:55)
2,4,1,0,40,0,C,1,1,2,16/11/2024 00:00:00,30/11/2024 00:00:00,IC,163,UPG2A24109014826, 	(01-SEP-2025 14:11:55)
2,4,1,0,40,0,C,1,1,1,01/12/2024 00:00:00,15/12/2024 00:00:00,TC,164,UPG2A24109015924, 	(01-SEP-2025 14:11:55)
2,4,1,0,40,0,C,1,1,1,01/12/2024 00:00:00,15/12/2024 00:00:00,IC,165,UPG2A24109016522, 	(01-SEP-2025 14:11:55)
2,4,1,0,40,0,C,1,1,2,16/12/2024 00:00:00,31/12/2024 00:00:00,TC,166,UPG2A24109017275, 	(01-SEP-2025 14:11:55)
2,4,1,0,40,0,C,1,1,2,16/12/2024 00:00:00,31/12/2024 00:00:00,IC,167,UPG2A24109017449, 	(01-SEP-2025 14:11:55)
2,4,1,0,32,0,C,1,1,1,01/01/2025 00:00:00,15/01/2025 00:00:00,TC,168,18209716, 	(01-SEP-2025 14:11:55)
2,4,1,0,32,0,C,1,1,1,01/01/2025 00:00:00,15/01/2025 00:00:00,TC,169,UPG2A24109019181, 	(01-SEP-2025 14:11:55)
2,4,1,0,32,0,C,1,1,2,16/01/2025 00:00:00,31/01/2025 00:00:00,TC,170,UPG2A24109021003, 	(01-SEP-2025 14:11:55)
2,4,1,0,260,0,C,1,1,2,16/12/2022 00:00:00,31/12/2022 00:00:00,TC,1,MPG2A22106001863, 	(01-SEP-2025 14:11:55)
