

<<START>>,<<FMS_TRADER_CARGO_MST>> 	(28-MAY-2025 11:41:08)
 
COMPANY_CD,CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_NO,CARGO_REF_NO,TIMESTAMP
2, 15, , , , , 0, ,1,22019, 	(28-MAY-2025 11:41:08)	 (Not Inserted)
2, 20, , , , , 0, ,1,22022, 	(28-MAY-2025 11:41:08)	 (Not Inserted)
2, 20, , , , , 0, ,1,22028, 	(28-MAY-2025 11:41:08)	 (Not Inserted)
2, 154, , , , , 0, ,1,22029, 	(28-MAY-2025 11:41:08)	 (Not Inserted)
2, 154, , , , , 0, ,1,22030, 	(28-MAY-2025 11:41:08)	 (Not Inserted)
2, 270, M, 1, 0, N, 710001, 0,1,5002, 	(28-MAY-2025 11:41:08)
2, 270, M, 1, 0, N, 710002, 0,1,6003, 	(28-MAY-2025 11:41:08)
2, 270, M, 1, 0, N, 710003, 0,1,6012, 	(28-MAY-2025 11:41:08)
2, 270, M, 1, 0, N, 710004, 0,1,7004, 	(28-MAY-2025 11:41:08)
2, 270, M, 1, 0, N, 710005, 0,1,7007, 	(28-MAY-2025 11:41:08)
2, 270, M, 1, 0, N, 710006, 0,1,7012, 	(28-MAY-2025 11:41:08)
2, 270, M, 1, 0, N, 710007, 0,1,7019, 	(28-MAY-2025 11:41:08)
2, 270, M, 1, 0, N, 710008, 0,1,7020, 	(28-MAY-2025 11:41:08)
2, 270, M, 1, 0, N, 710009, 0,1,7022, 	(28-MAY-2025 11:41:08)
2, 270, M, 1, 0, N, 710010, 0,1,7023, 	(28-MAY-2025 11:41:08)
2, 270, M, 1, 0, N, 710011, 0,1,7024, 	(28-MAY-2025 11:41:08)
2, 270, M, 1, 0, N, 710012, 0,1,8001, 	(28-MAY-2025 11:41:08)
2, 270, M, 1, 0, N, 710013, 0,1,8007, 	(28-MAY-2025 11:41:08)
2, 270, M, 1, 0, N, 710014, 0,1,8013, 	(28-MAY-2025 11:41:08)
2, 270, M, 1, 0, N, 710015, 0,1,8014, 	(28-MAY-2025 11:41:08)
2, 270, M, 1, 0, N, 710016, 0,1,8015, 	(28-MAY-2025 11:41:08)
2, 270, M, 1, 0, N, 710017, 0,1,8017, 	(28-MAY-2025 11:41:08)
2, 270, M, 1, 0, N, 710018, 0,1,8019, 	(28-MAY-2025 11:41:08)
2, 270, M, 1, 0, N, 710019, 0,1,8021, 	(28-MAY-2025 11:41:08)
2, 270, M, 1, 0, N, 710020, 0,1,8025, 	(28-MAY-2025 11:41:08)
2, 270, M, 1, 0, N, 710021, 0,1,8026, 	(28-MAY-2025 11:41:08)
2, 270, M, 1, 0, N, 710022, 0,1,8028, 	(28-MAY-2025 11:41:08)
2, 270, M, 1, 0, N, 710023, 0,1,9003, 	(28-MAY-2025 11:41:08)
2, 270, M, 1, 0, N, 710024, 0,1,9004, 	(28-MAY-2025 11:41:08)
2, 270, M, 1, 0, N, 710025, 0,1,9005, 	(28-MAY-2025 11:41:08)
2, 270, M, 1, 0, N, 710026, 0,1,9007, 	(28-MAY-2025 11:41:08)
2, 270, M, 1, 0, N, 710027, 0,1,9017, 	(28-MAY-2025 11:41:08)
2, 270, M, 1, 0, N, 710028, 0,1,10002, 	(28-MAY-2025 11:41:08)
