2 , 11 , TPL , C , 1 , 04/08/2012 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 11 , TPL , C , 1 , 20/12/2018 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 280 , WMSL , C , 1 , 31/05/2011 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 280 , WMSL , C , 1 , 25/11/2014 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 12 , MNGL , C , 1 , 20/06/2013 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 13 , IGL , C , 1 , 04/02/2011 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 13 , IGL , C , 2 , 04/02/2011 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 13 , IGL , C , 2 , 01/04/2024 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 13 , IGL , C , 3 , 04/02/2011 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 13 , IGL , C , 4 , 01/10/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 13 , IGL , C , 5 , 01/10/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 13 , IGL , C , 6 , 26/02/2024 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 14 , BPCL , C , 1 , 24/07/2014 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 14 , BPCL , C , 2 , 24/07/2014 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 14 , BPCL , C , 2 , 23/02/2023 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 14 , BPCL , C , 3 , 24/07/2014 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 14 , BPCL , C , 4 , 25/08/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 14 , BPCL , T , 1 , 02/08/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 269 , TEL , C , 1 , 06/08/2014 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 15 , HPCL , C , 1 , 17/11/2010 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 15 , HPCL , C , 1 , 16/09/2014 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 15 , HPCL , C , 1 , 01/05/2024 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 15 , HPCL , C , 1 , 15/05/2024 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 15 , HPCL , C , 1 , 01/01/2025 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 15 , HPCL , C , 2 , 13/02/2015 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 15 , HPCL , C , 3 , 01/10/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 15 , HPCL , C , 4 , 18/03/2023 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 15 , HPCL , C , 5 , 16/07/2023 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 15 , HPCL , C , 5 , 29/07/2023 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 15 , HPCL , T , 1 , 01/01/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 16 , JSW , C , 1 , 31/05/2011 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 16 , JSW , C , 1 , 25/11/2014 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 16 , JSW , C , 1 , 31/05/2011 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 16 , JSW , C , 1 , 25/11/2014 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 17 , BGL , C , 1 , 28/07/2016 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 17 , BGL , C , 1 , 28/07/2016 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 18 , GSFC , C , 1 , 14/03/2016 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 18 , GSFC , C , 2 , 01/01/2023 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 228 , H-Energy , C , 1 , 14/11/2016 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 228 , H-Energy , C , 2 , 14/11/2016 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 160 , SIMPL , C , 1 , 14/11/2016 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 160 , SIMPL , C , 2 , 14/11/2016 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 160 , SIMPL , C , 1 , 14/11/2016 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 160 , SIMPL , C , 2 , 14/11/2016 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 19 , ATGL , C , 1 , 13/01/2017 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 19 , ATGL , C , 2 , 06/02/2024 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 19 , ATGL , C , 1 , 13/01/2017 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 19 , ATGL , C , 2 , 06/02/2024 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 20 , AMNS , C , 1 , 26/08/2006 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 20 , AMNS , C , 1 , 18/01/2012 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 20 , AMNS , C , 2 , 18/01/2012 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 20 , AMNS , C , 4 , 01/12/2023 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 20 , AMNS , T , 1 , 01/01/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 20 , AMNS , T , 2 , 01/10/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 286 , SEMTPL , C , 1 , 28/07/2017 00:00:00, 	(25-FEB-2025 16:06:59)
2 , 286 , SEMTPL , C , 1 , 01/05/2023 00:00:00, 	(25-FEB-2025 16:06:59)
2 , 286 , SEMTPL , C , 1 , 16/05/2023 00:00:00, 	(25-FEB-2025 16:06:59)
2 , 286 , SEMTPL , C , 2 , 28/07/2017 00:00:00, 	(25-FEB-2025 16:06:59)
2 , 286 , SEMTPL , C , 3 , 28/07/2017 00:00:00, 	(25-FEB-2025 16:06:59)
2 , 286 , SEMTPL , C , 3 , 16/10/2023 00:00:00, 	(25-FEB-2025 16:06:59)
2 , 286 , SEMTPL , C , 4 , 01/03/2023 00:00:00, 	(25-FEB-2025 16:06:59)
2 , 286 , SEMTPL , C , 4 , 01/05/2023 00:00:00, 	(25-FEB-2025 16:06:59)
2 , 286 , SEMTPL , C , 5 , 01/03/2023 00:00:00, 	(25-FEB-2025 16:06:59)
2 , 286 , SEMTPL , C , 6 , 01/05/2023 00:00:00, 	(25-FEB-2025 16:06:59)
2 , 286 , SEMTPL , C , 7 , 01/06/2023 00:00:00, 	(25-FEB-2025 16:06:59)
2 , 286 , SEMTPL , C , 8 , 01/07/2023 00:00:00, 	(25-FEB-2025 16:06:59)
2 , 286 , SEMTPL , C , 9 , 01/07/2023 00:00:00, 	(25-FEB-2025 16:06:59)
2 , 286 , SEMTPL , C , 10 , 15/02/2024 00:00:00, 	(25-FEB-2025 16:06:59)
2 , 286 , SEMTPL , C , 10 , 01/05/2024 00:00:00, 	(25-FEB-2025 16:06:59)
2 , 286 , SEMTPL , C , 11 , 01/04/2024 00:00:00, 	(25-FEB-2025 16:06:59)
2 , 286 , SEMTPL , T , 1 , 01/09/2022 00:00:00, 	(25-FEB-2025 16:06:59)
2 , 286 , SEMTPL , T , 2 , 01/09/2024 00:00:00, 	(25-FEB-2025 16:06:59)
2 , 286 , SEMTPL , T , 3 , 01/09/2024 00:00:00, 	(25-FEB-2025 16:06:59)
2 , 286 , SEMTPL , T , 4 , 01/01/2025 00:00:00, 	(25-FEB-2025 16:06:59)
2 , 21 , SGIPL , C , 1 , 28/11/2017 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 21 , SGIPL , C , 3 , 28/11/2017 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 21 , SGIPL , C , 5 , 23/03/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 22 , VGL , C , 1 , 03/07/2019 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 22 , VGL , C , 2 , 03/07/2019 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 22 , VGL , C , 3 , 20/12/2023 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 23 , PGPGPL , C , 1 , 04/10/2019 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 23 , PGPGPL , C , 1 , 01/04/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 23 , PGPGPL , C , 1 , 28/04/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 23 , PGPGPL , C , 2 , 04/10/2019 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 23 , PGPGPL , C , 2 , 01/04/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 23 , PGPGPL , C , 2 , 28/04/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 23 , PGPGPL , C , 3 , 28/01/2025 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 23 , PGPGPL , C , 4 , 30/01/2025 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 23 , PGPGPL , C , 1 , 04/10/2019 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 23 , PGPGPL , C , 1 , 01/04/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 23 , PGPGPL , C , 1 , 28/04/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 23 , PGPGPL , C , 2 , 04/10/2019 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 23 , PGPGPL , C , 2 , 01/04/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 23 , PGPGPL , C , 2 , 28/04/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 23 , PGPGPL , C , 3 , 28/01/2025 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 23 , PGPGPL , C , 4 , 30/01/2025 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 23 , PGPGPL , C , 1 , 04/10/2019 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 23 , PGPGPL , C , 1 , 01/04/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 23 , PGPGPL , C , 1 , 28/04/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 23 , PGPGPL , C , 2 , 04/10/2019 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 23 , PGPGPL , C , 2 , 01/04/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 23 , PGPGPL , C , 2 , 28/04/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 23 , PGPGPL , C , 3 , 28/01/2025 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 23 , PGPGPL , C , 4 , 30/01/2025 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 24 , HCG , C , 1 , 02/12/2019 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 25 , GGL , C , 1 , 09/12/2019 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 26 , CFC , C , 1 , 01/01/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 26 , CFC , C , 2 , 01/01/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 26 , CFC , C , 3 , 01/01/2023 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 27 , IFFCO , C , 1 , 01/01/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 27 , IFFCO , C , 2 , 01/01/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 27 , IFFCO , C , 3 , 01/01/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 28 , HGL-RLNG , C , 1 , 01/02/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 29 , PipeInfra , C , 1 , 01/01/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 29 , PipeInfra , C , 2 , 01/01/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 29 , PipeInfra , C , 3 , 01/01/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 29 , PipeInfra , C , 4 , 01/01/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 29 , PipeInfra , C , 5 , 01/01/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 29 , PipeInfra , C , 6 , 01/01/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 29 , PipeInfra , C , 7 , 01/01/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 29 , PipeInfra , C , 8 , 01/01/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 29 , PipeInfra , C , 9 , 01/01/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 29 , PipeInfra , C , 10 , 01/01/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 29 , PipeInfra , C , 11 , 01/01/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 29 , PipeInfra , C , 1 , 01/01/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 29 , PipeInfra , C , 2 , 01/01/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 29 , PipeInfra , C , 3 , 01/01/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 29 , PipeInfra , C , 4 , 01/01/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 29 , PipeInfra , C , 5 , 01/01/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 29 , PipeInfra , C , 6 , 01/01/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 29 , PipeInfra , C , 7 , 01/01/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 29 , PipeInfra , C , 8 , 01/01/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 29 , PipeInfra , C , 9 , 01/01/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 29 , PipeInfra , C , 10 , 01/01/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 29 , PipeInfra , C , 11 , 01/01/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 29 , PipeInfra , R , 1 , 01/12/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 29 , PipeInfra , R , 2 , 01/12/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 29 , PipeInfra , R , 3 , 02/12/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 29 , PipeInfra , R , 4 , 01/12/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 29 , PipeInfra , R , 5 , 01/12/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 29 , PipeInfra , R , 6 , 04/03/2023 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 29 , PipeInfra , R , 7 , 01/01/2023 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 29 , PipeInfra , R , 8 , 01/01/2025 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 30 , NFL , C , 1 , 01/05/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 30 , NFL , C , 2 , 01/09/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 30 , NFL , C , 3 , 13/03/2023 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 31 , HSIL , C , 1 , 01/05/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 31 , HSIL , C , 1 , 01/05/2023 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 31 , HSIL , C , 1 , 01/01/2025 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 32 , KFL , C , 1 , 23/07/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 32 , KFL , C , 2 , 23/07/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 197 , BIL , C , 1 , 25/06/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 254 , RIPL , C , 1 , 19/11/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 207 , CP , C , 1 , 15/10/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 289 , HHFG DLNG , C , 1 , 26/10/2020 00:00:00, 	(25-FEB-2025 16:06:59)
2 , 187 , VIDUWIL , C , 1 , 01/01/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 33 , AGP CGD , C , 1 , 25/01/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 33 , AGP CGD , C , 2 , 01/02/2023 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 34 , MINDA , C , 1 , 29/01/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 34 , MINDA , C , 2 , 28/07/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 238 , LEIPL , C , 1 , 04/11/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 35 , SCHOTT , C , 1 , 24/02/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 36 , HIL , C , 1 , 01/01/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 36 , HIL , C , 2 , 01/05/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 36 , HIL , C , 3 , 21/01/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 36 , HIL , C , 4 , 01/06/2023 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 37 , HCGD-B , C , 1 , 01/04/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 198 , BIPL , C , 1 , 21/07/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 198 , BIPL , C , 2 , 24/09/2024 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 220 , EXXARO , C , 1 , 23/06/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 220 , EXXARO , C , 1 , 23/06/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 257 , STVPL , C , 1 , 18/02/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 257 , STVPL , C , 1 , 18/02/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 233 , JGPL , C , 1 , 18/02/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 233 , JGPL , C , 1 , 18/02/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 279 , WALLCERA , C , 1 , 17/02/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 193 , ASTIS , C , 1 , 17/02/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 193 , ASTIS , C , 1 , 17/02/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 109 , PROTON , C , 1 , 16/06/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 109 , PROTON , C , 1 , 16/06/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 109 , PROTON , C , 1 , 16/06/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 192 , ANTIQUE , C , 1 , 16/06/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 192 , ANTIQUE , C , 1 , 16/06/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 192 , ANTIQUE , C , 1 , 16/06/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 290 , ACER , C , 1 , 16/06/2021 00:00:00, 	(25-FEB-2025 16:06:59)
2 , 290 , ACER , C , 1 , 16/06/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 290 , ACER , C , 1 , 16/06/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 38 , KAJARIA , C , 1 , 30/11/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 38 , KAJARIA , C , 2 , 01/02/2023 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 222 , GASGROWS , C , 1 , 07/05/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 222 , GASGROWS , C , 1 , 07/05/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 39 , SISECAM , C , 1 , 09/06/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 40 , ATPL , C , 1 , 17/12/2020 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 40 , ATPL , C , 2 , 05/04/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 41 , OPAL , C , 1 , 28/07/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 234 , JKPAPER , C , 1 , 02/08/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 263 , STL , C , 1 , 25/08/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 273 , UEPL , C , 1 , 03/09/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 273 , UEPL , C , 1 , 03/09/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 206 , CELLO , C , 1 , 01/12/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 204 , CALDERYS , C , 1 , 20/12/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 204 , CALDERYS , C , 1 , 20/12/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 42 , RCF , C , 1 , 30/12/2021 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 42 , RCF , C , 2 , 06/09/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 201 , BWRL , C , 1 , 25/01/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 235 , KRYO , C , 1 , 31/01/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 235 , KRYO , C , 1 , 31/01/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 276 , VIRGO , C , 1 , 12/02/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 196 , BLPL , C , 1 , 02/03/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 223 , GIPSKARTON , C , 1 , 24/03/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 1 , RIL , T , 1 , 01/01/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 1 , RIL , T , 2 , 01/07/2024 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 1 , RIL , T , 3 , 01/10/2024 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 43 , BP , T , 1 , 01/01/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 1 , RIL , T , 4 , 25/03/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 1 , RIL , T , 5 , 25/03/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 45 , GSPL , R , 1 , 01/12/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 45 , GSPL , R , 2 , 01/12/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 45 , GSPL , R , 3 , 01/06/2023 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 45 , GSPL , R , 4 , 01/11/2023 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 4 , Gail , R , 10 , 01/03/2021 00:00:00, 	(25-FEB-2025 16:06:59)
2 , 53 , RGPL , R , 1 , 31/03/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 46 , TGLPL , C , 1 , 29/04/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 46 , TGLPL , C , 2 , 01/07/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 47 , TGBPL , C , 1 , 29/04/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 47 , TGBPL , C , 2 , 29/04/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 48 , BGEPL , C , 1 , 29/04/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 231 , IMCL , C , 1 , 12/05/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
2 , 29 , PipeInfra , R , 9 , 13/05/2022 00:00:00, 	(25-FEB-2025 16:06:59)
2 , 49 , VVF India , C , 1 , 14/05/2022 00:00:00, 	(25-FEB-2025 16:06:59)	 (Not Inserted)
