

<<START>>,<<FMS_TRADER_AGMT_MST>>,,,, 	(23-MAY-2025 14:59:38)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(23-MAY-2025 14:59:38)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(23-MAY-2025 14:59:38)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(23-MAY-2025 14:59:38)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(23-MAY-2025 14:59:38)
 

TOTAL DATA IN EXCEL : ,0, 	(23-MAY-2025 14:59:38)
 

TOTAL DATA INSERTED : ,0, 	(23-MAY-2025 14:59:38)
 

TOTAL SKIPPED DATA ,5, 	(23-MAY-2025 14:59:38)
 
<<END>>,<<FMS_TRADER_AGMT_MST>>, 	(23-MAY-2025 14:59:38)
 

<<START>>,<<FMS_TRADER_AGMT_PLANT>>, 	(23-MAY-2025 14:59:38)
 

TOTAL DATA IN EXCEL : ,0, 	(23-MAY-2025 14:59:38)
 

TOTAL DATA INSERTED : ,0, 	(23-MAY-2025 14:59:38)
 

TOTAL SKIPPED DATA ,5, 	(23-MAY-2025 14:59:38)
 
<<END>>,<<FMS_TRADER_AGMT_PLANT>>, 	(23-MAY-2025 14:59:38)
 

<<START>>,<<FMS_TRADER_AGMT_BU>>, 	(23-MAY-2025 14:59:38)
 

TOTAL DATA IN EXCEL : ,0, 	(23-MAY-2025 14:59:38)
 

TOTAL DATA INSERTED : ,0, 	(23-MAY-2025 14:59:38)
 

TOTAL SKIPPED DATA ,5, 	(23-MAY-2025 14:59:38)
 
<<END>>,<<FMS_TRADER_AGMT_BU>>, 	(23-MAY-2025 14:59:38)
 

<<START>>,<<FMS_TRADER_AGMT_BILLING_DTL>>, 	(23-MAY-2025 14:59:38)
 

TOTAL DATA IN EXCEL : ,0, 	(23-MAY-2025 14:59:38)
 

TOTAL DATA INSERTED : ,0, 	(23-MAY-2025 14:59:38)
 

TOTAL SKIPPED DATA ,5, 	(23-MAY-2025 14:59:38)
 
<<END>>,<<FMS_TRADER_AGMT_BILLING_DTL>>, 	(23-MAY-2025 14:59:38)
 

<<START>>,<<FMS_TRADER_CN_MST>>,,,,, 	(23-MAY-2025 14:59:38)
 
COMPANY_CD,CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_REF,TIMESTAMP
2, 15,  M , ,  0 , N, 722001, 0,22008, 	(23-MAY-2025 14:59:38)	 (Not Inserted)
2, 20,  M , ,  0 , N, 722001, 0,22011, 	(23-MAY-2025 14:59:38)	 (Not Inserted)
2, 20,  M , ,  0 , N, 722001, 0,22016, 	(23-MAY-2025 14:59:38)	 (Not Inserted)
2, 154,  M , ,  0 , N, 722001, 0,22017, 	(23-MAY-2025 14:59:38)	 (Not Inserted)
2, 154,  M , ,  0 , N, 722001, 0,22018, 	(23-MAY-2025 14:59:38)	 (Not Inserted)
2, 270,  M , 1,  0 , N, 710001, 0,5002, 	(23-MAY-2025 14:59:39)
2, 270,  M , 1,  0 , N, 710002, 0,6003, 	(23-MAY-2025 14:59:39)
2, 270,  M , 1,  0 , N, 710003, 0,6012, 	(23-MAY-2025 14:59:39)
2, 270,  M , 1,  0 , N, 710004, 0,7004, 	(23-MAY-2025 14:59:39)
2, 270,  M , 1,  0 , N, 710005, 0,7007, 	(23-MAY-2025 14:59:39)
2, 270,  M , 1,  0 , N, 710006, 0,7012, 	(23-MAY-2025 14:59:39)
2, 270,  M , 1,  0 , N, 710007, 0,7019, 	(23-MAY-2025 14:59:39)
2, 270,  M , 1,  0 , N, 710008, 0,7020, 	(23-MAY-2025 14:59:39)
2, 270,  M , 1,  0 , N, 710009, 0,7022, 	(23-MAY-2025 14:59:39)
2, 270,  M , 1,  0 , N, 710010, 0,7023, 	(23-MAY-2025 14:59:39)
2, 270,  M , 1,  0 , N, 710011, 0,7024, 	(23-MAY-2025 14:59:39)
2, 270,  M , 1,  0 , N, 710012, 0,8001, 	(23-MAY-2025 14:59:39)
2, 270,  M , 1,  0 , N, 710013, 0,8007, 	(23-MAY-2025 14:59:39)
2, 270,  M , 1,  0 , N, 710014, 0,8013, 	(23-MAY-2025 14:59:39)
2, 270,  M , 1,  0 , N, 710015, 0,8014, 	(23-MAY-2025 14:59:39)
2, 270,  M , 1,  0 , N, 710016, 0,8015, 	(23-MAY-2025 14:59:39)
2, 270,  M , 1,  0 , N, 710017, 0,8017, 	(23-MAY-2025 14:59:39)
2, 270,  M , 1,  0 , N, 710018, 0,8019, 	(23-MAY-2025 14:59:39)
2, 270,  M , 1,  0 , N, 710019, 0,8021, 	(23-MAY-2025 14:59:39)
