

<<START>>,<<FMS_INVOICE_MST_CR_DR>>,, 	(12-DEC-2025 16:25:25)
 
COMPANY_CD,COUNTERPARTY_CD,FINANCIAL_YEAR,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,INVOICE_NO,INVOICE_SEQ,TIMESTAMP,
2,1,2021-2022,1,0,25001,0,O,C0002/21-22,479, 	(12-DEC-2025 16:25:25)
2,1,2019-2020,0,0,220003,0,L,D018/19-20,894, 	(12-DEC-2025 16:25:25)
2,1,2016-2017,,,,,,null,622, 	(12-DEC-2025 16:25:25)	 (Not Inserted)
2,1,2016-2017,,,,,,0001/16-17,622, 	(12-DEC-2025 16:25:25)	 (Not Inserted)
2,1,2016-2017,,,,,,0002/16-17,622, 	(12-DEC-2025 16:25:25)	 (Not Inserted)
2,1,2016-2017,,,,,,0003/16-17,622, 	(12-DEC-2025 16:25:25)	 (Not Inserted)
2,1,2016-2017,,,,,,0004/16-17,622, 	(12-DEC-2025 16:25:25)	 (Not Inserted)
2,1,2017-2018,,,,,,0003/17-18,658, 	(12-DEC-2025 16:25:25)	 (Not Inserted)
2,1,2017-2018,,,,,,0004/17-18,658, 	(12-DEC-2025 16:25:25)	 (Not Inserted)
2,1,2020-2021,1,0,25001,0,O,C0005/20-21,935, 	(12-DEC-2025 16:25:25)
2,2,2021-2022,6,0,6,0,S,D002/21-22,480, 	(12-DEC-2025 16:25:25)
2,2,2024-2025,6,2,16,0,S,DMH014/24-25,555, 	(12-DEC-2025 16:25:25)
2,2,2024-2025,6,2,16,0,S,DMH015/24-25,556, 	(12-DEC-2025 16:25:25)
2,3,2018-2019,4,0,18002,0,Q,C006/18-19,602, 	(12-DEC-2025 16:25:25)
2,3,2019-2020,1,3,105,0,S,D006/19-20,895, 	(12-DEC-2025 16:25:25)
2,4,2023-2024,7,0,24001,0,Q,C0003/23-24,731, 	(12-DEC-2025 16:25:25)
2,4,2019-2020,2,1,1,0,S,C002/19-20,896, 	(12-DEC-2025 16:25:25)
2,4,2019-2020,2,1,3,1,S,D007/19-20,897, 	(12-DEC-2025 16:25:25)
2,4,2020-2021,5,0,20001,0,Q,D0001/20-21,936, 	(12-DEC-2025 16:25:25)
2,4,2025-2026,,,,,,2CRMH0003/25-26,1, 	(12-DEC-2025 16:25:25)	 (Not Inserted)
2,6,2023-2024,0,0,223072,0,L,C007/23-24,732, 	(12-DEC-2025 16:25:25)
2,6,2019-2020,0,0,220012,0,L,C003/19-20,898, 	(12-DEC-2025 16:25:25)
2,6,2021-2022,0,0,221002,0,L,D009/21-22,481, 	(12-DEC-2025 16:25:25)
2,7,2022-2023,2,0,6,0,S,DMH031/22-23,641, 	(12-DEC-2025 16:25:25)
2,7,2022-2023,2,0,5,0,S,DMH008/22-23,642, 	(12-DEC-2025 16:25:25)
2,7,2022-2023,2,0,5,0,S,DMH011/22-23,643, 	(12-DEC-2025 16:25:25)
2,7,2022-2023,2,0,6,0,S,DMH016/22-23,644, 	(12-DEC-2025 16:25:25)
2,7,2022-2023,2,0,5,0,S,DMH001/22-23,645, 	(12-DEC-2025 16:25:25)
2,7,2023-2024,2,0,6,0,S,CMH001/23-24,733, 	(12-DEC-2025 16:25:25)
2,13,2024-2025,0,0,124034,0,X,D018/24-25,581, 	(12-DEC-2025 16:25:25)
2,13,2024-2025,0,0,124034,0,X,D021/24-25,582, 	(12-DEC-2025 16:25:25)
2,13,2024-2025,0,0,124033,0,X,D011/24-25,583, 	(12-DEC-2025 16:25:25)
2,13,2024-2025,0,0,124033,0,X,D014/24-25,584, 	(12-DEC-2025 16:25:25)
2,13,2022-2023,0,0,122043,0,X,C002/22-23,640, 	(12-DEC-2025 16:25:25)
2,13,2022-2023,0,0,122032,0,X,C003/22-23,641, 	(12-DEC-2025 16:25:25)
2,15,2024-2025,2,0,26,0,S,D034/24-25,585, 	(12-DEC-2025 16:25:25)
2,15,2024-2025,2,0,26,0,S,D032/24-25,586, 	(12-DEC-2025 16:25:25)
2,15,2024-2025,2,0,26,0,S,D033/24-25,587, 	(12-DEC-2025 16:25:25)
2,15,2023-2024,2,0,20,0,S,CMH016/23-24,734, 	(12-DEC-2025 16:25:25)
2,15,2023-2024,2,0,18,0,S,C011/23-24,733, 	(12-DEC-2025 16:25:25)
2,15,2024-2025,2,0,24,0,S,CMH012/24-25,557, 	(12-DEC-2025 16:25:25)
2,15,2024-2025,2,0,24,0,S,CMH013/24-25,558, 	(12-DEC-2025 16:25:25)
2,15,2024-2025,2,0,21,1,S,CMH004/24-25,559, 	(12-DEC-2025 16:25:25)
2,15,2023-2024,2,0,20,0,S,DMH034/23-24,735, 	(12-DEC-2025 16:25:25)
2,15,2019-2020,2,0,5,0,S,C001/19-20,899, 	(12-DEC-2025 16:25:25)
2,18,2019-2020,1,0,3,0,S,D008/19-20,900, 	(12-DEC-2025 16:25:25)
2,20,2021-2022,19,0,25004,0,Q,C0003/21-22,482, 	(12-DEC-2025 16:25:25)
2,20,2021-2022,1,0,15,0,S,D003/21-22,483, 	(12-DEC-2025 16:25:25)
2,20,2021-2022,1,0,21,0,S,C006/21-22,484, 	(12-DEC-2025 16:25:25)
2,20,2022-2023,1,0,24,0,S,DMH002/22-23,646, 	(12-DEC-2025 16:25:25)
2,20,2022-2023,1,0,24,0,S,DMH004/22-23,647, 	(12-DEC-2025 16:25:25)
2,20,2022-2023,1,0,24,0,S,DMH006/22-23,648, 	(12-DEC-2025 16:25:25)
2,20,2023-2024,19,0,25004,0,Q,C0001/23-24,734, 	(12-DEC-2025 16:25:25)
2,20,2023-2024,19,0,25004,0,Q,C0004/23-24,735, 	(12-DEC-2025 16:25:25)
2,20,2016-2017,,,,,,0005/16-17,622, 	(12-DEC-2025 16:25:25)	 (Not Inserted)
2,20,2019-2020,17,0,20005,0,Q,D001/19-20,901, 	(12-DEC-2025 16:25:25)
2,20,2025-2026,,,,,,2CRMH0006/25-26,1, 	(12-DEC-2025 16:25:25)	 (Not Inserted)
2,20,2025-2026,1,0,38,1,S,2DRMH0012/25-26,1, 	(12-DEC-2025 16:25:25)
2,20,2025-2026,,,,,,2CRAP0004/25-26,1, 	(12-DEC-2025 16:25:25)	 (Not Inserted)
2,154,2023-2024,1,0,14,2,S,DMH016/23-24,736, 	(12-DEC-2025 16:25:25)
2,154,2024-2025,1,0,21,0,S,DMH028/24-25,560, 	(12-DEC-2025 16:25:25)
2,154,2024-2025,1,0,21,0,S,CAP002/24-25,584, 	(12-DEC-2025 16:25:25)
2,154,2024-2025,1,0,21,0,S,CMH016/24-25,561, 	(12-DEC-2025 16:25:25)
2,154,2023-2024,1,0,14,2,S,CMH014/23-24,737, 	(12-DEC-2025 16:25:25)
2,154,2023-2024,1,0,14,1,S,DMH013/23-24,738, 	(12-DEC-2025 16:25:25)
2,154,2019-2020,1,0,2,0,S,D012/19-20,902, 	(12-DEC-2025 16:25:25)
2,154,2025-2026,,,,,,2DRGJ0003/25-26,25, 	(12-DEC-2025 16:25:25)	 (Not Inserted)
2,154,2024-2025,1,0,21,0,S,CAP001/24-25,585, 	(12-DEC-2025 16:25:25)
2,154,2025-2026,,,,,,2CRAP0003/25-26,1, 	(12-DEC-2025 16:25:25)	 (Not Inserted)
2,21,2021-2022,1,0,15,1,S,D004/21-22,485, 	(12-DEC-2025 16:25:25)
2,21,2021-2022,1,0,15,1,S,D005/21-22,486, 	(12-DEC-2025 16:25:25)
2,21,2020-2021,1,0,13,0,S,D045/20-21,937, 	(12-DEC-2025 16:25:25)
2,21,2020-2021,1,0,13,0,S,D048/20-21,938, 	(12-DEC-2025 16:25:25)
