

<<START>>,<<FMS_TRADER_AGMT_MST>>,,,, 	(26-JUN-2025 15:06:27)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(26-JUN-2025 15:06:27)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(26-JUN-2025 15:06:27)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(26-JUN-2025 15:06:27)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(26-JUN-2025 15:06:27)
 

TOTAL DATA IN EXCEL : ,0, 	(26-JUN-2025 15:06:27)
 

TOTAL DATA INSERTED : ,5, 	(26-JUN-2025 15:06:27)
 

TOTAL SKIPPED DATA ,0, 	(26-JUN-2025 15:06:27)
 
<<END>>,<<FMS_TRADER_AGMT_MST>>, 	(26-JUN-2025 15:06:27)
 

<<START>>,<<FMS_TRADER_AGMT_PLANT>>, 	(26-JUN-2025 15:06:27)
 

TOTAL DATA IN EXCEL : ,0, 	(26-JUN-2025 15:06:27)
 

TOTAL DATA INSERTED : ,5, 	(26-JUN-2025 15:06:27)
 

TOTAL SKIPPED DATA ,0, 	(26-JUN-2025 15:06:27)
 
<<END>>,<<FMS_TRADER_AGMT_PLANT>>, 	(26-JUN-2025 15:06:27)
 

<<START>>,<<FMS_TRADER_AGMT_BU>>, 	(26-JUN-2025 15:06:27)
 

TOTAL DATA IN EXCEL : ,0, 	(26-JUN-2025 15:06:27)
 

TOTAL DATA INSERTED : ,5, 	(26-JUN-2025 15:06:27)
 

TOTAL SKIPPED DATA ,0, 	(26-JUN-2025 15:06:27)
 
<<END>>,<<FMS_TRADER_AGMT_BU>>, 	(26-JUN-2025 15:06:27)
 

<<START>>,<<FMS_TRADER_AGMT_BILLING_DTL>>, 	(26-JUN-2025 15:06:27)
 

TOTAL DATA IN EXCEL : ,0, 	(26-JUN-2025 15:06:27)
 

TOTAL DATA INSERTED : ,5, 	(26-JUN-2025 15:06:27)
 

TOTAL SKIPPED DATA ,0, 	(26-JUN-2025 15:06:27)
 
<<END>>,<<FMS_TRADER_AGMT_BILLING_DTL>>, 	(26-JUN-2025 15:06:27)
 

<<START>>,<<FMS_TRADER_CN_MST>>,,,,, 	(26-JUN-2025 15:06:27)
 
COMPANY_CD,CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_REF,TIMESTAMP
2, 15,  M , ,  0 , N, 722001, 0,22008, 	(26-JUN-2025 15:06:27)	 (Not Inserted)
2, 20,  M , ,  0 , N, 722001, 0,22011, 	(26-JUN-2025 15:06:27)	 (Not Inserted)
2, 20,  M , ,  0 , N, 722001, 0,22016, 	(26-JUN-2025 15:06:27)	 (Not Inserted)
2, 154,  M , ,  0 , N, 722001, 0,22017, 	(26-JUN-2025 15:06:27)	 (Not Inserted)
2, 154,  M , ,  0 , N, 722001, 0,22018, 	(26-JUN-2025 15:06:27)	 (Not Inserted)
2, 270,  M , 1,  0 , N, 710001, 0,5002, 	(26-JUN-2025 15:06:27)
2, 270,  M , 1,  0 , N, 710002, 0,6003, 	(26-JUN-2025 15:06:27)
2, 270,  M , 1,  0 , N, 710003, 0,6012, 	(26-JUN-2025 15:06:27)
2, 270,  M , 1,  0 , N, 710004, 0,7004, 	(26-JUN-2025 15:06:27)
2, 270,  M , 1,  0 , N, 710005, 0,7007, 	(26-JUN-2025 15:06:27)
2, 270,  M , 1,  0 , N, 710006, 0,7012, 	(26-JUN-2025 15:06:27)
2, 270,  M , 1,  0 , N, 710007, 0,7019, 	(26-JUN-2025 15:06:27)
2, 270,  M , 1,  0 , N, 710008, 0,7020, 	(26-JUN-2025 15:06:27)
2, 270,  M , 1,  0 , N, 710009, 0,7022, 	(26-JUN-2025 15:06:27)
2, 270,  M , 1,  0 , N, 710010, 0,7023, 	(26-JUN-2025 15:06:27)
2, 270,  M , 1,  0 , N, 710011, 0,7024, 	(26-JUN-2025 15:06:27)
2, 270,  M , 1,  0 , N, 710012, 0,8001, 	(26-JUN-2025 15:06:27)
2, 270,  M , 1,  0 , N, 710013, 0,8007, 	(26-JUN-2025 15:06:27)
2, 270,  M , 1,  0 , N, 710014, 0,8013, 	(26-JUN-2025 15:06:27)
2, 270,  M , 1,  0 , N, 710015, 0,8014, 	(26-JUN-2025 15:06:27)
2, 270,  M , 1,  0 , N, 710016, 0,8015, 	(26-JUN-2025 15:06:27)
2, 270,  M , 1,  0 , N, 710017, 0,8017, 	(26-JUN-2025 15:06:27)
2, 270,  M , 1,  0 , N, 710018, 0,8019, 	(26-JUN-2025 15:06:27)
2, 270,  M , 1,  0 , N, 710019, 0,8021, 	(26-JUN-2025 15:06:27)
