

<<START>>,<<FMS_DAILY_BUYER_NOM>>,, 	(21-APR-2025 18:26:00)
 
COUNTERPARTY_ABBR,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,PLANT_SEQ,CONTRACT_TYPE,NOM_REV,TRANS_SEQ,GAS_DT,GEN_TIME,TIMESTAMP,
GSPCL,3,1,3,1,S,1,1,18/08/2013 00:00:00,11:15, 	(21-APR-2025 18:26:00)	 (Not Inserted)
GSPCL,3,1,3,1,S,1,1,19/08/2013 00:00:00,11:15, 	(21-APR-2025 18:26:00)	 (Not Inserted)
GSPCL,3,1,3,1,S,1,1,20/08/2013 00:00:00,11:15, 	(21-APR-2025 18:26:00)	 (Not Inserted)
GSPCL,3,1,3,1,S,1,1,21/08/2013 00:00:00,18:00, 	(21-APR-2025 18:26:00)	 (Not Inserted)
GSPCL,3,1,3,1,S,1,1,22/08/2013 00:00:00,17:00, 	(21-APR-2025 18:26:00)	 (Not Inserted)
GSPCL,3,1,3,1,S,1,1,23/08/2013 00:00:00,19:00, 	(21-APR-2025 18:26:00)	 (Not Inserted)
GSPCL,3,1,3,1,S,1,1,24/08/2013 00:00:00,15:37, 	(21-APR-2025 18:26:00)	 (Not Inserted)
GSPCL,3,1,3,1,S,1,1,25/08/2013 00:00:00,17:44, 	(21-APR-2025 18:26:00)	 (Not Inserted)
GSPCL,3,1,3,1,S,1,1,26/08/2013 00:00:00,17:44, 	(21-APR-2025 18:26:00)	 (Not Inserted)
GSPCL,3,1,3,1,S,1,1,27/08/2013 00:00:00,16:18, 	(21-APR-2025 18:26:00)	 (Not Inserted)
GSPCL,3,1,3,1,S,1,1,28/08/2013 00:00:00,17:55, 	(21-APR-2025 18:26:00)	 (Not Inserted)
GSPCL,3,1,3,1,S,1,1,29/08/2013 00:00:00,18:24, 	(21-APR-2025 18:26:00)	 (Not Inserted)
GSPCL,3,1,3,1,S,1,1,30/08/2013 00:00:00,18:32, 	(21-APR-2025 18:26:00)	 (Not Inserted)
GSPCL,3,1,3,1,S,1,1,31/08/2013 00:00:00,16:40, 	(21-APR-2025 18:26:00)	 (Not Inserted)
GSPCL,3,1,3,1,S,1,1,01/09/2013 00:00:00,17:30, 	(21-APR-2025 18:26:00)	 (Not Inserted)
GSPCL,3,1,3,1,S,1,1,01/09/2013 00:00:00,17:30, 	(21-APR-2025 18:26:00)	 (Not Inserted)
GSPCL,3,1,3,1,S,2,1,19/08/2013 00:00:00,15:33, 	(21-APR-2025 18:26:00)	 (Not Inserted)
GSPCL,3,1,3,1,S,2,1,20/08/2013 00:00:00,11:15, 	(21-APR-2025 18:26:00)	 (Not Inserted)
GSPCL,3,1,3,1,S,2,1,26/08/2013 00:00:00,17:44, 	(21-APR-2025 18:26:00)	 (Not Inserted)
