

<<START>>,<<FMS_TRADER_AGMT_MST>>,,,, 	(16-MAY-2025 16:55:08)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(16-MAY-2025 16:55:08)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(16-MAY-2025 16:55:08)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(16-MAY-2025 16:55:08)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(16-MAY-2025 16:55:08)
 

TOTAL DATA IN EXCEL : ,0, 	(16-MAY-2025 16:55:08)
 

TOTAL DATA INSERTED : ,5, 	(16-MAY-2025 16:55:08)
 

TOTAL SKIPPED DATA ,0, 	(16-MAY-2025 16:55:08)
 
<<END>>,<<FMS_TRADER_AGMT_MST>>, 	(16-MAY-2025 16:55:08)
 

<<START>>,<<FMS_TRADER_AGMT_PLANT>>, 	(16-MAY-2025 16:55:08)
 

TOTAL DATA IN EXCEL : ,0, 	(16-MAY-2025 16:55:08)
 

TOTAL DATA INSERTED : ,5, 	(16-MAY-2025 16:55:08)
 

TOTAL SKIPPED DATA ,0, 	(16-MAY-2025 16:55:08)
 
<<END>>,<<FMS_TRADER_AGMT_PLANT>>, 	(16-MAY-2025 16:55:08)
 

<<START>>,<<FMS_TRADER_AGMT_BU>>, 	(16-MAY-2025 16:55:08)
 

TOTAL DATA IN EXCEL : ,0, 	(16-MAY-2025 16:55:08)
 

TOTAL DATA INSERTED : ,5, 	(16-MAY-2025 16:55:08)
 

TOTAL SKIPPED DATA ,0, 	(16-MAY-2025 16:55:08)
 
<<END>>,<<FMS_TRADER_AGMT_BU>>, 	(16-MAY-2025 16:55:08)
 

<<START>>,<<FMS_TRADER_AGMT_BILLING_DTL>>, 	(16-MAY-2025 16:55:08)
 

TOTAL DATA IN EXCEL : ,0, 	(16-MAY-2025 16:55:08)
 

TOTAL DATA INSERTED : ,5, 	(16-MAY-2025 16:55:08)
 

TOTAL SKIPPED DATA ,0, 	(16-MAY-2025 16:55:08)
 
<<END>>,<<FMS_TRADER_AGMT_BILLING_DTL>>, 	(16-MAY-2025 16:55:08)
 

<<START>>,<<FMS_TRADER_CN_MST>>,,,,, 	(16-MAY-2025 16:55:08)
 
COMPANY_CD,CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_REF,TIMESTAMP
2, 15,  M , ,  0 , N, 722001, 0,22008, 	(16-MAY-2025 16:55:08)	 (Not Inserted)
2, 20,  M , ,  0 , N, 722001, 0,22011, 	(16-MAY-2025 16:55:08)	 (Not Inserted)
2, 20,  M , ,  0 , N, 722001, 0,22016, 	(16-MAY-2025 16:55:08)	 (Not Inserted)
2, 154,  M , ,  0 , N, 722001, 0,22017, 	(16-MAY-2025 16:55:08)	 (Not Inserted)
2, 154,  M , ,  0 , N, 722001, 0,22018, 	(16-MAY-2025 16:55:08)	 (Not Inserted)
2, 270,  M , 1,  0 , N, 710001, 0,5002, 	(16-MAY-2025 16:55:08)
2, 270,  M , 1,  0 , N, 710002, 0,6003, 	(16-MAY-2025 16:55:08)
2, 270,  M , 1,  0 , N, 710003, 0,6012, 	(16-MAY-2025 16:55:08)
2, 270,  M , 1,  0 , N, 710004, 0,7004, 	(16-MAY-2025 16:55:08)
2, 270,  M , 1,  0 , N, 710005, 0,7007, 	(16-MAY-2025 16:55:08)
2, 270,  M , 1,  0 , N, 710006, 0,7012, 	(16-MAY-2025 16:55:08)
2, 270,  M , 1,  0 , N, 710007, 0,7019, 	(16-MAY-2025 16:55:08)
2, 270,  M , 1,  0 , N, 710008, 0,7020, 	(16-MAY-2025 16:55:08)
2, 270,  M , 1,  0 , N, 710009, 0,7022, 	(16-MAY-2025 16:55:08)
2, 270,  M , 1,  0 , N, 710010, 0,7023, 	(16-MAY-2025 16:55:08)
2, 270,  M , 1,  0 , N, 710011, 0,7024, 	(16-MAY-2025 16:55:08)
2, 270,  M , 1,  0 , N, 710012, 0,8001, 	(16-MAY-2025 16:55:08)
2, 270,  M , 1,  0 , N, 710013, 0,8007, 	(16-MAY-2025 16:55:08)
2, 270,  M , 1,  0 , N, 710014, 0,8013, 	(16-MAY-2025 16:55:08)
2, 270,  M , 1,  0 , N, 710015, 0,8014, 	(16-MAY-2025 16:55:08)
2, 270,  M , 1,  0 , N, 710016, 0,8015, 	(16-MAY-2025 16:55:08)
2, 270,  M , 1,  0 , N, 710017, 0,8017, 	(16-MAY-2025 16:55:08)
2, 270,  M , 1,  0 , N, 710018, 0,8019, 	(16-MAY-2025 16:55:08)
2, 270,  M , 1,  0 , N, 710019, 0,8021, 	(16-MAY-2025 16:55:08)
2, 270,  M , 1,  0 , N, 710020, 0,8025, 	(16-MAY-2025 16:55:08)
2, 270,  M , 1,  0 , N, 710021, 0,8026, 	(16-MAY-2025 16:55:08)
2, 270,  M , 1,  0 , N, 710022, 0,8028, 	(16-MAY-2025 16:55:08)
2, 270,  M , 1,  0 , N, 710023, 0,9003, 	(16-MAY-2025 16:55:08)
2, 270,  M , 1,  0 , N, 710024, 0,9004, 	(16-MAY-2025 16:55:08)
2, 270,  M , 1,  0 , N, 710025, 0,9005, 	(16-MAY-2025 16:55:08)
2, 270,  M , 1,  0 , N, 710026, 0,9007, 	(16-MAY-2025 16:55:08)
2, 270,  M , 1,  0 , N, 710027, 0,9017, 	(16-MAY-2025 16:55:08)
2, 270,  M , 1,  0 , N, 710028, 0,10002, 	(16-MAY-2025 16:55:08)
2, 270,  M , 1,  0 , N, 710029, 0,10004, 	(16-MAY-2025 16:55:08)
2, 270,  M , 1,  0 , N, 710030, 0,10005, 	(16-MAY-2025 16:55:08)
2, 270,  M , 1,  0 , N, 711001, 0,10009, 	(16-MAY-2025 16:55:08)
2, 270,  M , ,  0 , N, 711002, 0,10009, 	(16-MAY-2025 16:55:08)	 (Not Inserted)
2, 270,  M , ,  0 , N, 711002, 0,10009, 	(16-MAY-2025 16:55:08)	 (Not Inserted)
2, 270,  M , ,  0 , N, 711002, 0,10009, 	(16-MAY-2025 16:55:08)	 (Not Inserted)
2, 270,  M , ,  0 , N, 711002, 0,10009, 	(16-MAY-2025 16:55:08)	 (Not Inserted)
2, 270,  M , ,  0 , N, 711002, 0,10009, 	(16-MAY-2025 16:55:08)	 (Not Inserted)
2, 270,  M , 1,  0 , N, 711002, 0,11002, 	(16-MAY-2025 16:55:08)
2, 270,  M , 1,  0 , N, 711003, 0,11006, 	(16-MAY-2025 16:55:08)
2, 270,  M , 1,  0 , N, 712001, 0,11008, 	(16-MAY-2025 16:55:08)
2, 270,  M , ,  0 , N, 712002, 0,11008, 	(16-MAY-2025 16:55:08)	 (Not Inserted)
2, 270,  M , ,  0 , N, 712002, 0,11008, 	(16-MAY-2025 16:55:08)	 (Not Inserted)
2, 270,  M , 1,  0 , N, 713001, 0,11009, 	(16-MAY-2025 16:55:08)
2, 270,  M , ,  0 , N, 713002, 0,11009, 	(16-MAY-2025 16:55:08)	 (Not Inserted)
2, 270,  M , ,  0 , N, 713002, 0,11009, 	(16-MAY-2025 16:55:08)	 (Not Inserted)
2, 270,  M , ,  0 , N, 713002, 0,11009, 	(16-MAY-2025 16:55:08)	 (Not Inserted)
2, 270,  M , ,  0 , N, 713002, 0,11009, 	(16-MAY-2025 16:55:08)	 (Not Inserted)
2, 270,  M , ,  0 , N, 713002, 0,11009, 	(16-MAY-2025 16:55:08)	 (Not Inserted)
2, 116,  M , 1,  0 , N, 710031, 0,5001, 	(16-MAY-2025 16:55:08)
2, 116,  M , 1,  0 , N, 710032, 0,5003, 	(16-MAY-2025 16:55:08)
2, 116,  M , 1,  0 , N, 710033, 0,6001, 	(16-MAY-2025 16:55:08)
2, 116,  M , 1,  0 , N, 710034, 0,6002, 	(16-MAY-2025 16:55:08)
2, 116,  M , 1,  0 , N, 710035, 0,6004, 	(16-MAY-2025 16:55:08)
2, 116,  M , 1,  0 , N, 710036, 0,6005, 	(16-MAY-2025 16:55:08)
2, 116,  M , 1,  0 , N, 710037, 0,6006, 	(16-MAY-2025 16:55:08)
2, 116,  M , 1,  0 , N, 710038, 0,6007, 	(16-MAY-2025 16:55:08)
2, 116,  M , 1,  0 , N, 710039, 0,6008, 	(16-MAY-2025 16:55:08)
2, 116,  M , 1,  0 , N, 710040, 0,6009, 	(16-MAY-2025 16:55:08)
2, 116,  M , 1,  0 , N, 710041, 0,6010, 	(16-MAY-2025 16:55:08)
2, 116,  M , 1,  0 , N, 710042, 0,6011, 	(16-MAY-2025 16:55:08)
2, 116,  M , 1,  0 , N, 710043, 0,6013, 	(16-MAY-2025 16:55:08)
2, 116,  M , 1,  0 , N, 710044, 0,6014, 	(16-MAY-2025 16:55:08)
2, 116,  M , 1,  0 , N, 710045, 0,7001, 	(16-MAY-2025 16:55:08)
2, 116,  M , 1,  0 , N, 710046, 0,7002, 	(16-MAY-2025 16:55:08)
2, 116,  M , 1,  0 , N, 710047, 0,7003, 	(16-MAY-2025 16:55:08)
2, 116,  M , 1,  0 , N, 710048, 0,7005, 	(16-MAY-2025 16:55:08)
2, 116,  M , 1,  0 , N, 710049, 0,7006, 	(16-MAY-2025 16:55:08)
2, 116,  M , 1,  0 , N, 710050, 0,7008, 	(16-MAY-2025 16:55:08)
2, 116,  M , 1,  0 , N, 710051, 0,7009, 	(16-MAY-2025 16:55:08)
2, 116,  M , 1,  0 , N, 710052, 0,7010, 	(16-MAY-2025 16:55:08)
2, 116,  M , 1,  0 , N, 710053, 0,7011, 	(16-MAY-2025 16:55:08)
2, 116,  M , 1,  0 , N, 710054, 0,7013, 	(16-MAY-2025 16:55:08)
2, 116,  M , 1,  0 , N, 710055, 0,7014, 	(16-MAY-2025 16:55:08)
2, 116,  M , 1,  0 , N, 710056, 0,7015, 	(16-MAY-2025 16:55:08)
2, 116,  M , 1,  0 , N, 710057, 0,7016, 	(16-MAY-2025 16:55:08)
2, 116,  M , 1,  0 , N, 710058, 0,7017, 	(16-MAY-2025 16:55:08)
2, 116,  M , 1,  0 , N, 710059, 0,7018, 	(16-MAY-2025 16:55:08)
2, 116,  M , 1,  0 , N, 710060, 0,7021, 	(16-MAY-2025 16:55:08)
2, 116,  M , 1,  0 , N, 710061, 0,7025, 	(16-MAY-2025 16:55:08)
2, 116,  M , 1,  0 , N, 710062, 0,7026, 	(16-MAY-2025 16:55:08)
