

<<START>>,<<FMS_ENTITY_CONTACT_MST>>,,,,,, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 22 , 31/01/2018 00:00:00 , P18, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 23 , 01/06/2021 00:00:00 , P8, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 23 , 01/06/2021 00:00:00 , P17, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 24 , 01/06/2021 00:00:00 , P18, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 24 , 01/06/2021 00:00:00 , P16, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 25 , 14/09/2008 00:00:00 , P4, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 26 , 14/09/2008 00:00:00 , P4, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 27 , 31/01/2018 00:00:00 , P18, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 28 , 01/01/2020 00:00:00 , P9, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 29 , 31/01/2018 00:00:00 , B, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 30 , 31/01/2018 00:00:00 , B, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 31 , 01/07/2021 00:00:00 , P5, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 32 , 01/01/2020 00:00:00 , P15, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 33 , 31/01/2018 00:00:00 , B, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 34 , 28/02/2017 00:00:00 , P12, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 35 , 14/09/2008 00:00:00 , P4, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 36 , 14/09/2008 00:00:00 , P4, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 37 , 01/01/2020 00:00:00 , B, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 38 , 01/01/2020 00:00:00 , P2, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 39 , 01/01/2020 00:00:00 , P9, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 39 , 01/01/2020 00:00:00 , P9, 	(18-MAR-2025 14:19:43)	 (Not Inserted)
2,1 , RIL , C , 40 , 14/09/2008 00:00:00 , C, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 41 , 14/09/2008 00:00:00 , P4, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 42 , 01/01/2020 00:00:00 , P9, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 43 , 31/01/2018 00:00:00 , P8, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 44 , 14/09/2008 00:00:00 , R, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 45 , 14/09/2008 00:00:00 , R, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 46 , 14/09/2008 00:00:00 , P2, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 47 , 14/09/2008 00:00:00 , P4, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 48 , 10/02/2012 00:00:00 , P2, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 1 , 14/09/2008 00:00:00 , R, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 2 , 01/07/2021 00:00:00 , P5, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 3 , 31/01/2018 00:00:00 , B, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 4 , 01/07/2021 00:00:00 , P5, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 5 , 01/01/2020 00:00:00 , P4, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 5 , 01/01/2020 00:00:00 , B, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 6 , 14/09/2008 00:00:00 , R, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 7 , 31/01/2018 00:00:00 , P8, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 8 , 14/09/2008 00:00:00 , P8, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 9 , 10/02/2012 00:00:00 , P2, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 9 , 10/02/2012 00:00:00 , R, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 10 , 01/01/2020 00:00:00 , P15, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 11 , 14/09/2008 00:00:00 , P4, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 12 , 31/01/2018 00:00:00 , P2, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 13 , 31/01/2018 00:00:00 , B, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 14 , 14/09/2008 00:00:00 , R, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P3, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P6, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P10, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P11, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P7, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , B, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 16 , 14/09/2008 00:00:00 , P5, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 17 , 01/01/2020 00:00:00 , P15, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 18 , 01/07/2021 00:00:00 , P5, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 19 , 01/01/2020 00:00:00 , P9, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 20 , 14/09/2008 00:00:00 , R, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P14, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P13, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , B, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 22 , 31/01/2018 00:00:00 , P18, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 23 , 01/06/2021 00:00:00 , P8, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 23 , 01/06/2021 00:00:00 , P17, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 24 , 01/06/2021 00:00:00 , P18, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 24 , 01/06/2021 00:00:00 , P16, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 25 , 14/09/2008 00:00:00 , P4, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 26 , 14/09/2008 00:00:00 , P4, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 27 , 31/01/2018 00:00:00 , P18, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 28 , 01/01/2020 00:00:00 , P9, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 29 , 31/01/2018 00:00:00 , B, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 30 , 31/01/2018 00:00:00 , B, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 31 , 01/07/2021 00:00:00 , P5, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 32 , 01/01/2020 00:00:00 , P15, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 33 , 31/01/2018 00:00:00 , B, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 34 , 28/02/2017 00:00:00 , P12, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 35 , 14/09/2008 00:00:00 , P4, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 36 , 14/09/2008 00:00:00 , P4, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 37 , 01/01/2020 00:00:00 , B, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 38 , 01/01/2020 00:00:00 , P2, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 39 , 01/01/2020 00:00:00 , P9, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 39 , 01/01/2020 00:00:00 , P9, 	(18-MAR-2025 14:19:43)	 (Not Inserted)
2,1 , RIL , C , 40 , 14/09/2008 00:00:00 , C, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 41 , 14/09/2008 00:00:00 , P4, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 42 , 01/01/2020 00:00:00 , P9, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 43 , 31/01/2018 00:00:00 , P8, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 44 , 14/09/2008 00:00:00 , R, 	(18-MAR-2025 14:19:43)
2,1 , RIL , C , 45 , 14/09/2008 00:00:00 , R, 	(18-MAR-2025 14:19:44)
2,1 , RIL , C , 46 , 14/09/2008 00:00:00 , P2, 	(18-MAR-2025 14:19:44)
2,1 , RIL , C , 47 , 14/09/2008 00:00:00 , P4, 	(18-MAR-2025 14:19:44)
2,1 , RIL , C , 48 , 10/02/2012 00:00:00 , P2, 	(18-MAR-2025 14:19:44)
2,2 , MGL , C , 1 , 16/07/2009 00:00:00 , C, 	(18-MAR-2025 14:19:44)
2,2 , MGL , C , 2 , 09/05/2022 00:00:00 , B, 	(18-MAR-2025 14:19:44)
2,2 , MGL , C , 2 , 09/05/2022 00:00:00 , B, 	(18-MAR-2025 14:19:44)	 (Not Inserted)
2,2 , MGL , C , 3 , 01/08/2022 00:00:00 , B, 	(18-MAR-2025 14:19:44)
2,2 , MGL , C , 4 , 16/07/2009 00:00:00 , B, 	(18-MAR-2025 14:19:44)
2,2 , MGL , C , 5 , 16/07/2009 00:00:00 , B, 	(18-MAR-2025 14:19:44)
2,2 , MGL , C , 6 , 17/08/2011 00:00:00 , B, 	(18-MAR-2025 14:19:44)
2,2 , MGL , C , 1 , 16/07/2009 00:00:00 , C, 	(18-MAR-2025 14:19:44)
2,2 , MGL , C , 2 , 09/05/2022 00:00:00 , B, 	(18-MAR-2025 14:19:44)
2,2 , MGL , C , 2 , 09/05/2022 00:00:00 , B, 	(18-MAR-2025 14:19:44)	 (Not Inserted)
2,2 , MGL , C , 3 , 01/08/2022 00:00:00 , B, 	(18-MAR-2025 14:19:44)
2,2 , MGL , C , 4 , 16/07/2009 00:00:00 , B, 	(18-MAR-2025 14:19:44)
2,2 , MGL , C , 5 , 16/07/2009 00:00:00 , B, 	(18-MAR-2025 14:19:44)
2,2 , MGL , C , 6 , 17/08/2011 00:00:00 , B, 	(18-MAR-2025 14:19:44)
2,3 , GSPCL , C , 1 , 01/04/2009 00:00:00 , B, 	(18-MAR-2025 14:19:44)
2,3 , GSPCL , C , 1 , 01/04/2009 00:00:00 , P1, 	(18-MAR-2025 14:19:44)
2,3 , GSPCL , C , 1 , 01/04/2009 00:00:00 , P3, 	(18-MAR-2025 14:19:44)
2,3 , GSPCL , C , 1 , 01/04/2009 00:00:00 , P2, 	(18-MAR-2025 14:19:44)
2,3 , GSPCL , C , 2 , 21/04/2006 00:00:00 , 0, 	(18-MAR-2025 14:19:44)
2,3 , GSPCL , C , 2 , 21/04/2006 00:00:00 , 0, 	(18-MAR-2025 14:19:44)	 (Not Inserted)
2,3 , GSPCL , C , 3 , 21/04/2006 00:00:00 , B, 	(18-MAR-2025 14:19:44)
2,3 , GSPCL , C , 3 , 21/04/2006 00:00:00 , 0, 	(18-MAR-2025 14:19:44)
2,3 , GSPCL , C , 3 , 21/04/2006 00:00:00 , 0, 	(18-MAR-2025 14:19:44)	 (Not Inserted)
2,3 , GSPCL , C , 3 , 21/04/2006 00:00:00 , B, 	(18-MAR-2025 14:19:44)	 (Not Inserted)
2,3 , GSPCL , C , 4 , 01/04/2009 00:00:00 , R, 	(18-MAR-2025 14:19:44)
2,3 , GSPCL , C , 1 , 01/04/2009 00:00:00 , B, 	(18-MAR-2025 14:19:44)
2,3 , GSPCL , C , 1 , 01/04/2009 00:00:00 , P1, 	(18-MAR-2025 14:19:44)
2,3 , GSPCL , C , 1 , 01/04/2009 00:00:00 , P3, 	(18-MAR-2025 14:19:44)
2,3 , GSPCL , C , 1 , 01/04/2009 00:00:00 , P2, 	(18-MAR-2025 14:19:44)
2,3 , GSPCL , C , 2 , 21/04/2006 00:00:00 , 0, 	(18-MAR-2025 14:19:44)
2,3 , GSPCL , C , 2 , 21/04/2006 00:00:00 , 0, 	(18-MAR-2025 14:19:44)	 (Not Inserted)
2,3 , GSPCL , C , 3 , 21/04/2006 00:00:00 , B, 	(18-MAR-2025 14:19:44)
2,3 , GSPCL , C , 3 , 21/04/2006 00:00:00 , 0, 	(18-MAR-2025 14:19:44)
2,3 , GSPCL , C , 3 , 21/04/2006 00:00:00 , 0, 	(18-MAR-2025 14:19:44)	 (Not Inserted)
2,3 , GSPCL , C , 3 , 21/04/2006 00:00:00 , B, 	(18-MAR-2025 14:19:44)	 (Not Inserted)
2,3 , GSPCL , C , 4 , 01/04/2009 00:00:00 , R, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 1 , 01/05/2024 00:00:00 , P7, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 2 , 01/05/2024 00:00:00 , P7, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 3 , 01/07/2022 00:00:00 , B, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 3 , 01/07/2022 00:00:00 , P2, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 4 , 01/05/2024 00:00:00 , P6, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 5 , 01/08/2024 00:00:00 , B, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 6 , 01/06/2023 00:00:00 , P4, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 7 , 01/07/2022 00:00:00 , B, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 7 , 01/07/2022 00:00:00 , P2, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 8 , 08/03/2007 00:00:00 , B, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 9 , 01/08/2024 00:00:00 , B, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 10 , 01/05/2024 00:00:00 , B, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 10 , 01/05/2024 00:00:00 , P4, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 10 , 01/05/2024 00:00:00 , P6, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 11 , 01/06/2024 00:00:00 , B, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 11 , 01/06/2024 00:00:00 , P2, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 11 , 01/06/2024 00:00:00 , P6, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 11 , 01/06/2024 00:00:00 , P8, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 12 , 01/08/2024 00:00:00 , B, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 13 , 01/07/2022 00:00:00 , B, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 13 , 01/07/2022 00:00:00 , P2, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 14 , 01/06/2023 00:00:00 , P4, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 15 , 01/11/2022 00:00:00 , P2, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 15 , 01/11/2022 00:00:00 , P3, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 16 , 01/06/2023 00:00:00 , P4, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 17 , 28/05/2024 00:00:00 , P8, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 1 , 01/05/2024 00:00:00 , P7, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 2 , 01/05/2024 00:00:00 , P7, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 3 , 01/07/2022 00:00:00 , B, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 3 , 01/07/2022 00:00:00 , P2, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 4 , 01/05/2024 00:00:00 , P6, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 5 , 01/08/2024 00:00:00 , B, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 6 , 01/06/2023 00:00:00 , P4, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 7 , 01/07/2022 00:00:00 , B, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 7 , 01/07/2022 00:00:00 , P2, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 8 , 08/03/2007 00:00:00 , B, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 9 , 01/08/2024 00:00:00 , B, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 10 , 01/05/2024 00:00:00 , B, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 10 , 01/05/2024 00:00:00 , P4, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 10 , 01/05/2024 00:00:00 , P6, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 11 , 01/06/2024 00:00:00 , B, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 11 , 01/06/2024 00:00:00 , P2, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 11 , 01/06/2024 00:00:00 , P6, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 11 , 01/06/2024 00:00:00 , P8, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 12 , 01/08/2024 00:00:00 , B, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 13 , 01/07/2022 00:00:00 , B, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 13 , 01/07/2022 00:00:00 , P2, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 14 , 01/06/2023 00:00:00 , P4, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 15 , 01/11/2022 00:00:00 , P2, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 15 , 01/11/2022 00:00:00 , P3, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 16 , 01/06/2023 00:00:00 , P4, 	(18-MAR-2025 14:19:44)
2,4 , Gail , C , 17 , 28/05/2024 00:00:00 , P8, 	(18-MAR-2025 14:19:44)
2,4 , Gail , R , 1 , 01/09/2023 00:00:00 , PGail, 	(18-MAR-2025 14:19:44)
**********AutomationEMS Error  (18-MAR-2025 14:19:44) **********
java.sql.SQLException: ORA-12899: value too large for column "MIGRATE2EMS"."FMS_ENTITY_CONTACT_MST"."ADDR_FLAG" (actual: 5, maximum: 3)


com.etrm.fms.migration.Master_SEIPL_Data_Reader.FMS_ENTITY_CONTACT_MST(Master_SEIPL_Data_Reader.java:4194)
com.etrm.fms.migration.Master_SEIPL_Data_Reader.init(Master_SEIPL_Data_Reader.java:189)
**************************************************

<<FUNCTION FMS_ENTITY_CONTACT_MST() ENDED WITH ERRORS>>
