

<<START>>,<<FMS_TRADER_BILLING_DTL>>,,,,,, 	(25-JUL-2025 11:27:03)
 
COMNPANY_CD,CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,SN_NO,PLANT_SEQ_NO,TIMESTAMP
2,1:RIL, 0, 0,823015, 1,I,RIL-15-1-I-9923034-1,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,824001, 1,I,RIL-16-1-I-9924004-1,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,824002, 1,I,RIL-17-1-I-9924006-1,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,824003, 1,I,RIL-18-1-I-9924008-1,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823016, 4,D,RIL-1-1-D-21010-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823017, 4,D,RIL-1-2-D-21011-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823018, 4,D,RIL-1-3-D-21012-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823019, 4,D,RIL-1-4-D-21013-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823020, 4,D,RIL-1-5-D-21014-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823021, 4,D,RIL-1-6-D-21015-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823022, 4,D,RIL-1-7-D-21016-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823023, 4,D,RIL-1-8-D-21017-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823024, 4,D,RIL-1-9-D-21018-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823025, 4,D,RIL-1-10-D-21019-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823026, 4,D,RIL-1-11-D-21020-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823027, 4,D,RIL-1-12-D-21021-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823028, 4,D,RIL-1-13-D-21022-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823029, 4,D,RIL-1-14-D-21023-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823030, 4,D,RIL-1-15-D-21024-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823031, 4,D,RIL-1-16-D-21025-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823032, 4,D,RIL-1-17-D-21026-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823033, 4,D,RIL-1-18-D-21027-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823034, 4,D,RIL-1-19-D-21028-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823035, 4,D,RIL-1-20-D-21029-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823036, 4,D,RIL-1-21-D-21030-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823037, 4,D,RIL-1-22-D-21031-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823038, 4,D,RIL-1-23-D-21032-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823039, 4,D,RIL-1-24-D-21033-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823040, 4,D,RIL-1-25-D-21034-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823041, 4,D,RIL-1-26-D-21035-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823042, 4,D,RIL-1-27-D-21036-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823043, 4,D,RIL-1-28-D-21037-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823044, 4,D,RIL-1-29-D-21038-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823045, 4,D,RIL-1-30-D-21039-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823046, 4,D,RIL-1-31-D-21040-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823047, 4,D,RIL-1-32-D-21041-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823048, 4,D,RIL-1-33-D-21042-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823049, 4,D,RIL-1-34-D-21043-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823050, 4,D,RIL-1-35-D-21044-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823051, 4,D,RIL-1-36-D-21045-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,823052, 4,D,RIL-1-37-D-21046-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,824004, 21,D,RIL-2-1-D-23012-21,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,824005, 21,D,RIL-2-2-D-23013-21,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,824004, 21,D,RIL-2-1-D-23012-21,1, 	(25-JUL-2025 11:27:03)	 (Not Inserted)
2,1:RIL, 0, 0,824005, 21,D,RIL-2-2-D-23013-21,1, 	(25-JUL-2025 11:27:03)	 (Not Inserted)
2,1:RIL, 0, 0,824006, 13,D,RIL-3-1-D-23019-13,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,824007, 13,D,RIL-3-2-D-23020-13,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,824006, 13,D,RIL-3-1-D-23019-13,1, 	(25-JUL-2025 11:27:03)	 (Not Inserted)
2,1:RIL, 0, 0,824007, 13,D,RIL-3-2-D-23020-13,1, 	(25-JUL-2025 11:27:03)	 (Not Inserted)
2,1:RIL, 0, 0,823053, 4,D,RIL-4-1-D-23038-4,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,824008, 1,D,RIL-5-1-D-24014-1,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,824008, 1,D,RIL-5-1-D-24014-1,1, 	(25-JUL-2025 11:27:03)	 (Not Inserted)
2,43:BP, 0, 0,822001, 3,I,BP-1-1-I-9922018-3,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,822002, 4,I,BP-2-1-I-9922021-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,822003, 1,I,BP-3-1-I-9922023-1,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,822004, 1,I,BP-4-1-I-9922025-1,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823054, 1,I,BP-5-1-I-9923003-1,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823055, 1,I,BP-6-1-I-9923010-1,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823056, 1,I,BP-7-1-I-9923011-1,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823057, 1,I,BP-8-1-I-9923012-1,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823058, 1,I,BP-9-1-I-9923013-1,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823059, 1,I,BP-10-1-I-9923014-1,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823060, 1,I,BP-11-1-I-9923016-1,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823061, 1,I,BP-12-1-I-9923018-1,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823062, 1,I,BP-13-1-I-9923020-1,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823063, 1,I,BP-14-1-I-9923022-1,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823064, 1,I,BP-15-1-I-9923024-1,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823065, 0,I,BP-16-1-I-9923026-0,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823066, 2,I,BP-17-1-I-9923029-2,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823067, 3,I,BP-18-1-I-9923032-3,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823068, 1,I,BP-19-1-I-9923033-1,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,824009, 1,I,BP-20-1-I-9924005-1,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,824010, 1,I,BP-21-1-I-9924007-1,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,824011, 1,I,BP-22-1-I-9924009-1,1, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,822005, 0,D,RIL-1-8-D-22008-0,4, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,822006, 0,D,RIL-1-9-D-22009-0,4, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,822007, 0,D,RIL-1-10-D-22010-0,4, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,822008, 0,D,RIL-1-11-D-22011-0,4, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,822009, 0,D,RIL-1-12-D-22012-0,4, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,822005, 0,D,RIL-1-8-D-22008-0,5, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,822006, 0,D,RIL-1-9-D-22009-0,5, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,822007, 0,D,RIL-1-10-D-22010-0,5, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,822008, 0,D,RIL-1-11-D-22011-0,5, 	(25-JUL-2025 11:27:03)
2,1:RIL, 0, 0,822009, 0,D,RIL-1-12-D-22012-0,5, 	(25-JUL-2025 11:27:03)
2,15:HPCL, 0, 0,822010, 0,D,HPCL-1-1-D-22021-0,1, 	(25-JUL-2025 11:27:03)
2,51:ONGC, 0, 0,822011, 1,I,ONGC-1-1-I-9922001-1,1, 	(25-JUL-2025 11:27:03)
2,51:ONGC, 0, 0,822012, 0,I,ONGC-2-1-I-9922009-0,1, 	(25-JUL-2025 11:27:03)
2,51:ONGC, 0, 0,822013, 1,I,ONGC-3-1-I-9922012-1,1, 	(25-JUL-2025 11:27:03)
2,51:ONGC, 0, 0,822014, 1,I,ONGC-4-1-I-9922015-1,1, 	(25-JUL-2025 11:27:03)
2,51:ONGC, 0, 0,822015, 1,I,ONGC-5-1-I-9922019-1,1, 	(25-JUL-2025 11:27:03)
2,51:ONGC, 0, 0,822016, 2,I,ONGC-6-1-I-9922026-2,1, 	(25-JUL-2025 11:27:03)
2,51:ONGC, 0, 0,823069, 1,I,ONGC-7-1-I-9923004-1,1, 	(25-JUL-2025 11:27:03)
2,51:ONGC, 0, 0,823070, 1,I,ONGC-8-1-I-9923027-1,1, 	(25-JUL-2025 11:27:03)
2,51:ONGC, 0, 0,824012, 1,I,ONGC-9-1-I-9924002-1,1, 	(25-JUL-2025 11:27:03)
2,51:ONGC, 0, 0,823071, 0,D,ONGC-1-1-D-23018-0,1, 	(25-JUL-2025 11:27:03)
2,20:AMNS, 0, 0,822017, 0,T,AMNS-1-1-T-22023-0,1, 	(25-JUL-2025 11:27:03)
2,20:AMNS, 0, 0,822018, 2,D,AMNS-2-1-D-22033-2,1, 	(25-JUL-2025 11:27:03)
2,20:AMNS, 0, 0,822018, 2,D,AMNS-2-1-D-22033-2,1, 	(25-JUL-2025 11:27:03)	 (Not Inserted)
2,20:AMNS, 0, 0,823072, 1,T,AMNS-3-1-T-22036-1,1, 	(25-JUL-2025 11:27:03)
2,20:AMNS, 0, 0,823073, 1,T,AMNS-4-1-T-23002-1,1, 	(25-JUL-2025 11:27:03)
2,20:AMNS, 0, 0,823073, 1,T,AMNS-4-1-T-23002-1,1, 	(25-JUL-2025 11:27:03)	 (Not Inserted)
2,20:AMNS, 0, 0,823074, 0,T,AMNS-5-1-T-23032-0,1, 	(25-JUL-2025 11:27:03)
2,20:AMNS, 0, 0,823076, 1,T,AMNS-7-1-T-23037-1,1, 	(25-JUL-2025 11:27:03)
2,20:AMNS, 0, 0,823076, 1,T,AMNS-7-1-T-23037-1,1, 	(25-JUL-2025 11:27:03)	 (Not Inserted)
2,20:AMNS, 0, 0,824013, 1,T,AMNS-8-1-T-24001-1,1, 	(25-JUL-2025 11:27:03)
2,20:AMNS, 0, 0,825001, 0,T,AMNS-9-1-T-25002-0,1, 	(25-JUL-2025 11:27:03)
2,20:AMNS, 0, 0,825001, 0,T,AMNS-9-1-T-25002-0,1, 	(25-JUL-2025 11:27:03)	 (Not Inserted)
2,14:BPCL, 0, 0,822019, 0,I,BPCL-1-1-I-9922002-0,1, 	(25-JUL-2025 11:27:03)
2,14:BPCL, 0, 0,822020, 0,I,BPCL-2-1-I-9922003-0,1, 	(25-JUL-2025 11:27:03)
2,14:BPCL, 0, 0,822021, 0,I,BPCL-3-1-I-9922006-0,1, 	(25-JUL-2025 11:27:03)
2,14:BPCL, 0, 0,822022, 1,I,BPCL-4-1-I-9922007-1,1, 	(25-JUL-2025 11:27:03)
2,14:BPCL, 0, 0,822023, 0,I,BPCL-5-1-I-9922004-0,1, 	(25-JUL-2025 11:27:03)
2,14:BPCL, 0, 0,822024, 1,I,BPCL-6-1-I-9922008-1,1, 	(25-JUL-2025 11:27:03)
2,14:BPCL, 0, 0,822025, 0,I,BPCL-7-1-I-9922005-0,1, 	(25-JUL-2025 11:27:03)
2,14:BPCL, 0, 0,822026, 0,I,BPCL-8-1-I-9922010-0,1, 	(25-JUL-2025 11:27:03)
2,14:BPCL, 0, 0,822027, 1,I,BPCL-9-1-I-9922014-1,1, 	(25-JUL-2025 11:27:03)
2,14:BPCL, 0, 0,823077, 1,I,BPCL-10-1-I-9923028-1,1, 	(25-JUL-2025 11:27:03)
2,157:DEEPENER, 0, 0,822028, 1,I,DEEPENER-1-1-I-9922011-1,1, 	(25-JUL-2025 11:27:03)
2,154:SEMTPL, 0, 0,822029, 0,D,SEMTPL-1-1-D-22026-0,1, 	(25-JUL-2025 11:27:03)
2,154:SEMTPL, 0, 0,823078, 5,D,SEMTPL-2-1-D-22027-5,1, 	(25-JUL-2025 11:27:03)
2,154:SEMTPL, 0, 0,823079, 5,D,SEMTPL-2-1-D-22032-5,1, 	(25-JUL-2025 11:27:03)
2,154:SEMTPL, 0, 0,823080, 5,D,SEMTPL-2-1-D-22034-5,1, 	(25-JUL-2025 11:27:03)
2,154:SEMTPL, 0, 0,823081, 5,D,SEMTPL-2-1-D-22031-5,1, 	(25-JUL-2025 11:27:03)
2,154:SEMTPL, 0, 0,823082, 5,D,SEMTPL-2-1-D-22035-5,1, 	(25-JUL-2025 11:27:03)
2,154:SEMTPL, 0, 0,823083, 0,D,SEMTPL-3-1-D-23001-0,1, 	(25-JUL-2025 11:27:03)
2,154:SEMTPL, 0, 0,823084, 0,D,SEMTPL-4-1-D-23003-0,1, 	(25-JUL-2025 11:27:03)
2,154:SEMTPL, 0, 0,823085, 0,D,SEMTPL-5-1-D-23004-0,1, 	(25-JUL-2025 11:27:03)
2,154:SEMTPL, 0, 0,823086, 0,D,SEMTPL-6-1-D-23005-0,1, 	(25-JUL-2025 11:27:03)
2,154:SEMTPL, 0, 0,823087, 0,D,SEMTPL-7-1-D-23006-0,1, 	(25-JUL-2025 11:27:03)
2,154:SEMTPL, 0, 0,823088, 3,D,SEMTPL-8-1-D-23008-3,1, 	(25-JUL-2025 11:27:03)
2,154:SEMTPL, 0, 0,823089, 0,D,SEMTPL-9-1-D-23009-0,1, 	(25-JUL-2025 11:27:03)
2,154:SEMTPL, 0, 0,823090, 1,D,SEMTPL-10-1-D-23021-1,1, 	(25-JUL-2025 11:27:03)
2,154:SEMTPL, 0, 0,823091, 0,D,SEMTPL-11-1-D-23014-0,1, 	(25-JUL-2025 11:27:03)
2,154:SEMTPL, 0, 0,823092, 0,D,SEMTPL-12-1-D-23036-0,1, 	(25-JUL-2025 11:27:03)
2,154:SEMTPL, 0, 0,824014, 0,D,SEMTPL-13-1-D-24007-0,1, 	(25-JUL-2025 11:27:03)
2,154:SEMTPL, 0, 0,824015, 2,D,SEMTPL-14-1-D-24009-2,1, 	(25-JUL-2025 11:27:03)
2,154:SEMTPL, 0, 0,824016, 2,D,SEMTPL-14-1-D-24008-2,1, 	(25-JUL-2025 11:27:03)
2,154:SEMTPL, 0, 0,825002, 2,T,SEMTPL-19-1-T-24013-2,4, 	(25-JUL-2025 11:27:03)
2,154:SEMTPL, 0, 0,825002, 2,T,SEMTPL-19-1-T-24013-2,2, 	(25-JUL-2025 11:27:03)
2,154:SEMTPL, 0, 0,825003, 0,D,SEMTPL-20-1-D-25004-0,3, 	(25-JUL-2025 11:27:03)
2,124:MGRPL, 0, 0,822030, 2,I,MGRPL-1-1-I-9922013-2,1, 	(25-JUL-2025 11:27:03)
2,124:MGRPL, 0, 0,824021, 2,I,MGRPL-2-1-I-9924001-2,1, 	(25-JUL-2025 11:27:03)
2,61:EFSPL, 0, 0,822031, 1,I,EFSPL-1-1-I-9922016-1,1, 	(25-JUL-2025 11:27:03)
2,61:EFSPL, 0, 0,823093, 0,I,EFSPL-2-1-I-9923035-0,1, 	(25-JUL-2025 11:27:03)
2,61:EFSPL, 0, 0,824022, 2,I,EFSPL-3-1-I-9924010-2,2, 	(25-JUL-2025 11:27:03)
2,61:EFSPL, 0, 0,824023, 2,I,EFSPL-4-1-I-9924012-2,2, 	(25-JUL-2025 11:27:03)
2,211:DIL, 0, 0,823094, 1,I,DIL-1-1-I-9923001-1,1, 	(25-JUL-2025 11:27:03)
2,159:CAIRENH, 0, 0,823095, 1,D,CAIRENH-1-1-D-23017-1,1, 	(25-JUL-2025 11:27:03)
2,186:VEDALTD, 0, 0,823096, 1,D,VEDALTD-1-1-D-23016-1,1, 	(25-JUL-2025 11:27:03)
2,166:ESSAREX, 0, 0,823097, 5,T,ESSAREX-1-1-T-23033-5,1, 	(25-JUL-2025 11:27:03)
2,166:ESSAREX, 0, 0,823098, 5,T,ESSAREX-1-1-T-23027-5,1, 	(25-JUL-2025 11:27:03)
2,166:ESSAREX, 0, 0,824024, 1,T,ESSAREX-2-1-T-24005-1,1, 	(25-JUL-2025 11:27:03)
2,64:IGSPL, 0, 0,823099, 2,D,IGSPL-1-1-D-23030-2,2, 	(25-JUL-2025 11:27:03)
2,81:HOECLTD, 0, 0,824025, 0,I,HOECLTD-1-1-I-9924003-0,1, 	(25-JUL-2025 11:27:03)
2,181:SANENER, 0, 0,824026, 1,I,SANENER-1-1-I-9924011-1,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823016, 4,D,RIL-1-1-D-21010-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823017, 4,D,RIL-1-2-D-21011-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823018, 4,D,RIL-1-3-D-21012-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823019, 4,D,RIL-1-4-D-21013-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823020, 4,D,RIL-1-5-D-21014-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823021, 4,D,RIL-1-6-D-21015-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823022, 4,D,RIL-1-7-D-21016-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823023, 4,D,RIL-1-8-D-21017-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823024, 4,D,RIL-1-9-D-21018-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823025, 4,D,RIL-1-10-D-21019-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823026, 4,D,RIL-1-11-D-21020-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823027, 4,D,RIL-1-12-D-21021-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823028, 4,D,RIL-1-13-D-21022-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823029, 4,D,RIL-1-14-D-21023-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823030, 4,D,RIL-1-15-D-21024-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823031, 4,D,RIL-1-16-D-21025-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823032, 4,D,RIL-1-17-D-21026-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823033, 4,D,RIL-1-18-D-21027-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823034, 4,D,RIL-1-19-D-21028-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823035, 4,D,RIL-1-20-D-21029-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823036, 4,D,RIL-1-21-D-21030-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823037, 4,D,RIL-1-22-D-21031-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823038, 4,D,RIL-1-23-D-21032-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823039, 4,D,RIL-1-24-D-21033-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823040, 4,D,RIL-1-25-D-21034-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823041, 4,D,RIL-1-26-D-21035-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823042, 4,D,RIL-1-27-D-21036-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823043, 4,D,RIL-1-28-D-21037-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823044, 4,D,RIL-1-29-D-21038-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823045, 4,D,RIL-1-30-D-21039-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823046, 4,D,RIL-1-31-D-21040-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823047, 4,D,RIL-1-32-D-21041-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823048, 4,D,RIL-1-33-D-21042-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823049, 4,D,RIL-1-34-D-21043-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823050, 4,D,RIL-1-35-D-21044-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823051, 4,D,RIL-1-36-D-21045-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,823052, 4,D,RIL-1-37-D-21046-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,824004, 21,D,RIL-2-1-D-23012-21,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,824005, 21,D,RIL-2-2-D-23013-21,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,824004, 21,D,RIL-2-1-D-23012-21,1, 	(25-JUL-2025 11:27:03)	 (Not Inserted)
2,43:BP, 0, 0,824005, 21,D,RIL-2-2-D-23013-21,1, 	(25-JUL-2025 11:27:03)	 (Not Inserted)
2,43:BP, 0, 0,824006, 13,D,RIL-3-1-D-23019-13,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,824007, 13,D,RIL-3-2-D-23020-13,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,824006, 13,D,RIL-3-1-D-23019-13,1, 	(25-JUL-2025 11:27:03)	 (Not Inserted)
2,43:BP, 0, 0,824007, 13,D,RIL-3-2-D-23020-13,1, 	(25-JUL-2025 11:27:03)	 (Not Inserted)
2,43:BP, 0, 0,823053, 4,D,RIL-4-1-D-23038-4,1, 	(25-JUL-2025 11:27:03)
2,43:BP, 0, 0,822001, 3,I,BP-1-1-I-9922018-3,1, 	(25-JUL-2025 11:27:03)	 (Not Inserted)
2,1:RIL, 0, 0,822002, 4,I,BP-2-1-I-9922021-4,1, 	(25-JUL-2025 11:27:03)
2,268, 0, 0,821001, D,03/06/2021 00:00:00,18,Cargo without contract in FMS , 	(25-JUL-2025 11:27:03)
2,1, 0, 0,822032, D,28/03/2022 00:00:00,110,Cargo without contract in FMS , 	(25-JUL-2025 11:27:03)
2,1, 0, 0,822033, D,28/03/2022 00:00:00,110,Cargo without contract in FMS , 	(25-JUL-2025 11:27:03)
2,1, 0, 0,822034, D,28/03/2022 00:00:00,110,Cargo without contract in FMS , 	(25-JUL-2025 11:27:03)
2,1, 0, 0,822035, D,28/03/2022 00:00:00,110,Cargo without contract in FMS , 	(25-JUL-2025 11:27:03)
2,1, 0, 0,822036, D,28/03/2022 00:00:00,110,Cargo without contract in FMS , 	(25-JUL-2025 11:27:03)
