

<<START>>,<<FMS_LTCORA_AGMT_PLANT>>,, 	(26-JUN-2025 11:33:17)
 
COMPANY_CD,COUNTERPARTY_CD,BUY_SALE,AGMT_TYPE,AGMT_NO,AGMT_REV,PLANT_SEQ_NO,TIMESTAMP,
2,1,C,A,1,0,3, 	(26-JUN-2025 11:33:17)
2,1,C,A,1,0,5, 	(26-JUN-2025 11:33:17)
2,1,C,A,1,0,3, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,5, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,7, 	(26-JUN-2025 11:33:17)
2,1,C,A,1,0,1, 	(26-JUN-2025 11:33:17)
2,1,C,A,1,0,7, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,1, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,2, 	(26-JUN-2025 11:33:17)
2,1,C,A,1,0,10, 	(26-JUN-2025 11:33:17)
2,1,C,A,1,0,8, 	(26-JUN-2025 11:33:17)
2,1,C,A,1,0,1, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,10, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,10, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,4, 	(26-JUN-2025 11:33:17)
2,1,C,A,1,0,5, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,8, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,3, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,4, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,9, 	(26-JUN-2025 11:33:17)
2,1,C,A,1,0,8, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,2, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,9, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,4, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,2, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,10, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,1, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,9, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,7, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,2, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,5, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,9, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,5, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,7, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,4, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,5, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,9, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,10, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,4, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,2, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,3, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,1, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,8, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,1, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,8, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,3, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,3, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,9, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
2,1,C,A,1,0,5, 	(26-JUN-2025 11:33:17)	 (Not Inserted)
