

<<START>>,<<FMS_TRADER_CN_MST>>,,,, 	(04-APR-2025 10:21:38)
 
COMPANY_CD,CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_TYPE,CONT_NO,CONT_REV,TIMESTAMP
2, 15,  M , 1,  0 , N, 725001, 0, 	(04-APR-2025 10:21:38)
2, 20,  M , 1,  0 , N, 725002, 0, 	(04-APR-2025 10:21:38)
2, 20,  M , 1,  0 , N, 725003, 0, 	(04-APR-2025 10:21:38)
2, 154,  M , 1,  0 , N, 725004, 0, 	(04-APR-2025 10:21:38)
2, 154,  M , 1,  0 , N, 725005, 0, 	(04-APR-2025 10:21:38)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)	 (Not Inserted)
2, 116,  M , 1,  0 , N, 725006, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725007, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725008, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725009, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725010, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725011, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725012, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725013, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725014, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725015, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725016, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725017, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725018, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725019, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725020, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725021, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725022, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725023, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725024, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725025, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725026, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725027, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725028, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725029, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725030, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725031, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725032, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725033, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725034, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725035, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725036, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725037, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725038, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725039, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725040, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725041, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725042, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725043, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725044, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725045, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725046, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725047, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725048, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725049, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725050, 0, 	(04-APR-2025 10:21:38)
2, 116,  M , 1,  0 , N, 725051, 0, 	(04-APR-2025 10:21:38)
